AAAARR;CC,CJ,JK,PP
CHKOOS;AB,BB,DR,EI,EL,HP,LO,MM,OP
CHKORU;BN
CHKOSS;EI,ER,IT,NO,OT
CHKOSW;
CHKSSU;ER,FI
CHKSTU;AB,BO,OP,PU
CHLMOO;AG,EE,RY
CHLMUY;IM,PS
CHLNSU;DI
CHLOOS;AL,KO,RU
CHLOOT;AC,AE,DO,IL,IP
CHLORS;MY,OU
CHLOST;AA,AY
CHLOSU;DE,EK,ER,ES,ET,IM,OR
CHLOTU;EN,ES,IY,RY
CHLRSU;BU,HI,OO
CHLSSU;AA,CE,EI,EO,ET,MP
CHLSTU;AA,AG,AN,EF,EG,EO,ES
CHMMUY;IL,KO
CHMNUY;AA,IO
CHMOOR;AT,IM,IN,IU,LY,NT
CHMOOS;KM
CHMOPS;AL,AR,ER,IL
CHMORY;AN
CHMOSS;AI,AT,FI,IR
CHMOSU;DI,IL,IN,IT,KM,OR
CHMPSU;AT,HI
CHMSTU;AP,BI,IO
CHNOOP;GI,IT,LO,TT
CHNOOR;AC
CHNOOS;AY,EI,ET,GI,GO,GU,IL,IT
CHNORY;AM,AX,DI,EV
CHNOSZ;ES,IT
CHNOTY;EI,IP
CHNPUY;EK,IL
CHNRSU;AM,AT
CHNSSY;OR
CHNTUU;AG,CL
CHOORT;AM,AU,AY,DI,IT
CHOOSS;IR,KN,PP
CHOOST;DE,EH,EN,IN,PU
CHOOSY;AN,IL
CHOPPY;ER,IL
CHOPSY;DI,ER,IN,IT,LT,TU
CHOPUY;ST
CHORRU;BE,DO,MN
CHORSU;BD
CHORTU;AA,AC,AM,AO,LY
CHORTY;AC,AO,AP,BE
CHORWY;
CHOSTT;AB,AK,EU,EY,IL,RU
CHOSTU;BK,IM,KP,OP,PU,PY
CHOSTW;AC,ER
CHOTUY;IL,LR,PS
CHPSSY;
CHPSTU;AC,AI,AM,AR,AZ,EK,ER,KO,KU,OO,OU,OY
CHRRSU;AC,AG,AT
CHRSTW;AE,EE,EI,EO
CHSSSU;AE,DE,EN,EO,ER,ES
CHSTUU;ES,KP,OP
CHSTUY;EN,OP
CIIIRT;CP,DO,HN,NN
CIIKLY;LS,RT,ST
CIIKNP;CY,PR
CIIKNW;DE
CIIKST;BG,DP,GN,GP,HH,HL,HR,LP,LY,NP,NU
CIILMN;AA,AE,AG,AI,AR,AU,BG,ES,ET,EY,FU
CIILMU;AN,FN,IS,LT,QS
CIILNP;AT,HN
CIILOP;BE,EG,EL,EP,ER,ES,FR,MY
CIILSV;DY,EI,IT,OV
CIIMMS;GK,KM,NO
CIIMOT;HP
CIIMSV;CI,IN
CIIMTV;AU
CIINNU;AQ,CS,DG,GS,OR
CIINOP;AD,AO,AT,EG,EN,ET,FT,GT,OP
CIINOR;AL,AM,AZ,BV,CF,CZ,NU
CIINOS;CD,DG,DO,DT,DV,FT,GN,GO,GT,GV,IN,NT,OS,OT,SS,TT
CIINQU;AN,EL,GH,GL
CIINRS;AD,AM,AS,BG,GG,GK,GV,IM
CIINRT;AH,AU,HI,IN
CIINSV;AO,DI,DO,EI,EO,GO,GR,IM
CIIOTT;AN,BI,BS,EP,ES,NS,NY,PS,XY
CIIPRS;AG,AH,CL,LY,MT,OT,TU
CIIRSS;AD,AN,AO,AT,BM,DU,HO,NO
CIIRTV;AO,EL
CIISTY;AB,BU,DD,DO,EF,EN,HL,KL,LO,LR,LT,MR,OP,ST
CIJKOR;
CIJNOO;DE
CIKKLS;AE,IL,LO
CIKKNS;AH,BU,ER,GI
CIKKPU;
CIKLNO;AI,AT,DE,EE,ER
CIKLNS;BI,GI
CIKLRY;AE,AG,EF,ES
CIKLSS;LO,MU
CIKLSY;IT,OT
CIKLTY;IS,OS
CIKMNU;DF,HN,HP,HT
CIKMSU;DE,ER
CIKNPU;HM
CIKNPY;CI,IT,OT
CIKNSS;AG,AT,GU,OW,TU
CIKNYZ;FI
CIKORR;BW
CIKOSS;DE,EH,EY,HT,LL,MO,NW,TT,TU
CIKOSY;BH,DE,ES,JT,LT
CIKPPU;
CIKPRS;AG,AM,AT,CO
CIKPRY;
CIKPSS;EE,ET,TU
CIKPTU;
CIKQSU;AH,AM,EI,EN,ET
CIKQUY;
CIKRST;HI,HO
CIKRSW;AH
CIKRTY;
CIKSST;AN,MU,NU,OT,OU,PU
CIKSTY;AT,IL,JO,LO
CILLOU;AD,AQ,AV,CF,DE,DT,DY,EQ,ET,RS
CILLSU;AB,AI,GN,HM,MY,NO,OR
CILMNY;AE,AN,EI
CILMSS;AD,AI,AL,AS,AU,EO,EU,IO,KU,NO,OO,TU
CILMUU;AC,EP,ET,GN,NO,NV,PS
CILNOO;AD,AL,AT,AV,EZ,IT,LT,TU
CILNOS;HR,HW,PR,RY
CILNOU;BY,DE,DG,GP,GR,MP,MU,OR
CILNPU;AB,EE,EG,GK,GM,GO,HY,MO
CILNST;FI,HI,IO,KO,OO
CILNTU;GM,GT
CILOPU;AH,DE,ET,GN,MN,NT,RY
CILOPY;AD,CC,DS,EN,ET,HP,IM,MS,OZ
CILORS;BI,BO,DO,GW,KL,KN,LN,LO,LU,MO,NO,NP,NY,OU,PW
CILORT;AC,AD,AF,AL,AN,AP,AV,DO,OR
CILOSU;AE,BC,BE,CG,EM,ES,HM,LR,OR,OS,SU
CILOSV;AC,AE,AI,AM,AR,AT,EK,IV
CILOSY;AB,AL,AN,BM,CD,CS,DP,DT,HO,HY,IT,KT,MP,NR,NU,RT,ST
CILOTU;AF,AV,BE,BM,CE,EK,EL,EP,HY
CILOYZ;AR,HO,OP
CILPSU;FI,HM,MU,RT,ST
CILQUY;
CILRSY;BB,GG,IM,IT,NO,OT,TT
CILSUY;CN,LM,MM,NO
CIMMNU;EO
CIMMOS;DU,IN
CIMMOT;DE,ER
CIMMOX;DE,ES
CIMNNO;AN,GO,HO
CIMNNU;GH,HK
CIMNOR;HW,LL,PT
CIMNOS;HY
CIMNOU;AR,AT,DI,EM,FR,GH,GP,HY,LP,LU,OR
CIMNRU;BG,CU,FO,GP,OO
CIMNSU;AE,AH,AI,AP,AT,EG,EH,ES,GI,GL
CIMNUU;BG,CR,GL,LO,LV,OS
CIMOPY;EN,IL
CIMORS;AF,AG,AT,AY,BD,BE,EI,EK,EP,ER,ET,EW,EX,EY,IT,KR
CIMORU;AC,AN,BF,BI,EM,FN,HM,HO,LX,NO
CIMOSS;EH,EL,ES,FH,FU,HR,IL,KO,LO,OR
CIMOST;BE,CE,DE,EH,EN,ER,EV,HR,HU,KP,NU,UU
CIMOTY;EE,ER,NO
CIMPRS;AA,AK,AT,IT
CIMPRY;
CIMRSS;BI,EK,ET,NO,OO
CIMRUU;CN
CIMSSU;AH,AL,FH,FO
CIMSTU;AE,AN,BH,HO,NO,OU,OY
CIMSTY;AC,AL,IR,LY
CIMSUV;
CINNOS;AB,AD,AL,AS,AT,FK,II,IT,JO,KO,KP,KT,KW,OS,OT,TY
CINNOU;AQ,BG,DE,FF,GJ,GP
CINNOY;AD,EM,LR,ST
CINOOP;AI,HT,IP,OT
CINOOS;AC,CT,EH,ET,HK,HT,IM,IT,KN,NT
CINOOV;AL,AT,GT,HK
CINOOZ;CE,DE,EG,EL,ET,IT,MO,OT
CINOPP;ER,ET,IO
CINOPT;CR,CY,FI,GH,GI,GM,GO,HO,HY,KY,LU,MR,OO,OR,SY
CINORS;CY,DK,DW,KL,LL,LP,LY,NU,UY
CINORT;CO,CP,FG,GH,GK,HO,MP,NO,OP
CINORZ;AI,CI,EG
CINOSS;IL,IP,IS,KW,PY
CINOST;BI,CO,CV,DI,DY,IL,IM,IN,IO,IT,KL,KN,LO,NO,NY,PY
CINOSU;BR,BU,DE,ER,EV,IP,OV,RY
CINOSV;AF,AI,AR,CT,DI,TU
CINOSZ;DE,EG,EI,ES,HT
CINOUZ;
CINRSU;DE,EE,EK,EO,ER,EV,LP,NO,OY
CINSTT;AE,AG,AK,AM,AO,AY,DI,EO,ER,EX,GU,HU,IN,IO,OR,RU
CINSTU;BU,CC,GT,HT,IN,IP,IQ,JN
CIOOPT;AE,AS,CS,DO,GN,HN,HP,HY,IS,NO,YZ
CIOORT;CE,CN,DE,DH,DL,HN,HT,LR,NN
CIOPRS;BH,CK,DO,DR,DU,GN,HO,IN,LN,LW,NO,OO
CIOPRT;CN,DI,MN
CIOPSS;AE,AH,AT,AU,EH,ER,ET,EU,IN,LW,MY,NO,NY,TY
CIOPST;BU,CK,CO,CU,IL,IO,IT,KK,KL,KM,KP,KT,LO
CIOPTT;EI,EN,HU,IS,KS
CIOPWY;
CIOQSU;AN,EM,OT
CIORSS;AD,AH,AI,AR,AU,DD,HI,HM,HO,HT,MO,OU
CIORST;AC,AD,AG,AM
CIORSU;BN,DI,DP,GN,LL,NN,NY
CIORTT;HL,HO,KU
CIORTV;AH,AI,AL
CIOSST;BR,IL,KT,KU,LO,LU,LY,OU,PY
CIOSTU;AC,AF,AP,AU,BP,CP,DV,ES,HM,MU,MY,OQ,OS
CIOSTX;AD
CIPPSU;ET,GN
CIPRSS;
CIPRST;AA,AC,AD,AK,AL,AM,AN,AT,IM,IU,LU
CIPRSY;HR
CIPSSU;AE,AO,EL,EO,ET,KT,LN,LT
CIRRSU;GN,TT
CIRSTT;DI,HI,IU,LY,NU,RU
CIRSTU;CI,IJ,IP,IT,LP,RT
CIRSUY;NO
CIRTTY;AO,BE,EK,LS
CISSSU;AT
CISSTU;KN,KO,KP,LO,LP,LT,NO,OO
CISSUV;AT,ER
CJKOOS;DM
CJNOSU;
CJNOUY;DL
CJNSUU;ES
CKKNOS;EE,ER
CKLNOS;AM
CKLNOU;DE
CKLNOY;
CKLNSU;EK,ER
CKLNUY;HI
CKLOPU;DE
CKLPSU;AL
CKLPUY;IL
CKLSSU;AF,IM
CKMOPU;
CKMOSS;AB,AT,IO
CKNORU;BH,CT,DE,ET
CKNRSU;AB,AT,EE,EI,EL,ET,TU
CKNTUU;DE
CKOORS;AL,CG,DH,DN,IM,LL,LP,LW,NO
CKORST;AC,AR,AW,HI,OU,UW
CKOSST;AC,AM,AW,HI,HO,IT
CKOSTY;BE,EL,IJ,IL,SU
CKRSTU;AN,NU,OO,OW
CKRSUU;ES,NT
CKSSTU;AB,AN,AP,IM,IN,IP
CLLOOP;DE,DL,LT
CLLOOY;QU
CLLORS;IK,IN,IO,IU,KO,KU
CLLSSU;MO
CLMNOU;AE,AL,AM,AR,DE,EH,EY,IP,IU
CLMOPS;HI,IN,IY,OT,TU
CLMOPY;EO,ES,II,IS
CLMOSU;BO,BS,EI,EP,HI,KM,PT
CLMOSY;AB,BI,EO,EP,EY,HR,IP
CLMOUU;AG,IN
CLMPSU;AN,AR,BI,EO,ER,ET,EU,IU,OT
CLMPUY;HS
CLMSTU;EK,EP,EU,OP
CLMSUY;HP,IL,IM
CLNOOS;AN,AR,AT,AV,RT
CLNOOU;AH,DE,ER,IR,IT,RT
CLNOOY;GI,GO,MM
CLNOSU;AR,DU,FR
CLNOSW;BE,GI,HI
CLNOTU;AR,OR
CLNOUW;DE
CLNRUU;DE,EF
CLOOPS;AF,AP,AR,CI,DI,DY,ER,ES,FU,FW,KR,PW
CLOOPT;AA,LL,OR
CLOORS;AK,AL,AN,AP,AT,BI,DI,IL,IM,IN,IT,KL,KP,KW,NT
CLOORU;BM,BT,DE,EN,ER,FL,NT
CLOORY;AG,AW,DT,EV,HM
CLOOST;AN,AR,DU,KU,NR
CLORSU;BT,FN,FP,IL,KL,PT
CLORSW;AK,GI,IP,KO
CLOSSW;AH,IP
CLOSTU;BR,EE,EH,EO,EP,ER,ET,KO,KP,MP,PR
CLOSTY;AH,AL,DI,HP,II,IK,IR,IS,NU
CLOSUU;AA,AG,AP,DN,EP,ER,IS
CLOTTY;AE
CLPRUU;DE,EI
CLPSSU;AA,AE,AN,AO,EI,EO,ER,HM,IN
CLPSTU;DE,EI,EM,EO,ER,GI,IN,IR,KO,MO,OR
CLRTUY;IS
CLSSUU;AC,BT,EM,ET,IO,RU
CLSTUU;AM,DE,EM,ER,ES
CMMNOO;AD,DE,ER,EY,LY,NU
CMMOOR;EN,HI
CMMOOS;DE,EV,HK,KL
CMMOOT;DY
CMMRUY;IL
CMMSUY;IL
CMNNOO;AW,EG,EI,EW,GI,GR,HI,MU
CMNOSY;AC,AM,AR,EK,HI,IR,IU
CMOOPS;AR
CMOOPT;
CMOOSS;AT,EP,ES,IK,IL,IR,PT
CMOOSU;BL,ET
CMOPST;IK,LU,NU
CMORSU;AE,AL,BU,DE,DK,EH,EN,ES,PX
CMOSTU;HI,IN,IU,IY,LP,NP
CMOSUU;BR,IN,IT
CMOSUY;ET,IN,IT
CMPRSU;AL,DE,EI,EL,ET,OX
CMPRUU;
CMPRUY;
CMRSSU;BE,EM,EO,OT
CMSSUU;BC
CMSTUU;EL,IO,NP
CNNOOR;AT,FT,GI,GM,IT,LO,OT
CNNOPY;
CNOOPU;DM
CNOORS;CU,FM,KO,PP,PU,RW
CNOORT;CI,FN,IN,IP,NO,OO,RY
CNOORY;AR,AT,EV,RT
CNOOST;AG,AL,CC,CI,CU,DE,EE,EH,EI,EN,GI,HI,II,IL,IN,KU,MO,WW
CNOOSV;AL,EK,ER
CNOOTT;CE,DE,EF,HP,UU
CNOOTY;AR,DN,EG,EM,IM,IX,MO,RR
CNOOVY;DE,ER
CNOPTU;AC,AI,HU,IL
CNORSS;HR,OT
CNORST;FU,HU,NU,PY
CNORSU;BI,FL,FT,GI,GY,IN,IT,IY,NT,NW,OP,OT
CNORSW;CE,DE,DI,ER,ET,GI,NU,OR
CNORSY;CI,EG,EP,EU,GU,II,IL,IM,IU,PT
CNORUY;AE,ES,GS,IS
CNOSSY;AI,IP,PT
CNOSTU;CD,CO,DN,DW,FR,HR,NR,OR,UU
CNOSTY;AH,DI,EI,IN,IP,LU,PR,PS
CNOTUY;LS
CNRSTU;FO,HO,KU,NO,OO
COOORZ;EH,HY
COOPRS;AL,AM,AR,AT,DI,HI,IN,IO,IT,KL,MT,NP,NU,RT,TU,UU,UY
COOPSS;DT,EL,EM,EN,HP,IN,KP,LL,MT,NO,NU
COOPST;AI,AR,AT,CI,CK,EO,ER,II,IR,KO,KT,OY,RR,RS
COOPTU;
COOPUY;
COOPWX;ES
COORSS;BW,CI,HI,IM,IU,KU,NT,TU
COORTU;BL,LY
COORUU;AM
COOSST;AM,DP,EJ,ER,IL,IU,MP,PR,RU
COOSTY;IJ,OP
COPPRY;AA,IL
COPRRS;AK,AO,AP,AT,DI,OT,TU
COPRSU;AA,CK,DI,DT,FL,HN,LT,MX,NO,OT,OY,RT
COPRTY;AH,AI,EE
COPRUY;CE,FI,IL,OS
COPSSU;AI,AL,EI,EL,EN,ER,NO
COPSSW;AN,IL
COPSUY;HT
CORRSU;AN,AT,PT
CORSSU;DW,IO,KO
CORSSW;BO,DU
CORSTU;BL,BT,DP,FN,KW,LP,NN,PR
CORSUV;EH,EN,EP,ES,ET
CORTUY;AE,AR,EQ,ES
COSSSU;KT,LO
COSSTU;AB,AE,AT,DE,EI,EN,ES,ET,IN,IO
COSTTU;BK,BR,FK,HR,IK,KP
COTTUU;CO,CU,NO
CPRSTY;
CPRSUY;AN,EL,ES,OO
CPSTUU;ER,HK,HO,KO,MN
CRRSUY;
CRSSTU;BU
CRSSUU;BT,CO,EK,EN,ES,EX,LU
CRSTUY;AD
CRSUVY;IL
CSUYZZ;
DDDDEO;ER
DDDEEE;AL,AM,AN,BM,ES,FN,NP,NR,NU,RT,RW
DDDEEI;AM,BM,GS,ST
DDDEER;DO,EN,ET,EW,FO,HS,NO,OR,OS
DDDEET;AB,CU,ER,LR,RU
DDDEEW;ER,NU
DDDEGO;NU
DDDEHO;
DDDEIK;
DDDEIL;QU
DDDEIR;HT
DDDEIU;LN,LQ
DDDELO;BR
DDDEMO;AO,IS
DDDEMU;AN,BE,EN
DDDENO;ER,GU,IR,RW
DDDEOP;
DDDEOR;DE,EF,EN,ER,NW
DDDEOS;
DDDEOT;AU,IS
DDDERU;AN
DDDEUW;EN
DDDILY;
DDEEEH;AB,AS,AW,CP,LW,NU
DDEEEM;BD
DDEEEN;AD,AF,AR,CF,CR,DF,DP,DR,DU,EP,FR,FS,GR,HU,IR,IV,NU,PX,RR,SU
DDEEER;AN,DN,DT,DW,ES,EW,FN,FR,LW,NR,NT,RT,ST,SV
DDEEES;AH,AY,DE,ER,FN,IL,MR,NU,RV,WY
DDEEEV;CI,IN,RS,ST
DDEEEW;AH,CR,DR,ER
DDEEFI;AM,BR,ER,FR,GT
DDEEFN;AE,AG,AH,AU,CE,DE,DU,ER,FO,LO,RU
DDEEFU;AN,DN,IN,NR
DDEEGG;AB,AR,BU,FO,IR,OR
DDEEGH;AR,NU
DDEEGK;
DDEEGL;AL,AN,AZ,BI,ER,IN,IR,NO
DDEEGR;BI,GI,GO,IL,IN,IV,JU
DDEEGS;AS,OP,TU
DDEEGW;
DDEEHL;EW
DDEEHN;CR,IO,IR,OR,OY
DDEEHR;CN,IN,IT,NO,OT
DDEEIL;AN,AT,CN,CP,GN,KN,NT
DDEEIN;AL,AU,EV,HO,KL,NU
DDEEIR;FF,GG,HT,MO
DDEEIS;AS,HS
DDEEIT;CH,CK,CO,CP,CR,ER,FG,HR,MT,RV,TW
DDEELM;BU,PU
DDEELN;CI,GI,GU,IK,IM,IR,IT,UW
DDEELP;CI,CU,ET,MU,UX
DDEELR;AC,AH,AN,AO,EG,EW,FO
DDEELS;ES
DDEELU;AB,AN,AV,BM,CP,CX,CY,MP,NO,NW,PX
DDEELV;AL,AU,OV
DDEELW;AC,NU
DDEEMN;DU,NU,OR
DDEEMO;AF,BB,BI,FR,IR,NR,RR,RW
DDEENN;AM,IR,IT,OR,OY
DDEENP;AL,AM,AP,AR,AX,DE,EE,EX,IM
DDEENR;CE,CH,DE,DO,EF,EG,EM,ER,HO,MO,NO,OP,OW
DDEENS;OS
DDEENT;AC,AT
DDEENU;AF,AI,AL,AV,BK,EW,FI,LO,LW
DDEENV;EI
DDEENW;AR,DU,LU
DDEEOR;AG,AL,BI,BS,DD,DF,DN,DS,FL,FM,GG,GS,HN,HT,IM,IP,LM,LP,LS,MN,NN,NP,NS,PS,PT,TT,TU
DDEEOS;AT,BH,BR,BS,DN,DR,GR,LR,LU,NR,NS
DDEEPR;AB,AF,AN,AT,AV,CE,CO,DU,EM,NO,OT,OW,RU
DDEERR;BU,EF,EN,ET,MU,NU,PU,UV
DDEERT;CI,DE,EG,EI,ER,HI,HO,IV,OP,OT
DDEERW;AN,AR,CE,DE,EE,EL
DDEERY;LP,OV
DDEEST;BU,GU,TU
DDEESU;GT,RT,TT
DDEETU;AC,CD,GO,GS,OX
DDEEUX;CL,LP,OT,RT
DDEFFO;AR,EN
DDEFFU;IS
DDEFGI;ET
DDEFGU;
DDEFIL;AI,AT,IM,NO
DDEFLO;ER,EU,PU
DDEFLU;NO,OP
DDEFNO;CI,EF
DDEFNU;DE,EI,ER,NU
DDEFOR;AF,BO,CE,DE,EL,EM,ER
DDEGGI;ER,NR
DDEGGO;EF,ER,LY,NO
DDEGIL;BE,EN,HN,MN,NP,NS,NU,OS,ST,UV
DDEGIN;CU,HL,HS,KS,LM,LP,LS,LU,NS,NU,UU
DDEGIR;AS,EG,EV,PU
DDEGIT;EF,ES,IS,LS,OS
DDEGIU;CN,LN,LV,NN,NR,NU,PR,QS
DDEGJU;ER,NU
DDEGLO;AI,EN,GY
DDEGLU;IN,IV
DDEGMO;
DDEGMU;EM
DDEGNO;AP,EL
DDEGNU;AR,CI,IL,IN,IR,IU,JU
DDEGOR;AE,EG,NU
DDEGOS;AH,EP
DDEGRU;EJ,IN,IP,NO
DDEGRY;IL,RU
DDEHIN;AH,AW,EO,ER,GL,LY,NU,OR
DDEHIR;EN,NO
DDEHIS;CE,CU,EL,ES,MO,OS
DDEHLO;IO
DDEHLU;
DDEHNO;AP,EI,ER,EY,IR
DDEHNU;AN,IN,PU
DDEHOO;AM,FS,IL,NU,OO,SW
DDEHOR;EN,ET,IN,IS,SU
DDEHSU;CI
DDEIIK;
DDEIIM;BO,CE,FL,FO,FW,VW
DDEIIO;BM,CF,FM,PR
DDEIIS;IR
DDEIIT;AV
DDEIIV;AT,MW
DDEIIW;FM,MV
DDEIKL;
DDEIKN;AP,GS
DDEIKR;AE,CE
DDEIKS;GN,VY
DDEILL;EV,EW
DDEILM;FI,GN,NY,OV
DDEILN;AA,AE,AT,CE,CU,EG,EM,ER,ET,FO,GH,GM,GP,GR,GU,HY,MY,RT,RU
DDEILO;AG,BO,FN,HO,MP,MV
DDEILP;CE,GN
DDEILR;CU,IN,NU,QU,ZZ
DDEILS;QU,UV
DDEILT;EN
DDEILW;AR
DDEIMM;BE
DDEIMN;GL,LY
DDEIMS;
DDEINN;BU,ER,ET,EU,GS,GU,HU,MU,RU,TU
DDEINR;IL,IT,LT,ST
DDEINS;BG,GK,GN,GR,KR
DDEINT;CU,LR,NU,RU
DDEINU;DL,EF,EN,ET,GL,GN,GU,HN,IT,NT,PP
DDEINW;AB,AH
DDEIOP;LM,MU
DDEIOS;BY
DDEIOT;CE
DDEIOV;LM
DDEIPP;NU
DDEIPR;AN
DDEIRR;
DDEIRT;CE,EE,EN,ES,EV,NO,NS,NU,SU
DDEIRW;AL,LT
DDEIRY;GL,LS
DDEISS;BE,CI,EG,EH,EP,ET,HR,IT,KR,LR,NP,NT,NW,PR
DDEITT;AC,AM,EM,EW
DDEITU;CN,EN,IN,NN,NR
DDEJRU;DE,EG
DDEKNU;BE,CE,CO,ES
DDEKNY;AV
DDEKOO;IS
DDEKOU;CN
DDEKSU;EN,MO
DDELLO;CU,EJ,EM,EW,EY,OP
DDELLU;CO,NU
DDELMO;AS,IP,IV
DDELMU;BE
DDELNO;
DDELOO;HI,LP
DDELOP;AU,FU,IM,LO
DDELOR;AE,EF,EM,ES,NU
DDELOT;AB
DDELOY;GG,IS,NS,SY
DDELPU;AN,AO,CE,EX,FO
DDELRU;IQ
DDEMOO;AD,AH,NU,TU
DDEMOR;EF,EL,EN,ER,EW
DDEMPU;AN,IO,NU
DDEMRU;AA,AH
DDENNO;AT,BU,CO,EY,SU
DDENNU;AB,AH,AL,AM,BI,BO,FU,GI,HI,IM,IR,IT,OS
DDENOP;AG,AH,AR
DDENOR;CO,DE,EH,EM,EP
DDENOS;CE
DDENOW;
DDENOY;EH,EN
DDENPU;HU,IP,MU
DDENRU;BU
DDENSU;LY
DDENSY;LU,TU
DDENTU;BO,CI,II,IN,IR,LR,OR,OT
DDENUY;LS,ST
DDEOOR;CN,CR,CT,IS,IZ
DDEOOS;FH,GM,HW,RW,WY
DDEOOW;AD,EN,HS,NU
DDEOPP;
DDEORR;AC,CO,IS
DDEORS;BE,BL,EL,EP,HU,LO,LP,LT,PR
DDEORT;AU,BU,CO,EH,EP,ET,EU,UU
DDEORV;
DDEORW;AH
DDEOSS;BE,EP
DDEOST;AE,MN,NS,NU,NW
DDEOSU;EL,HR,IM,KM
DDEOSW;OY
DDEOTT;AU,BE,ER,NU
DDEOTU;AD,AR,AT,EG,ER,EX,GO,MO,NR,NS,NT,RU
DDEPPU;IN
DDEPRS;LO,OR,OW
DDEPRU;AG,AH,AN,AT,CO,DE,ER
DDERRU;BE,EM,EN,EP,EV
DDERSU;AF,ET
DDESST;II,IN,IO,IU,LU,NO
DDESSU;BE,CL,LP,LT,MM
DDESTU;BE,EG,ER,ET
DDESTY;IL,NU
DDFILY;
DDFIOR;
DDGINU;CE,CL,CS,EL,EN,EU,FL,GL,HL,HT,OQ,ST
DDGIPU;ER
DDGMOO;
DDHIIS;
DDHINO;EE,ER
DDHIOS;AR,CL,CR,EM,ER,ES,LY,RY,WY
DDHIRY;AC,BI,CI
DDHISU;CE,CH,LY
DDHOSY;AT,IL,IR,IW
DDHPUU;EN
DDHSUU;
DDIIKK;
DDIIKV;
DDIIMS;OU,RU
DDIIOS;FU,LP,MU
DDIIOX;
DDIKNO;
DDIKOS;CP
DDIKSY;AT,EO,EV
DDILNR;AG,BE,EE,EG,EI,ET,EU,GI,GU
DDILOS;CH,IP
DDILPY;IO
DDILTY;AC
DDIMOY;
DDIMRU;
DDIMSU;IO,OY
DDIMSY;
DDIOPY;IL
DDIORS;AH,AM,AN,BG,GN,HY,LY
DDIOTU;
DDIOTY;AH,AR
DDIRSU;IT
DDLMUY;
DDLPUY;
DDMMUU;CO
DDMRUU;AG
DDNORW;AW,OP,OT
DDOOOO;EH,EV
DDOPSY;
DDPSUY;
DEEEFR;AT,CT,DI,DR,ER,EZ,IR,IW,RR,RT,TT,TW
DEEEFS;HT,KT
DEEEFZ;ER
DEEEGK;
DEEEGR;BU,GP,IP,LP
DEEEHL;ER,FO,MT
DEEEHR;AB,AT,AX,EL,LW,MM,PT,TT
DEEEHZ;
DEEEIP;FP,FT,GR,TX
DEEEJL;
DEEEJP;
DEEEJR;CT,NU
DEEEKK;
DEEEKL;IR,IW
DEEEKN;EM
DEEEKP;OW,RR
DEEEKR;IL,LN,OV,PR
DEEELN;AM,AV,BI,IW,LT,LV,LW,PU,TT,TU
DEEELP;AR,HW,LR,LX,NU,OP,OV
DEEELR;AP,AS,DG,DW,EH,GP,HW,IK,LP,SS
DEEELS;BR,CO,DI,DS,FX,GI,GS,RS,SS
DEEELT;AV,AZ,EY,HM,IV,LN,NT,NU,VV
DEEELV;IT,IW,OP,TV
DEEEMR;AU,BM,CO,CP,ER,HM,RU
DEEEMS;BE,CH,EM,HM,HP
DEEEMT;AN,CN,DN,HL,NN,PX
DEEEMX;PT
DEEENP;CI,DD,DE,DX,LU
DEEENR;AC,AD,AR,CC,CD,DD,DR,JU,RR
DEEENS;CO,CS,DU,GI,IX,JU,SS,SY
DEEENT;AC,AG,AI,AM,AN,CM,CN,LL,MN
DEEENV;AL,CI,DI,LL
DEEENW;AZ,GH,IL,LL,NU
DEEENZ;AW
DEEEPP;FI,LO,PR
DEEEPR;AL,DM,GG,GI,GL,KR,LL,OR,PP
DEEEPS;AG
DEEEPV;LO
DEEERR;DF,DN,DT,EF,EM,FL,FR,FT,KP,MU,NR,NT,OP,OZ,QU,RT
DEEERS;AL,BD,BL,DE
DEEERT;AA,AF,AH,BT,DD,DI,DR,ET,FR,FT,HT,IR,RR,TT
DEEERV;AW,CI,IW,KO,OY
DEEERW;AV,CD,CH,DD,DE,DL,HL
DEEERY;BL,OV
DEEESV;
DEEETW;
DEEFFJ;
DEEFFR;AA,AI,BU,DI,IN,IS,SU
DEEFGL;AN,BU,FU,IR,NU,OO,UW
DEEFHT;AR,ES,IN,OR
DEEFIL;AC,CI,LX,WX
DEEFIN;AC,BN
DEEFIR;DE,DF,EF,EW
DEEFIS;AC,GP
DEEFKR;CL,CO,SU
DEEFLL;AT,ER,IR,IT,IX,OR,OW
DEEFLM;AB,AN,IR,IS
DEEFLS;CT,EX,OT,OY
DEEFLT;NU
DEEFLU;BG,BO,FG,GW
DEEFLW;GU,IX,LO,OR
DEEFLX;AS,DE,ER,ES,IL,IN,IW,NU,RU
DEEFLY;
DEEFNR;AH,AM,CH,CO,FO,LO,MO,OO,OZ
DEEFNU;AD,CN,DD,DI
DEEFRS;AC,AL,AM,AP,AT,CO,MO,OO,OT
DEEFRT;CE,CO,EL,EN,ER,ES,EW,HO,OO,OS
DEEFRY;AC,AD,AR,GO,OU
DEEFSS;AL,AN,EN,IM,IN,NT
DEEFSU;BU
DEEFTT;AC,AD,AN,BI
DEEFTW;ER
DEEFUZ;
DEEFZZ;
DEEGGI;BW,DR,HP,JR,NR,RR,RT
DEEGGK;
DEEGGL;OR
DEEGGP;ER,HI,NU
DEEGGR;AB,AD,AJ,AR,AS,AT,AU,BU,DI,DO,EP,FO,IJ,IN,IR,IT,LO,NO,OR,OT,RU
