AAABC;AABDRR
CNORW;AAAEMM,ACHHMU
CNORY;EELLPP,EEPPPR
CNOSU;
CNOSY;CLOOOP
CNOTU;HMOOTT,IIMMOX
CNOTY;AACDLR,AADELL,AEGIMV,EEEMRT
CNOUY;AGLLOV,EEHKLS,GILLOQ
CNRSU;
CNRUY;BDIITU,FFGIIT
CNSSY;AFGIIL,AGIJKK,AIIRTU
CNSTU;EEEJNV
CNSUU;AAAIQT,AABCLY,AACILL,AAFORT,ACIOTT,AILPTT,AMORTY,AOPRTT,FGIRTU,GIMRRR,GIRRTT,IILOPT
CNTUU;AAAIQS,AAFORS,ABILOR,ACIOST,AFGIRT,AFIORT,AGILNO,AGINNP,AGINPT,AINNOP,AINOPT,ALLNOR,AMORSY,BDIIRY,CILOOS,FGIRSU,GIRRST,IILOPS,ILLMMO,ILMOTY
COOPS;ACGHII
COOPT;BEEHHN
COORS;AAMTTY,AFRRTT
COOST;AFRRRT
COPPY;AACILT,AAEILT,DIILLO,EMOOST
COPRS;
COPRU;
COPSS;
COPSU;AHIMPP
COPSW;EEEKRR,EMOPRR
COPSY;
COPUY;EEMMNT,GILMNN
CORRU;AFIIMM,CIILMU
CORSS;
CORST;
CORSU;
CORSW;
CORTU;
CORWY;ABBEJK,GIINPT
COSST;
COSSU;
COSSW;
COSTT;
COSTU;
COTTU;DGINOW,HMNOOT,IIIMNR
CPPUY;AAEORS,ALOORS,DEIIMR,EEIITT,EIIRST
CPRTY;
CPSSU;
CPSUY;
CPTUU;AAILLR,AGINNN,AGINNT,AINNNO,AINNOT,DEHILR
CRRSU;
CRRUY;AABCEU,AAILLU,BDEIIL,BEEHKL,CFILMO,EFNOPT,EHLOOP
CRSSU;
CRSTU;
CRSUY;BCEEEN,HHNOXY,HNNOOS
CRUVY;AALLNU
CSSTU;
CSSTY;AAGLLO,CHIORT,DEELPU,HIIORR
CSUZZ;
CTTUY;AEINNR,AENORS,AHHNOO,AHNNOS,AIINRT,AIKLPR,AILNPU,DIIINV,EEHIMP,EEIIPP,EELMNS,EENOPR,EHMNOR
DDDEU;
DDDIY;AABBES
DDDOY;
DDDUY;CEEILN,EIILNV
DDEEG;
DDEEK;INNRSS,NORRUW
DDEEL;
DDEEN;
DDEER;
DDEES;
DDEEW;HIMOTU
DDEEY;ELNNPT,FHIIMT,FIIMST
DDEGO;EEHHPP
DDEHI;EFIMTY
DDEII;
DDEIK;
DDEIL;
DDEIN;
DDEIO;
DDEIR;
DDEIS;
DDEIT;
DDEIV;
DDEKU;
DDEKY;AACDPW,BCCEHO,DLRSUU
DDELO;
DDEMO;
DDENY;EELNPT,EELPRT,FFIILT
DDEOP;
DDEOR;
DDEOS;
DDEOT;
DDEOV;
DDEOW;
DDEOX;ABHOSW,EFILRS
DDEOZ;ACEILL,ACEILV,AILMPS
DDEPU;
DDERS;
DDERU;
DDERY;CHNOOO
DDEST;
DDESU;
DDETY;AEOPRR,BLNOUU,EEHNOR,EELNNP,EELNPR,EFHIIM
DDFUY;AEEHLR,ELNNOU
DDGIY;BGNOOS,EEHLLT,ELSSTU,NOORWW
DDGOY;AAELLO,INORWW
DDHUU;ABCEEN,BEINNO,EGNOTT,ELMOOT
DDIIO;AABFNZ,AAGLRT,AHLNOV,BGGGNR,CDGLNN,GGGNNN
DDIKO;
DDIKY;ABCCHI
DDILO;AAGIRT,AHINOV
DDIMY;EEFHIT
DDINU;BFLLNO
DDIOR;AAGILT,AAILPT,CEERTT
DDIOS;
DDIRU;AEELTZ
DDIST;AIIOTU,IKLNWY
DDITY;BINPUU,EEFHIM,EEFIMS
DDIWY;GNOORW
DDLOY;
DDMUY;AEHORS
DDNOY;ACCIRS,BGGIOS,GIORWW
DDNUY;BIIPTU
DDOOS;BHLNOU,CINNTY,HINPTY
DDOOY;AAEGLL,ACEHNP,BEHIRR,CEHNOR,CELLLM,HIILPP
DDOPY;ACEHNO,AEERRT,AEHLNR,EGHLNR
DDOSW;
DDOSY;ACCINR,ACEELT,CINNOT
DDOTY;ACEELS,AEEPRR,BELNUU,EEEHNR
DDOVY;AEILSW
DDOWY;
DDPUY;BIINTU
DDRSU;AABNST
DDRUY;AEEFHL,AEELNP,AELNNT,EEIPSV,EENOST
DDSSU;AABNRT,ABNOOR
DDUWY;
DEEER;
DEEEV;
DEEFF;
DEEFL;
DEEFR;
DEEFS;
DEEFT;
DEEFU;ACEFTT,ACFHRU,CHOORV
DEEFX;
DEEFY;CCIKNO,DHIIMT,HIIKSW
DEEGG;
DEEGH;IILLMT,ILOOTZ
DEEGK;
DEEGL;HIOOTZ
DEEGO;BGILLV,DHMORT,FGIPTT,HIMNOZ
DEEGR;
DEEGS;
DEEGW;
DEEHL;NORRTW
DEEHR;
DEEHS;INOSSU,INOSSV
DEEHT;
DEEHW;AAMNRR,AGNNPR
DEEHX;CEEQRU,ENPRTY
DEEHY;BBHLOO,BCCDKO,BGILNT,CCILPS,DFIIMT,DGILLT,EILNNP,FIIKSW,FIIMST,GILLNW,INSSST,INSSTT,INSSTZ,INSTTZ
DEEIK;ABBCFO,ACCKLP,AHIMNT,CCFNOY,FHISWY,FLORRW
DEEIL;
DEEIN;
DEEIR;
DEEIS;
DEEIX;
DEEJW;
DEEKN;
DEEKR;
DEEKS;
DEEKU;AAHQRT,ABLOPS,ACCHHL,ACHKLN,CHINNT,DNORRW,IMNPPS,LNOORR,MNORRT,NORRRW
DEEKW;
DEEKY;
DEELM;
DEELN;
DEELR;
DEELS;
DEELU;ACCHHK
DEELV;
DEELW;
DEELY;BBHHOO
DEEMN;
DEEMR;
DEEMS;
DEEMT;
DEEMV;
DEEMW;EPRTTU
DEEMY;CIIIPT,DFHIIT
DEENO;
DEENP;CSSTUU
DEENR;
DEENS;
DEENT;
DEENU;
DEENW;
DEENY;
DEEOP;
DEEOR;AGGPUY
DEEOX;
DEEPR;
DEEPS;
DEERR;
DEERS;
DEERT;
DEERU;
DEERW;
DEERY;IIORTT
DEESS;
DEEST;
DEESU;
DEESV;
DEESW;
DEESX;
DEESY;
DEETU;CJKOOY
DEETW;
DEEUX;CEEHQR
DEEVX;AERRTT,EEORRT,EORRTT
DEEWX;
DEEWY;
DEEXY;AAHHRT,AHLSTU,BIOORS,CEGILN,EHNPRT,ELLPPR,LORRST,LORSTU
DEFFI;
DEFFO;
DEFGI;
DEFGO;IINTXY
DEFGU;
DEFIK;
DEFIL;
DEFIN;
DEFIR;
DEFIS;
DEFIT;DEHIMY
DEFIW;EHIKSY,HORSSS
DEFIX;
DEFIY;AILLQU,CCEKNO,DEHIMT,EHIKSW,LLOPSU
DEFJL;
DEFKY;CCEINO
DEFLS;GLOOOW
DEFLT;
DEFLU;
DEFMR;
DEFMU;CCIRSU
DEFNS;
DEFNU;
DEFNY;
DEFOS;
DEFOX;EELRRT
DEFSU;
DEFUZ;
DEGGI;
DEGGU;
DEGHY;ABDEIL,ADEILP,ADINRT,AINRRT,AOPPRT,BEILNT,CIOPRT,DEILLT,EILLNW,EILNNU,IILNNR,ILNSTU,LMOOOT
DEGIK;ABCGPY,ABCHLT,ACGJJO,ACHJLT
DEGIL;
DEGIM;
DEGIN;
DEGIO;EEHRVW
DEGIR;
DEGIU;
DEGIV;AHOPRY,BEGLLO
DEGJU;
DEGKY;ABCGIP,ABINOR
DEGLO;
DEGLS;
DEGLU;
DEGLY;
DEGMO;
DEGMU;
DEGNU;
DEGOP;EFGITT
DEGOR;
DEGOS;
DEGOT;HLMOOY
DEGOW;ACDGHT
DEGOY;AADLLO,ACIMRT,AEMRTU,AGGLLL,AHPPRT,AIJNPR,FIIMNR,FIINTX,ILRTTU
DEGPU;
DEGRS;
DEGRU;
DEGRY;ILOTTU
DEGSU;
DEGSY;ACDHNN,BFSTUU
DEGUY;AINNST,BFSSTU,BINNRU,INNNSS
DEGVY;AEGILR,CEIILN,EIILST,EILNRS,EILNRT,GIILNR,IILNRT
DEGWY;
DEHHO;ACDEKS,ACDERW,AEGMRR,AIRRSS,BBELOY,BDGILO,BOORRT,CCNNRU,DGINPT,DIIPRT,EPRRSY,FINSSU,IILMNT,LNSTUU,OOPPRT
DEHIK;DINSSS,NSSSSU
DEHIO;
DEHIR;
DEHIS;
DEHIV;AGNNOR,AGOPRY,EEGORW,GLNOOR
DEHKO;
DEHLO;
DEHLP;DGNORY
DEHMO;
DEHNO;
DEHNS;
DEHNY;AAIIPT,AAPTUW,BEGILT,BIIILT,EEPRTX,EGILLW,GIILNR,ILRRUU
DEHOO;
DEHOP;EIIILT
DEHOR;
DEHOS;
DEHOT;
DEHOV;AGIPRY,EEIQTU
DEHOX;
DEHOY;ACRRTY,ARRUXY,BBEHLO,GLMOOT
DEHPT;
DEHPY;AACILL,AADELR,AAIINT,AANTUW,ACILLL,ADEGIL,EENRTX
DEHRS;
DEHRT;
DEHSS;
DEIIM;AAOTXZ,CMOOTZ
DEIIN;BEFIRZ
DEIIT;AABHLT,AAMOXZ,GGHHHL
DEIIV;
DEIIX;ACELLZ,ACNOTT,ANOOPT,EEFLMP,EENNPT
DEIJO;ACGGJK,BCEFIT
DEIJR;
DEIJS;AACCEN
DEIJV;AACNSU,CINSTU,EENRSU,EENRUZ
DEIKL;
DEIKM;AEHINT
DEIKN;
DEIKP;
DEIKR;
DEIKS;
DEIKT;
DEIKY;EFHISW
DEILM;
DEILN;
DEILO;
DEILP;
DEILR;
DEILS;
DEILT;
DEILV;
DEILW;
DEILY;CCNOXY
DEIMM;BIILOZ,CFIOOS
DEIMN;
DEIMO;
DEIMP;
DEIMR;
DEIMS;
DEIMT;
DEIMX;AAIOTZ,CEOOST,CIIORT,EEFILP,ELLPTU,LOOORS
DEINN;
DEINP;
DEINR;
DEINS;
DEINT;
DEINU;
DEINV;
DEINW;
DEINX;CCLOYY,DGIIOS,DGIIOZ,DIIORU,GIIOPS,GIIOPZ,GIIORS,GIIORZ,HORYYZ
DEINZ;EEJRUV,HORXYY
DEIOS;
DEIOV;
DEIOW;
DEIOX;
DEIPP;
DEIPR;
DEIPS;
DEIPT;
DEIPW;AFGPRT,CHIORR
DEIPZ;AAALLT,AACHLT,AACILT,AAOSTT,AHMSTY,CIILOT,HILLOY
DEIQU;
DEIRR;
DEIRS;
DEIRT;
DEIRU;
DEIRV;
DEIRW;
DEISS;
DEIST;
DEISV;
DEISW;
DEISZ;
DEITW;
DEITY;AAHINP,AAHPSX,CEIIMP,CIIRTV,CORSSU,DEFHIM,OPPRRS
DEIVW;
DEJKO;ACGGIJ
DEJKU;
DEJLO;
DEJOW;
DEJOY;AACCCN
DEKKO;
DEKNO;
DEKNU;
DEKNY;
DEKOP;
DEKOR;
DEKOS;
DEKOT;
DEKOY;
DEKPU;ABELOS
DEKRS;
DEKRY;
DEKSS;AABCDL,AABHRW,AABORT,ABEEHH,ABMOOR,AEEFPR,CENOOR,NOORTW
DEKST;
DEKSU;
DEKSY;
DEKUY;
DEKYY;
DELLS;
DELLW;
DELLY;ABGGRU,BFNORU,BLOOSS,BNOSSU,CDLMOO,CDNOUU,CLOSSU,CNORSU,CORSUU,NOPSUU,NOSSSU
DELMO;
DELMS;
DELMU;
DELNO;
DELNS;
DELNU;
DELNY;DFFIIT,DIIKTW
DELOO;
DELOP;
DELOR;
DELOS;
DELOT;
DELOU;
DELOV;
DELOW;
DELOX;ACCHNY,AGHPRY,AHRSYY,CCINYY
DELOY;AIITVX,BBEHHO
DELPS;
DELPU;
DELRU;
DELRY;
DELSS;
DELST;
DELSU;
DELSV;
DELSW;
DELSY;DDKRUU
DELTU;
DELTV;BIIINY,EEPRRY
DELTW;
DELTY;AIMMOO,CCELLO,EEPRRV,GHMOOO,OPPRRU
DELUX;
DELWY;
DEMMO;ACGIIR,AINNPU,BIIILZ,CFIILR
DEMMU;AAFLLT,AELNRT
DEMNO;
DEMNS;GNSUUU
DEMOO;
DEMOP;EELNTV
DEMOR;
DEMOS;
DEMOT;
DEMOU;
DEMOV;
DEMOW;
DEMOZ;CEIIST,EEGIRT,IILNTY,IIRSTU,INNSYY
DEMPT;BBHOOO
DEMPU;
DEMRS;
DEMRU;
DEMSU;
DEMSY;CCKNOO,INNOYZ,INOSSS
DEMTU;AAFLLM
DEMUX;EILLPT
DENNO;
DENOO;ADIIIR
DENOR;
DENOS;
DENOT;
DENOV;
DENOW;
DENOY;CCCIIN
DENOZ;HIRXYY
DENPS;
DENPU;
DENPW;GIIISS
DENPY;AAHIIT,AAHIOP,AAHTUW,ACDHOO,DEGILN,DEILMU,EEHRTX,EEILTX
DENRS;
DENRT;
DENRU;
DENRY;
DENSS;
DENST;
DENSU;
DENSV;
DENSW;
DENSY;
DENTU;
DENTY;AAHIIP,AAHPUW,ABIIIL,ACGMOO,ADLNUU,BEGHIL,BHIIIL,BIIIIL,BIIILV,DIIKLW,EEILPX
DENUU;AAMOTT,ABBILL,ABCDEH,ACDIJN,AHIMNZ,CCINOV,CEIKNQ,FFILLL,IIMMNZ
DENUV;FIIIRT
DENUW;
DEOOP;
DEOOR;
DEOOW;
DEOOZ;
DEOPR;
DEOPS;
DEOPT;
DEOPU;
DEOPX;GIIINS,GIIINZ
DEOPY;
DEORR;
DEORS;
DEORT;
DEORU;
DEORV;
DEORW;
DEORX;DIIINU
DEORZ;
DEOSS;
DEOST;
DEOSU;
DEOSV;
DEOSW;
DEOSX;
DEOSZ;BEHILV
DEOTT;
DEOTU;
DEOTV;
DEOTW;
DEOTX;
DEOTY;AARRRT,AHORRT,AIILVX,AILMMO,EILPPP,EIPRRU,FOPSSU,GHLMOO,LPPRRU
DEOTZ;BILMOO,CFIIIN,CHIIMO,CIIMMO,IILMNY,IMNNOO
DEOVW;
DEOWW;AEEMST,MNORSS
DEOWY;
DEOXY;ACCHLN,AHLRTY,AHRRUY,AIILTV,CCILNY,GHNORY,HINRYZ
DEPPU;
DEPRS;
DEPRU;
DEPRY;
DEPSU;
DEPSY;
DEPTY;AAHIIN,AAHISX,ACCHOY,ACHIST,CEIIIM,HIORSS,IOPRRS
DEPXY;EEHNRT,EELLPR
DERRU;
DERRY;EELNTT
DERSS;
DERST;
DERSU;
DERSV;
DERSY;
DERTU;
DERTY;AAORRT,CIIITV,LOPPRU
DERUX;AACFIN,ACIOSY,AHORYY,CEEEHQ,DIIINO,EENPSS
DESST;
DESSU;
DESTU;
DESTY;BFGSUU,FOOPSU,HIOOWW
DESUX;
DETTU;
DETUV;FIIINR
DETWY;AABHRS,AAHNPU,CINORU,DIIKLN
DFFIS;IITUVY
DFFOS;
DFFSU;IIITVY
DFGUY;AELLRR,BESSTU,BINORS,EEILNN,EILLNS,FIIILN,HIIIMN
DFILU;
DFINS;AAACIO,AACIOO,AHNOOT,BDGIOR,CGIKOR
DFINU;AMOPRR
DFIOR;AAFINP,AAGHMR,AMNPRU,EEENRV,EEFOPR
DFIOS;AAACIN,AACINO,ELLPUY
DFIRT;
DFJOR;
DFLOO;IILLMN
DFLOS;CILUUU
DFNOR;AAFIIP,AIMPRU
DFNOS;
DFNOU;AIMPRR
DFNSU;
DFNUY;ACELRU,CINOST,FGIIIL,ILLTUU
DFOOR;ABILMR
DFOOS;AACIIN
DFOOY;AELPST,EPSSTU
DFORS;
DFOSU;IILMTU
DFRSY;EELLTU,EELOPS
DFSUU;CILLOU,EIILQT,IILMOT,ILRSTT
DGGOO;AABCIR,ALMOTY,BDINSY,INRTTT
DGGOY;AEGLLL,ALMOOT,BDINOS,HINRRU
DGHIT;AFINNP,AOPRTY
DGHOU;
DGIIR;
DGIIT;CDEGHR,EGHHHL
DGILS;
DGILU;AACJMT
DGIMY;BEORRS,FHIINU,HLORST
DGINO;
DGINR;
DGINS;
DGINU;FHIIMY
DGINY;
DGIRS;HLMOTY,LOOPTT
DGIRY;AACCOZ,AAHRRY,ACEMOT,ACHRRY,BEMORS,CLOOTT,EHLOOS,HLMOST,HLOOST
DGISU;
DGJUY;
DGLOO;ACILOX,CCCIKN,CHINPP,IINPZZ
DGLOS;
DGLOY;EIRTTU
DGNOS;EEHHRT
DGNOU;
DGNRU;
DGNSU;
DGNUU;AEEMNT,BIILOT,BORRST,IOSTTY
DGNUY;AALLLR,ABBELU,ACILRT,ADELRU,AIIOPT,CIOORR,EFILLS,FFIIIL,FHIIIM,GHIORR
DGOOR;AABCGI,AEFGRT
DGOOS;
DGOOY;ANNRSU,DINRWW,EHNRSU,EHNRXY
DGOPY;AAHMNR,AEHLPR,AEHLRX,AEHPRT,AIINTU,CEIINT,DEHLNR
DGORU;
DGORY;AACCIZ,AACLMT,ACEIMT,AEHPPT,CEFIIN,CILOTT,DINOWW,EELNSS,EFIIMN,HILMST,HILOST
DGOSW;
DGPUY;AEEGOR,AIINOT
DGRSU;
DGRUY;AHMRRY
DHIKR;ADEENT
DHIMU;ADEELT,BGIMNR,DEEOTW,GIINNS,LOOOST
DHINS;
DHIOT;
DHIOY;GGNRRU,GLNRYZ,LNOQRU
DHIRT;AACIMT,ACIIMT,ALLOOP,AOOORT
DHISW;
DHISY;EEFIKW
DHITU;AABILN,ACENNN,ADEELM,AENQRR,BBCERR,BDENRR,BEIINN,CEEKNN,CELPRU
DHITW;
DHKSU;
DHLLO;AFIORY
DHLOS;CMMNOO
DHNOS;
DHNOU;BCEEMT,CEEIMT,EEILMT,GGIRRY
DHNSU;
DHNUZ;AAORSU
DHOOR;CEOPPW,ILNQUY,IMNUXY,LPXYYY,MNOXYY
DHOOS;
DHOOY;AABMMR,ABCNRR,ABCNRT,ABHIPR,ACDENP,AHRRTX,ANPQRU,BCIMRR,BDEIRR,CCENRT,CCHIRR,CDENOR,CHNNRT,EGNRXY,HIPRTY,HNPRTY,IMNRUX,MNORXY
DHORY;AAGIPR,AANPQU,ABCNOR,ABCNOT,ABHIOP,AEGPPT,AEINPR,ANOPQU,CDENOO,CHNNOT,GILNYZ,HNOPTY,ILNOQU,LOORTW
DHOSW;
DHOSY;ACLLLP
DHOSZ;BENOOU,EIINPY
DHOVZ;
DHOWY;ALNRRT,LOORRT
DHRSU;HLLPYY
DHSTU;
DIILL;
DIILP;AABRTY,AANTTU
DIILV;EFFSUY,EILSSU
DIIMO;CCEOPR,CEIRTX,CEMOTZ,CMNOTY
DIIMR;
DIIMS;
DIIMT;AACHRT,AAEOXZ,AAGNRZ,ACCDIS,ACHIRT,ADGIIN,ADIINO,AGGNOZ,AGNNPU,AILNUV,ALLORT,ALMNOU,BCLORU,BGNOSU,CEHOOZ,CEMOOZ,CENOOT,GNNOSU,IMNORU
DIINO;
DIINR;ALLOQU,BEEFIZ
DIINT;AABHLU,AALPTU,AALTTU,AFLMUU,AILMUV,BDPUUY,IIOSSV,IOOPSS
DIIOT;AAEMXZ,CEHMOZ,CEMMOZ,FGGGHN
DIIRS;BCHHLT,BHLRWY,BORTTU,HIOTTY
DIIRV;AEEPTU
DIISV;AILLTU,FFITUY
DIITX;AAEMOZ,AANNOT,ACENOT,EEENNP,EFGNOY
DIIVV;
DIJNN;
DIJNS;AACCEE,AAGRUU,AEEHKR,AEEIRR,AEMMRW
DIJRS;AAGNOU,AAGNUU,AANOTU
DIKNR;
DIKNS;
DIKNU;
DIKNY;
DIKRS;
DIKSS;CLLORT,CLNOPU
DILLR;AHOOPT
DILLS;BGOOTU,CFOUUU
DILLY;GINRZZ
DILMS;
DILMY;EEENRV
DILNO;
DILNS;
DILNU;EHRRUY
DILNY;AABISV,AABOUV,AABSUV,AACGNV,BGGNUU,BIIISV,DEFFIT,EHRRUU,EIMOTZ,EIOPRR,FLTUUU,HOOQRU,IIOSSU,IIOSUV
DILOR;COOUUU,HNOQUY
DILOS;CFLUUU
DILOT;
DILOV;AAISUU
DILOY;AACSUU,ACLLLO,ASSSUU,CIJSUU,EENNRV,HNOQRU,IINSSU,IINSUV
DILRS;BCHHIT,BHIRWY,FSTTUU
DILRT;FSSTUU,GIIOOS
DILRU;AABIMQ,COOOUU,FSSTTU,HNOOQY
DILRY;CGOOTT,CHHIOP,HNOOQU
DILSS;
DILSW;AAHRTW,ACGNNO,AGNNNO,CMOORR,DIKNTY
DILSY;AGNOOS,AOSSUU,BHIRRW,CIJOUU,IINOSU,IINOUV
DIMNS;IIIOSV
DIMOS;
DIMOU;
DIMOY;
DIMPS;ACNOOT,CILTUU
DIMRU;
DIMST;
DIMSU;
DIMSY;
DIMTU;AIILNV
DINOP;
DINOR;
DINOS;
DINOT;IIISSV
DINOW;
DINRS;
DINRU;
DINRY;ABIOOS,AIIOSV,BCITUU,BIMOTU,EEELMV,EEHKLP,EELNOV,EHLRUU,EHOXYZ,HLOOQU
DINSS;BIIILT,CHOOOU,CIMORT,CIORTT,ILOPTY,LOOPSY
DINST;DIKLWY,IIIOSV
DINSU;CIIJOU
DINSW;DIKLTY
DINWY;ACEORR,CEORTU
DIOOT;AALLMN,AEMTUZ,CEIMMZ
DIOOV;ACGNRW,CEEFFR,CEHINP,EERRTT
DIOOZ;
DIOPS;
DIOPY;ACERSS,AGINTU
DIORR;BIMOSS
DIORS;
DIORT;
DIOST;
DIOSV;
DIOSX;CLMOOR
DIOTT;AGHPRY
DIOTV;
DIOWW;
DIPPY;AAHOSS,AHIOSS
DIPRS;
DIPRT;
DIPTU;
DIQSU;AGNNOR
DIRST;
DIRSU;
DIRSY;EEENST
DIRTY;CGLOOT,EEMMSS,EEMMSZ,EMMSSY,GLNOOS
DIRUZ;AAELNT,AAEMTT,ADELMO,AEEHMN,AEGGNN,AEGLMO,AEGMNO,AEGNNO,AEJLNO,AELMNO,AELOPP,AEMNNO,AEMNOT,BEENTT,DEMNOO,EEEEHM,EEEJNV,EGGGIN,EGLOOP
DIRVY;AACNOP,AEGHOP
DISSU;
DISTT;AAGILM
DISTU;FFIIVY
DISTY;EHOOWW,EOPPRR,FFIIUV
DITTY;CCENOO,CEIIRV,CIINUV,EEHNSS,EEHNSZ,EMOOPR,GNOSUU,HIIORS
DITYZ;AAILNO,CEENRS,EEHNSS,EEHNST,EEMMRS,EILMNO
DIVVY;
DIYZZ;
DJLOS;CIIUUY
DJOOS;AEHLOU,DDEIIR
DJOSU;AACNTT,EEINRR
DKMUY;
DKNOO;ACIITZ,CEEILN,EEEFRT
DKNOY;
DKNRU;
DKNSU;
DKNSY;ABIINR,DIILTW
DKOOR;
DKOOS;
DKORS;AABCHL,AAGIMN
DKORU;AEGLNU,EELNOR,EEMNRT,EEOTTY
DKORY;
DKOSU;
DKOSY;
DKSSU;ACNORT,BGIMNO,CILNOP
DKSTY;DIILNW
DKSUU;BEMMNR,DDELRY,DEFNNR,EGGLRY
DKSUY;
DKUUZ;
DLLOR;
DLLOS;CFIUUU,EEEWWY,EFGOOW,EOOWWY,IIINSU
DLLOY;
DLLSU;AACCIY,AFGIIN,AGHNOP,AIIITV,CFIOUU,CIORUY,DGIIIN,HHPRYY,IIINOS
DLLUY;EEFRST,EENSTT,EGINNT,EIIMNT,GGIINN,HHPRSY
DLMOS;CHMNOO
DLMOU;
DLMOY;AACCRT,AACGRT,AGGOOT
DLNOU;
DLNOW;FGIILW,IIMTUW
DLOOR;AAHPRT,EEEPPV,EELMRR
DLOOS;ACIIMT,AIIMSY,CHMMNO
DLOOW;
DLOOY;CDELLM,ENPSSS,INPSSS
DLOPS;
DLORS;
DLORW;HOORTY
DLORY;ACIIIM,CHHIIP
DLOSS;
DLOST;ABCHOR,ACGYYZ,ACLPYY
DLOSU;
DLOSW;
DLOSY;AACIUU,AAHRUZ,ACHLLP,ACLPTY,CIIJUU
DLOUW;EILNRR,IIMNTW
DLOWY;HOORRT
DLOYY;ACCILL,ACGLOT,ACILNS,AILMPS,CCHIOP,GHINRZ,GHIPRT
DLPUY;AAABLP,ACEILT,HHLRSY
DLRYY;AAGHRR,AAILMP,ACEHPT,AEHINP,EHIOPP,GHINOS,GHINOZ,GHIOPT,HHLPSU
DMMUY;
DMNOO;BLTTUU
DMNOU;AACRTY
DMOOS;HIITTW
DMOOU;ABRRZZ,CEHINX,CIIMNN,GIINOZ,HINRXY
DMOOY;AGGLOT,BCHIRR,CDELLL,CEHLPR,HLLPPU
DMORS;
DMORY;AACCLT,AACGLT,AAILLT,ACIIIL,AEEGGU,AEEMST,AESSTT,BCHIOR,HNOOXY
DMOSU;
DMPSU;AABISY,AAJNNR,CIILTU
DMPUY;AABISS,AIOORS,HLLOOP
DMRSU;
DMRUU;BEENOT
DNNOU;CIIMMO,CMNOOP,INRSTY
DNNOY;AGILPW,AIILTV,AILSST,CCCEII,CFISTU,EIINTT,EIMSYZ,HIRTUW,INRSTU
DNNUY;ABELRU,ADELTU,AEILTT,CEFIIT,CFIOST,FILLMU,INORST
DNOOR;HHPTYY,HNOOTX
DNOOS;
DNOOT;HHPRYY
DNOPS;
DNOPU;
DNOPW;
DNORU;
DNORW;
DNORY;BIIMTU,BIISTU,CGIORU,CHHNOT,DGIOWW,GGHIRU,HHOPTY,HMOOXY,HOOTUX,INNSTU
DNOSS;
DNOST;
DNOSU;CIIIJU
DNOSW;
DNOSY;AACHNR,AHIORR,AIIIRV,BDGGIO,BHIMOR,BIIRTU,FGIIIL,INNRTU
DNOTU;
DNOUV;AABILY,GIINPR
DNOUW;
DNOUY;AACMRT,AAHPQR,ACIMRS,AGIIPT,AHOPQR,CEIRST,CFINST,CGIORR,EILLTV,GGHIRR,HOORTX,INNRST
DNOWY;
DNRSU;
DNRSY;ABIIOO,ACCDIO,AIIIOV,BHIMOO,BKNOOO,CDIILO
DNRUY;AACMOT,BCIITU,BIIMOT,CGIOOR,GGHIOR,GIILNT,HOOOTX
DNSSY;BIRTUU
DNSTU;
DNSWY;DIIKLT,EFLOTT,EKKOOR
DOOPR;CHIIIM,CHIIMP
DOOPS;
DOORS;
DOORU;ABEGHH,ABMRZZ,CEEFHV,HIMNXY
DOOST;
DOOSW;CNOOTT,HIINRT
DOOTU;AACMRS,AAKMRS,BCEHKT,CEEJKY,CHIMOS
DOOUV;CEEFHR
DOOWY;HLORRT
DOOYZ;
DOPRS;
DOPRT;HHNOYY
DOPRU;
DOPSS;
DOPSU;
DOPSW;AAGHHR
DOQSU;AEELST,AELPRU,CEILLO,EEIISX,EENRTU,EIISTU
DORRS;
DORSS;
DORST;
DORSU;
DORSW;
DORTY;AAERRT,AEGHPP,BCEEIN,BIINSU,CEFINU,CEINUW,CHHNNO,EFNPUY,HHNOPY,INNNSU
DORUY;AACMNT,AAHNPQ,AEHRXY,AHNOPQ,BCCEMR,BIIMNT,CEINTW,EEIPRT
DORWY;HLOORT
DOSTU;
DOSTW;
DOTTY;AAERRR,ACIIIM,AEHORR,AEMNOR,AEMRSS,AGHIPR,AHIINP,AHIINR,AIIPSU,CCEINO,CEELNN,CELNOR,EELMNR,EIINNN,HIIIRS
DPPUY;AAABLL,CEIIMR,ELNRSU,ELORRT,HLLMOO
DPRUY;AAHNOQ,AHNOOQ,AIMOOS,HHLLSY
DPSSU;
DPSUU;AEEMNP,CHIILR,DEENNS,EEGLOO
DPSUY;AGLNOR,AIMOOR,ALMORW,CILMOO,HHLLRY
DRRSU;GKNOOW
DRRUY;AGHMRY
DRSSU;FHLLYY
DRSTU;
DRSUY;
DRUXY;ACEIOS,AEHORY,HNOOOT
DSSTU;CEEEMN,CEEFNN
DSSUY;ABEHOW,AEILNT,AELLNT,AILOSU,BEFGTU,BELLNO,BELLOT,DEGIIL,DEGILT,EFOOPT,EGINNN,EIILOT,EILLOT,ELLNOS,FHLLRY,IIILNO
DSTUY;BEFGSU,EFOOPS,FFIIIV
DSUUW;
EEEFS;AALMMT,ACFMNT,ACFTTU,ACMNNT,AFIMNT,AGIKNP,APRTTU,CCFIIN,CFHOOU,EIITWW,IIIMNT,IILMPX
EEEFZ;
EEEGL;AIMMRR,AMMRRY,DIILMR,NOORVY
EEEGS;AAGMMT
EEEHZ;
