AAAARR;0
DEGIIR;3254,8252,12517,18106
DEGIIW;18106
DEGIKN;
DEGILL;23412,23461
DEGILM;1871,3262,12559,23110,23992
DEGILN;
DEGILR;
DEGILS;22933
DEGILU;22931,22933
DEGILY;5796,11406,18108,19862,22834,22931,22933,22942,23415,23997,24098
DEGIMN;
DEGIMP;20263,23989
DEGIMR;308,3262,18232
DEGIMS;18231,18232
DEGIMT;
DEGINN;
DEGINP;8259
DEGINR;
DEGINS;
DEGINT;
DEGINW;
DEGINY;
DEGINZ;22930,22936,23421,23425,23433,23467,23477,23963,23986,24027,24079,24092
DEGIOO;19123,20257,20268,23416,23418,23421,23989,23992,24079
DEGIOS;8251,23485
DEGIPP;24040
DEGIPR;3052,3275,12461,23320,23323,24035
DEGIRR;
DEGIRS;
DEGIRT;
DEGIRU;
DEGIST;
DEGISU;
DEGITT;8249,11921,23318,23444,23882,24063
DEGITU;
DEGITW;12364
DEGJRU;
DEGJSU;
DEGJUY;
DEGKLU;12626
DEGKNU;12626,19973
DEGKOR;5985,12365,12626
DEGLLU;
DEGLNO;
DEGLNU;
DEGLNY;4978,11536,18108,19862,22834,22926,23415,23898,23997,24074
DEGLOO;3061,5980,12515,18238,18239
DEGLOP;
DEGLOR;3218,12626,18239
DEGLOS;23907
DEGLOV;
DEGLOW;
DEGLOZ;1882,3269,11895,12559,23418,23992,24079,24092
DEGLPU;
DEGLRU;
DEGLSU;3292
DEGLSY;11519,12558,20237,22933,22942,23443,23898,23976,23997,24112
DEGLUY;4978,12367,12632,22933,22942,23327,23415,23481,23898,23997,24045,24074,24090,24098
DEGMMU;12439,24072
DEGMNO;23906
DEGMNU;24056,24113
DEGMOR;8221,11863,11865,11957,18232,20264,23485,23906
DEGMOS;8251,18232,20277,23485,23987
DEGMPU;
DEGMPY;12558,12559
DEGMRU;23906
DEGMSU;11921,23131
DEGNNU;23131,24113
DEGNOO;5994,18238,20268,23416,24010
DEGNOP;
DEGNOR;
DEGNOT;
DEGNOW;
DEGNRU;
DEGNSU;
DEGOOP;20263
DEGOOS;22734,23907,24012
DEGOPR;
DEGOPS;1810,12487,24012
DEGORR;943
DEGORS;24012
DEGORT;
DEGORU;11863
DEGORV;12474,12489,23108
DEGORW;
DEGOSS;
DEGOST;20267
DEGOSW;23907,24012,24110
DEGOSY;8280,11519,12426,12558,12624,12643,18232,24112
DEGOTU;
DEGOUV;5994,12489
DEGPPY;12477,12488
DEGPRU;
DEGPSU;12425
DEGRSU;
DEGRSY;12426,12624,12632,12643,18232,20237,23507,23976,24112
DEGRTU;
DEGSTU;
DEGTTU;3219,12643,22928
DEHHIS;12452,12650,17664,18212,19104,19168,19991,23135,23511,23909,24119,24123
DEHHSU;5224,7220,12456,19104,23978,24125
DEHIIM;8302,8303,11542,11979,11983,22802,23135,23408,24118
DEHIKO;12676,18248
DEHIKT;11426,11979,18248
DEHILL;12646,18249,22825,23411
DEHILS;
DEHILT;1001,18250
DEHILW;12646,18070,18249
DEHIMN;3135,11979,11983,19804,19999,20305,20311,23421,23989,23990,24118
DEHIMO;20312,23421,23992
DEHIMR;
DEHINO;11983,18248,23535,24118
DEHINR;20282
DEHINS;24155
DEHINT;3135,3305,8302,11683,11979,11983,18035,18248,19125,20282,20287,23535,23915,24118,24144
DEHINW;12712,22914,23914,24164,24185
DEHIOO;8313,20312,23421,23992
DEHIOR;23065,23108
DEHIOS;12720,17481
DEHIOW;23065,23108
DEHIOX;20312,24188
DEHIPP;24193
DEHIPS;20324,22960
DEHIPT;18127,23137,23138,23146,23516,23915,24130,24190
DEHIRS;
DEHIRT;
DEHISS;19168,23967,24155,24178,24203
DEHIST;
DEHISW;
DEHITT;1001,12653,12706,23534
DEHITW;18070,22844
DEHIZZ;
DEHJOS;12731
DEHKLO;12033
DEHKLU;
DEHKNO;
DEHKOO;24204
DEHKOR;19110,19973,20213,20325,24204
DEHKOW;24204
DEHKSU;24155
DEHKTY;
DEHLLU;18249,18250
DEHLNO;20305,23151,23416,23535,23568,23989,23990,24118
DEHLOR;18257,22737,23151
DEHLOS;23026
DEHLOT;23151,23568,23917
DEHLOW;23026
DEHLPS;20330,20331,23565,24206
DEHLPU;8345,18249
DEHLRU;12001
DEHLSU;
DEHMMU;24174,24211
DEHMNO;8319,17633,20005,23535,23576,24118,24144
DEHMNU;12048,23575
DEHMNY;3315,8319,8350
DEHMOS;20013,22850,23026,23565
DEHMOT;1914,6009,7903,8351,12749,17488,23919
DEHMPU;12666,23525,24176
DEHMRY;299,314,947,8350
DEHMSU;18253,22957,23023
DEHNOO;
DEHNOP;22926,24217
DEHNOR;11695
DEHNOS;8001
DEHNOY;7905,8350,11505,19808
DEHNRU;
DEHNSS;20011,23967,23994,24158,24178,24179
DEHNSU;
DEHNSY;1008,3315,23144,23561,23997
DEHNTU;18109,18242,23535,23575
DEHNYY;12685,24010,24188
DEHOOP;18252,24150,24213
DEHOOS;6012,7904,18259,22734,22823
DEHOOT;6009,18240,24218
DEHOOV;12755,20298,24150
DEHOPP;3309,12749,22759,23105
DEHOPS;12671,19170,20324,22960,23515,23565,24012,24150,24225
DEHOPY;3309,12710,12720,18252,19173,20241,22926,24169
DEHORS;5970,12426,23978
DEHORT;6009,18240,22737
DEHORW;22961
DEHORX;12478,12486,12744,12763,24010,24188,24218
DEHOSS;12720,19129,22734,23517,23967,24152,24178,24203
DEHOST;
DEHOSU;12731
DEHOSV;
DEHOSW;23026
DEHOTT;1916,12039,20294
DEHOTU;17489
DEHOWW;22961
DEHPPU;12487
DEHPPY;3309,12477,12720
DEHPST;18127,19170,20303,20324,22960,23137,23573,23915,24130,24141,24172,24190
DEHPSU;12425,12487,12666,20018,23525
DEHPSY;12738,24129,24201,24225
DEHRSS;18255,18260,19168,24211
DEHRST;23573
DEHRSU;12487,23978
DEHRSW;
DEHSSU;12490
DEHSTU;22848
DEHTTU;11702,17489,17669
DEHTTY;12761,20294,23559,23561
DEIIKN;3326,8263,8302,11979,20283,22965
DEIIKR;12068
DEIIKT;8302,11979,12067,22965
DEIILL;652,1010,1517,3326,5086,5225,7231,8066,8067,8068,12382,12794,20370,24137
DEIILP;1924,18219,20217,20346,23138,23516,24035,24137
DEIIMS;18143,19043,24243
DEIINO;11562,12840,17620,22964,23937,24057
DEIINS;
DEIINT;18262
DEIINV;
DEIINY;3305,12108,12840,19044,22965,24260
DEIIOS;12658,12671,12782,24150
DEIIOZ;20296,20383
DEIIPR;18219,24035
DEIIPT;1510,1924,1932,3305,12538,12839,12849,20024,20303,20370,23073,23137,23138,23163,23516,23620,24130,24252,24255
DEIIRS;19043
DEIIRT;
DEIISS;17641,18274,20335,23331,24230
DEIIST;12785
DEIISV;24230
DEIISX;8065,8384,8421,12790,12837,23620
DEIIVZ;12549
DEIJKN;
DEIJLT;8093,8253
DEIJNO;6018
DEIJNX;
DEIJOS;6018,22738
DEIJRR;
DEIJRS;12552,20417,22738,23170,23352
DEIJRU;23352
DEIJSU;1779,7907,11574
DEIKKN;
DEIKKR;
DEIKLL;656
DEIKLM;656,12885,24073
DEIKLN;
DEIKLO;18248
DEIKLR;4938
DEIKLS;
DEIKLT;
DEIKNO;3357,19121
DEIKNP;
DEIKNR;3357
DEIKNT;1016,3357,11979,12554
DEIKNV;5907,8263
DEIKNW;
DEIKNY;5985,17491,19121,22965,23532
DEIKNZ;3326,12067
DEIKPP;1520,5218,20217
DEIKPS;5193,5226,19997,20418
DEIKRS;
DEIKRU;
DEIKRY;5985,6039,17491,23532
DEIKSS;22950
DEIKST;
DEIKSV;
DEIKTT;8424
DEILLL;20063,24258
DEILLM;11814,12339,18069,23110,23594
DEILLN;3306,3325,3326,6020,17997,23175,23461,24315
DEILLO;
DEILLP;18249,23877
DEILLR;
DEILLT;20063,22825,23688
DEILLU;
DEILLW;12646,18249
DEILLY;18041,23938,24311,24316,24318
DEILMN;19999,23029,23178
DEILMO;23535,23992,24118
DEILMP;
DEILMR;3262,12768,23110
DEILMS;
DEILMT;5819,11427,12914,18152,20063,22772,22873,23535,23698
DEILMW;
DEILNN;23140,23705,24327
DEILNO;11565,19186
DEILNR;1954,3329,12883,24165
DEILNS;
DEILNT;18241,18262,18267
DEILNW;
DEILOO;17492,23418,23992
DEILOP;23877
DEILOR;
DEILOS;
DEILOT;659,1882
DEILOV;24330
DEILPP;
DEILPS;
DEILPX;23074,23688
DEILRS;
DEILRT;
DEILRV;
DEILRW;
DEILRY;17480,18041,18252,24269
DEILSS;22933
DEILST;
DEILSV;
DEILSW;
DEILSY;
DEILTT;20288,20294
DEILTU;
DEILTW;18070
DEILWY;6022,12646,22965
DEIMMN;3135,8319,23177,24072,24334
DEIMMR;20218
DEIMMU;23177,24334
DEIMNO;
DEIMNP;
DEIMNR;19804
DEIMNS;
DEIMNT;24118,24265
DEIMOR;
DEIMOW;22844
DEIMPP;20109,23680
DEIMPR;
DEIMPU;6042,12384,12945
DEIMPW;
DEIMRS;19043
DEIMRT;
DEIMRV;12207,12967,18169
DEIMSS;
DEIMST;
DEIMSU;23023
DEIMTU;20063,22844,23608
DEINNO;17620,19041,19044,19172
DEINNP;24246
DEINNR;23339
DEINNS;24246
DEINNT;3415,12380
DEINNU;7914
DEINNW;
DEINNY;5965,8097,12840,12902,12917,18144,19044,20066,20221,20354,23140,23705,24287
DEINOP;
DEINOR;
DEINOS;
DEINOT;
DEINOV;23088
DEINPP;1773,1905,3281
DEINPR;24035
DEINPS;23342
DEINPT;22780
DEINPU;
DEINRS;
DEINRT;
DEINRU;
DEINRV;23171
DEINRW;
DEINSS;
DEINST;
DEINSU;
DEINSV;20318
DEINSW;
DEINSY;19042,23775
DEINSZ;23079,23348,23433,23477,23553,23560,23561,24146,24342
DEINTT;
DEINTU;
DEINTV;
DEINTW;
DEIOOR;11562,12840,12850,23797
DEIOOW;
DEIOOX;18178,20108,24195,24324
DEIOOZ;8313,12969,18291,20296,20383,20422,23418,23992
DEIOPP;8159,8510,12873,12937,20109,20322,23181,24193,24352
DEIOPR;
DEIOPS;
DEIOPT;
DEIORS;
DEIORT;
DEIORV;
DEIORW;23065
DEIORZ;24188
DEIOST;
DEIOSV;996
DEIOSX;18178,23382,24324
DEIOTT;19197,20288,20294
DEIPPP;
DEIPPR;19149
DEIPPS;
DEIPPT;20322
DEIPPY;3309,5260,20392,24369
DEIPPZ;20047,23181
DEIPQU;12172,12942
DEIPRS;
DEIPRT;
DEIPRZ;3254,3275,3340,3399,11935,11987,12461,20464,24016,24023,24173,24250
DEIPSS;
DEIPST;24130
DEIPSU;12425
DEIPSV;23204
DEIPSW;12682,12980,20303,24028
DEIPTT;8396
DEIPTU;20370
DEIPUV;19903,23210
DEIQRU;
DEIQSU;20421,23668
DEIQTU;
DEIRRS;
DEIRRT;17457
DEIRRU;
DEIRRV;
DEIRRY;3036,8495,12965,13010,23374,23671,24269,24333
DEIRSS;
DEIRST;
DEIRSU;
DEIRSV;
DEIRSW;
DEIRTT;
DEIRTU;1529
DEIRTV;
DEIRTW;12364
DEIRWY;8495,20461
DEISSS;22950,23405,23967,24175,24178
DEISST;
DEISSU;19184
DEISSW;11639,12207,13014,22985,23086,23702,23756,24309
DEISTU;
DEISTV;
DEISTW;
DEISTZ;3080,8039,8076,8090,8398,11941,12091,12700,20130,23348,23560,23561,23730
DEISVW;5931,12207,20138,23366
DEITTT;7221,8161,12219,20056,20408,23882,24281
DEITTU;3404,12969,19911
DEITTW;12653,12706,12983
DEIZZZ;
DEJKNU;
DEJKOO;20142
DEJKOU;20142
DEJLLO;
DEJLOS;6018
DEJLOT;
DEJLOU;
DEJLOW;
DEJMPU;23505
DEJOTT;19914,20057
DEJSTU;1940,20364,20417
DEJTTU;
DEKKNO;
DEKKOO;5087,19826,20470
DEKKOS;5262,20418,20471,24374
DEKKOY;
DEKKRY;
DEKKUY;
DEKLOO;8293,17685,20059,20275
DEKLOP;
DEKLOS;17458,17685,20275,23950
DEKLOY;
DEKLRU;
DEKLSU;5933,23950
DEKMOS;24073
DEKMRU;7900,23816
DEKMSU;12256,12885,18304,23680,23814
DEKNNU;8048,19996,20062
DEKNOP;
DEKNOS;
DEKNOT;1016,3357
DEKNOY;5985,17491,19121
DEKNOZ;
DEKNRU;
DEKNSU;
DEKNSY;
DEKOOR;12365,23093,23819,24204
DEKOOS;8293,17685,18305,20275,20471,24134,24377
DEKOOT;17669,20142,23093,23819
DEKOPR;5174,5265,8340,8526,13017,20213,23685,24204
DEKOPS;5933,12886,20418,23685
DEKORS;12365,23235,24204,24375,24377
DEKORT;23093,23816,23819
DEKORW;12889,24204
DEKORY;17491
DEKOST;
DEKOSU;5933,12256,12257,17458,17685,17686,18286,19827,20365
DEKOTU;17458,19827,20142,23819
DEKOUY;20142,23819
DEKRSU;
DEKRSY;17616
DEKRUY;23819
DEKSTU;17458,17686,19827
DEKSTY;
DELLLO;5935,8341,12424,12734,12735,12788,18306,19153,19828,20473,23385
DELLLU;6066,20063,20473,23385,24258
DELLMU;20151,23917
DELLNU;6066,6067,19154,20368,23822
DELLOP;5849,8530,13018,13019,23877,23938
DELLOR;
DELLOT;3073,23385,23917,24076,24316
DELLOU;3073,12255,24034,24076,24316
DELLPU;71,5936,18249,23688
DELLRU;
DELLSW;1989,23907,24380
DELLUW;5233,18249,24110
DELLWY;6022,12646
DELMNO;669,12625,13028,24118,24265
DELMOO;11593,19206,20327
DELMOR;19206
DELMOS;
DELMOT;1993,5914,7257,8173,8364,8441,12629,18152,19206,20152,20474,23243,23244,24118,24265
DELMOU;6042
DELMOY;7257,12625,19206,19828
DELMPU;
DELMRU;
DELMSU;
DELNOO;
DELNOR;23970,24086
DELNOS;
DELNOT;
DELNOU;
DELNOW;11744,23043
DELNOZ;24079,24092
DELNRU;
DELNRY;18041,18205,20476,20480,22926,23178,23705,23951,24165,24269,24315,24385,24387
DELNSY;18307,18310,18311,23950,23954,24206,24378,24379,24385,24386,24387
DELNTU;
DELNUV;3450,23044,23253
DELNUY;1008,3315,4978,6066,11597,13021,17655,18041,18048,18049,18205,18307,18311,20066,20159,22739,22922,23327,23481,23822,23898,24090,24165,24315,24378,24379,24385,24387
DELOOP;11513,12680,20305,22913,23256
DELOOS;13023,13024
DELOOT;8428
DELOOW;
DELOPP;
DELOPR;
DELOPS;
DELOPT;23243
DELOPU;22789
DELOPW;
DELOPY;18252,22926,24269
DELORR;1029,3218,3451,5227,8393,8538,8539,11513,11565,12816,12817,13028,20291,20308,23097,23404,23815
DELORS;
DELORT;
DELORU;
DELORW;
DELORY;18027,18252,23951,24075,24084,24086,24090
DELOSS;
DELOST;
DELOSU;
DELOSV;
DELOSW;23026,23239
DELOSY;7881,11519,12036,18306,18307,20473,23239,24379,24380
DELOTT;24044,24092
DELOTU;
DELOTV;24330
DELOTW;17670
DELOTX;12744,12821,18091,23097,23831
DELOVV;
DELOVW;
DELOWY;13039
DELOYY;19186,24167
DELPPU;71
DELPRU;
DELPSS;1787,23830,24386
DELPSU;
DELPTU;8537,19812,20370
DELPUX;12143,23688,23709
DELRUY;11401,12367,18041,22741,23388,23481,23951,24090,24098,24333,24388
DELSSU;23260
DELSTU;
DELSTV;3450,24329
DELSTY;12413,13021,20164
DELUVV;
DEMMMU;
DEMMOS;18263
DEMMOT;1534,4989,8542,13043
DEMMOV;
DEMMPU;3442,12945,20482,23626,24334
DEMMRY;13043,23729,23730,24336
DEMMSU;
DEMMUV;23177
DEMNOO;3443,3454,8472
DEMNOR;
DEMNOS;19204,23264
DEMNOU;20312
DEMNTU;
DEMOOP;8472,17488,20173,20305,23989
DEMOOR;23820
DEMOOS;
DEMOOT;1534,7903,8297,12749,17488,20152,20296,20383
DEMOOV;24278
DEMOOZ;12969,18291,20296,20383,22982,23421,23992,24079,24321,24338
DEMOPP;12127,20109
DEMOPR;
DEMOPS;18184
DEMOPU;6042,8473,12048,12906,12945,12970,18184,19191,20151,23394,23575,23847,24212,24334,24347,24352
DEMOPY;7257,13018,13019,13049,20102,24348
DEMORR;23820
DEMORS;
DEMORU;11863
DEMORW;23150
DEMOSS;8523
DEMOST;
DEMOSU;12439
DEMOSW;23026
DEMOTT;8187
DEMPPU;20109,20392,23680,24352
DEMPRU;11497
DEMPSU;19830
DEMPTU;
DEMPUY;12970,18184,20392,22874
DEMRRU;
DEMRSU;17459,18304,19043,24211
DEMSSU;19925,22729,23839
DEMSTU;3081,3294
DEMSTY;
DEMUZZ;
DENNOO;3447,12635,22742,23574,24115
DENNOS;1868,13031
DENNOT;1049
DENNOU;12979
DENNOW;73,23043
DENNPU;20114,22886,22905
DENNRU;
DENNSU;19724
DENNTU;
DENOOS;24304
DENOOW;22742
DENOOZ;
DENOPR;20278
DENORR;20470,23018
DENORS;
DENORT;
DENORU;
DENORV;23088,23776
DENORW;
DENORY;12840,17491,17652,18124,18205,19808,20209,20231,20461,20480,23705,23951,24086,24090,24188
DENOSS;
DENOST;
DENOSU;23781
DENOSV;7206,13048,20318,22794,23266
DENOSW;
DENOSY;23844,23954,24264,24331,24342,24346,24378,24379
DENOSZ;22974,24146,24342
DENOTU;12855,13033
DENOTW;12056
DENOUW;
DENPRU;
DENPSS;24116,24386
DENPSU;
DENPSY;19792,20176,23823,24046,24331,24378,24387
DENPTU;20114,20196,23575
DENRST;
DENRSU;
DENRSY;24387
DENRTU;
DENRTY;20480,23157,23958
DENRUU;
DENRUW;
DENRUY;18041,18205,23698,23951,23958,24090,24165,24315,24385,24387
DENSST;23953,24215,24376
DENSTU;
DENSTY;19207,23954
DENSUU;12062,18026,19814,20196,22905,23863,24113
DENSUV;20343,22974
DENSUW;
DENTTU;23134
DEOOPP;
DEOOPR;12289,12486,12680,18252,20278,20333,23256
DEOOPS;22823,24150
DEOOPT;
DEOOPX;12486,12849
DEOORS;23514,23978,24124,24374,24398
DEOORT;
DEOORV;12755,23255,23829
DEOORZ;
DEOOSS;11965,19795,20199,22734,23583,23866
DEOOST;
DEOOSX;5813,6013,18178,20108
DEOOTT;23797,23819
DEOPPP;12749
DEOPPR;23105
DEOPPS;
DEOPPT;8159,12749,20109,20322
DEOPPU;12937,19149,20109,20174,24352
DEOPPW;12336
DEOPRR;20302,24250,24269
DEOPRS;
DEOPRT;
DEOPRU;
DEOPRV;23291
DEOPRW;8340,20302,20333
DEOPRY;4977,11864,12488,18252,20358,23802,24348,24369,24388
DEOPSS;24116,24386
DEOPST;
DEOPSU;12425
DEOPSW;12980
DEOPSY;12720,13049,19792,23960,24129,24201,24225,24369
DEOPTT;20173
DEOPTU;12855
DEOPUV;22789
DEOQTU;12292
DEORRS;
DEORRT;11599,23056,23097
DEORRU;12763
DEORRV;
DEORRW;
DEORSS;
DEORST;
DEORSU;
DEORSV;
DEORSW;
DEORSZ;11946
DEORTT;
DEORTU;
DEORTW;
DEORTX;12744
DEORUV;
DEORVY;12474,24090,24330
DEORWY;20461,23951,24086
DEOSSS;8484,12641,18300,20228,20404,20449,23967,24178,24300,24346
DEOSST;304,23517
DEOSSU;6016,23781
DEOSSW;23674,23702
DEOSTT;
DEOSTU;
DEOSTV;
DEOSTW;11769
DEOSUX;3470,8516,20125
DEOSXY;8516,12743,18178,23563,23831,24169,24298,24359
DEOTTT;8161,12219
DEOTTU;20173
DEOTTW;12983
DEOTUV;
DEOTUX;23709
DEOTUZ;3404,5956,12855,12962,12969
DEOTWZ;
DEPPPU;23057,23867
DEPPSU;
DEPPTU;20109,20174,23057
DEPRRU;8410
DEPRRY;24269,24369
DEPRSS;20493
DEPRSU;
DEPRSY;24127,24129,24206,24225
DEPRUU;
DEPRUW;23268
DEPRUY;11864,20392,23397,23958
DEPSSU;
DEPSTU;
DEPSUY;23960
DEPTTU;20173
DEPTUY;3319,8436,20164,20370,23397,23958,23960,24331,24388
DEPTUZ;12855,12865
DEQTUY;
DERRSY;18305,20279,23293,23811,24225,24333,24381
DERRUY;12367,12965,13041,17566,17674,20159,24381
DERSSU;
DERSSY;3458,8514,11486,12262,18207,23391,24336
DERSTU;
DERSTY;18243,24336
DERSUU;19730,20237,20469,22741,23976,23978
DERTTU;
DESSSU;12641,18200,23863
DESTTU;
DESTTY;13049,23559,23561
DESTUV;20381,24272,24329
DETTTU;3468,12306,13030,23241
DETTUU;3456,17692,18197,18302,20451,23392,24226
DFGGOO;12348,24408
DFGIIR;13069,13073,13074,20209,20496,23892,24415
DFGILU;13071,24403
DFGOOX;
DFIINY;5965
DFIIRT;2011,23352,23911,23922
DFIKRU;
DFILNO;24420
DFILNU;6095,13066,13071,13079,24403
DFILOR;3480
DFILSU;6096,13066,13071,13083,20502,24421
DFILUV;23873
DFIMOY;
DFINSU;6096,6098,13071,24407
DFIORS;23911
DFIRST;24425
DFIRTY;8235
DFJORS;
DFLNOU;
DFLNOY;11505,18027,18205,19964,23951,24413
DFLOOS;6099,11512,12413,13085,20499,22732,23880,23907,23955,24411
DFLOPU;
DFNNOU;18028,19968,20501,20504
DFNORS;3482,8572,11828,11844,12416,12417,18050,18316,19967,20496,23382
DFNOSU;
DFNSUU;
DFOORX;6100
DFOOSU;13088,19970
DGGNOU;13091,18318,24431
DGGRUY;11863,11864,24431
DGHIIN;13067,13112,18322,18324,24409
DGHINY;18321,18322,23423,23425,24409,24431
DGHIST;6102,8578,8580,13115,24411,24452,24460
DGHOOP;20509,23416,23989
DGHOOT;12476,13125,23418,23990,24007
DGHOSU;2018,3498,8581,13119,13123
DGHOTU;6105,13117
DGHOUY;
DGIIKN;
DGIILN;24466
DGIILR;3088,3254,12517,23110
DGIINN;
DGIINO;17495,18052,23986,24057,24405
DGIINP;12538,13067,20506,24433,24484
DGIINR;
DGIINS;
DGIINT;11614,24445
DGIINV;
DGIIRS;8599
DGIIST;2014,20514,20516,24452,24472,24474
DGIJOU;
DGIKNU;
DGIKNY;5985
DGILNO;
DGILNU;24403,24466
DGILOT;18329,23418,23419,24095,24098
DGILSU;18335,20515,22933
DGIMNO;1065,6105,8595
DGIMOO;8581,23991,23992
DGIMTU;1066,2026,2028,6105,13168,23468,23482
DGINNO;
DGINOP;3486,24484
DGINOR;
DGINOS;
DGINOT;24405
DGINOU;8248,12422,12423,20529,24431
DGINOV;996,997,1059,1061,1065,20508
DGINOW;
DGINOX;
DGINOZ;13098,13184,23421,23425,23467,23986,24079,24092,24459,24484,24490
DGINPU;13185
DGINRS;
DGINRU;24431,24506
DGINRY;20529,22996
DGINSU;
DGINSY;13183,18053,24413,24485
DGIOTW;20530,20531
DGIOYZ;1538,12559,23425,23477,24459
DGIPRU;
DGIRTU;2028,8614,20530,24487,24497,24506
DGKLUY;
DGLNOP;3512,13104,13180,13181,20509,24482,24483,24484,24485
DGLOOS;18211,20247,20513,24019,24450,24482,24483
DGLOOU;3530,12628,18238,18239,20258,22995
DGLOOY;3061,8615,13103,13183,18336,20522,24460,24501
DGLSUY;12632,13196,20237,20515,22933,22942,23898,23976,23997
DGMSUY;
DGNOOR;18238,22996,24444
DGNOOS;18053,24441,24511
DGNOOW;18238
DGNORU;20529,20530,24431,24506
DGNOSU;11944,13123,24111
DGOORS;6118,13163,24012,24472
DGORSU;8599,24474
DGORUY;11863,11864,11957,12632,12643,18316,20529,24090,24098
DGOSTY;8616,12624,12643,24112,24508,24511
DGOTUU;18329
DHIIMM;18324
DHIIPS;20540,24417
DHIISW;23330,24518,24519
DHIKRS;
DHILOS;18131,18132
DHILPU;18249,20309
DHIMOS;24524
DHINSY;6124,13207,13226,18321,18342,19042,20316,20317,22999,23144,23423,23426,23561,24525
DHIOOT;13216,13228,24512
DHIOPY;3497,6120,18252,19217
DHIORR;3478,5227,6125,8619,12370,12650,12710,13116,13215,13226,13228,17696,18036,19216,20001,24431
DHIOST;
DHIOSV;1061,1069,6125,7271,20545,24455
DHIOSY;13226,18342,19042,20316,23423,23426,23998,24200
DHIRST;2037,3547,5281,13115,13214,13215,17694,24452,24519
DHIRSU;2037,6125,7923
DHIRSY;8637,13226,20306,23423,23998
DHISTU;2037,5281,8570,13115,13214,18099,18250,19807,20551,22848,23564,24141,24172
DHISTW;5285,24519
DHLLOS;7901,8342,12736,23565,23566,24205
DHLOOY;13219,17482,18252,20329,24007,24526,24536,24538
DHLOPU;24535
DHLOSU;3556,12731,13234,18057,24125
DHNOOU;13237,20312,24526,24527
DHNOSU;
DHOOOO;24540
DHOORS;17487,18037,24124,24204,24225,24534
DHOORT;2041,12761,13202,13216,13228,17489,17670,18240,19175,20537,24512,24514
DHOOSY;13219,13226,17487,18342,19218,20279,20329,20554,22948,22999,24009,24127,24200,24225,24534
DHORSU;
DHORSW;
DHORSY;13226,18342,20279
DHORTU;17489,18257,24212
DHOSSW;
DHOSVZ;18132
DIIJNN;8667,13145,20565
DIIKLT;
DIILLS;20512,24546
DIILMP;1075,2048,3543,8677,20568
DIILOP;3544,6030,12517,12803,23516,24137,24484
DIILOS;19832,20564,24546,24547
DIILPS;8653,20540,20568,24452
DIILQU;1076,13130,13151,24466
DIILST;17694,23137
DIILTY;1073,4971
DIIMNU;2047,8676,13081,13168,13243,18324,18348,24051,24409,24558
DIIMOS;
DIIMOU;8409,13203,13284,18348,20036,23935,24144,24421,24558
DIIMRS;19043,24243
DIIMTW;24558
DIIMTY;12776,20024,20391,20575,22802,24515
DIINNW;
DIINOS;24417
DIINOX;3586,8418,12862,17699,20561,22964
DIINRS;3579,6131
DIINRT;186,1540,2035,17700
DIIOOP;8623,8626,12848,12849,19181,20224,20301,20396,20538,20543,20566,22998,24484
DIIORV;
DIIOST;3344,3587,11623,12781,13139,13140,18332,18351,20037,20038,23625,24489,24554,24556
DIIOTT;2055,3586,3587,6028,8662,8665,11623,12389,12820,12873,13211,13261,13293,13296,13303,18351,20288,20294,20357,20385,20544,20560,23669,24516,24518
DIIOTV;1935,2063,12794,13161,13273,23455
DIISTX;3344,12844,23620,23649,23667
DIITTT;3576,20056,20408,23637,23882,24281
DIJMSU;
DIJNNS;8704,20565,23675,24304
DIJNNY;
DIKKLU;8600
DIKKOP;
DIKLNY;23532
DIKLTU;18248
DIKMNU;
DIKNNU;
DIKNRS;
DIKOOS;8670,24134
DILLMY;2066,6132,24311
DILLRS;5828,8675,8713,8714,13177,20587
DILLSY;23898
DILLVY;24316
DILLWY;6022,12646
DILMOR;13261
DILMOU;23535,24558
DILMPY;
DILNNU;
DILNOO;3566,3592,13246,19048,20509,24484,24526
DILNOP;8677,24484
DILNOS;
DILNSU;
DILNTU;1067,3575,3576,8603,13081,13117,13184,13243,22995
DILOPU;3597,19051,20549
DILOPY;19217,20533,24269,24568
DILORS;24472,24503,24567
DILOSS;13080,24502,24557,24569
DILOST;
DILOTU;
DILOXY;12821,24169
DILOYZ;3574,12559,23477,24137,24265,24459
DIMNOO;3592,22982,24527
DIMNOR;13086
DIMNSU;
DIMOOR;18349,24527
DIMOPU;3597,12970,13203,20109,24352
DIMOSS;
DIMOST;
DIMOSU;
DIMOSW;24518
DIMOSY;18342,19140,20391,20439,23755,24341,24342,24346
DIMOTU;1085,2079,3404,6044,6046,12591,12906,12962,12969,17697,18348,20005,20109,22844,23535,23723,23731,23733,23935,24144,24334,24339,24352,24549,24558
DIMOXY;
DIMOYZ;12559,23700,24265,24342
DIMPSY;1087,20589,23755,24243,24515,24566
DIMRSU;18352,19043
DIMSST;24515
DIMSSY;20439,20442,23362,23729,24336,24341,24346,24515
DINNOS;20504,24571
DINNUW;
DINOOR;11562,20069,22982,22996,24526,24527
DINOOZ;3584,8671,13087,24484,24490
DINOPS;23002
DINOPU;3520,3535,8248,12423,12855,13174,22995,24506
DINORS;
DINORU;13086,13262,17699,20529,24431,24526
DINOSW;24519
DINOWW;24558
DINPTU;3575,18058,22995,24506
DINPUW;
DINRSU;
DINSTU;
DINTUY;12965,13174,17700,18058,18348,20461,20504,20563,24423
