AABB;AILT,CINR,CIRR,ELNN,MMOZ
IOTT;AABL,AACL,AAMN,AANN,AANX,ABFL,ACEG,ACLL,AEMV,AIRV,ALLR,ALLT,ALNV,ALNY,ALRU,ALTY,AMNU,ANNO,ANNU,ANOV,BEZZ,BLUU,COOX,GHIL,HMVZ,ILMY,IMVY,KLNY,LLOR,LMNU,MNNO,MORR,ORRT
IOVV;CILS,EEGR,EELR,EERW,RRSU
IPPR;ACHH,AGOT,ANTT,CHIU,CIIN,CIKN,CRUU,GLNU,ILOO,NRUU
IPPS;LLOS
IPPY;
IPQU;ACNY
IPRS;
IPRT;CCII
IPRU;BDFF,CHIM,CHIP,CPRU,EETV,GLMY,MOPR
IPSS;
IPST;
IPSV;EFIN
IPSW;AGNN,AGNP,GILL
IPSY;AADU,HUZZ
IPSZ;AACL,AADO,CKLO,HORU,HUYZ
IPTT;
IPTU;AAGM
IPTY;ABIL,ADIV,IMNU,LLMU
IPXY;DIMU,LLOR
IQTU;
IQUZ;AEEL,AEER,FIYZ,GINZ
IRRT;AABL,AGHP,IMUV
IRRY;ACDK,ADKK,ADNO,ADWZ,BBNO,BHLO,BLLU,CGMU,CGNU,DHLO,GHNU,GNOW
IRSS;CGNY,DLOO,GLOO,LOOO
IRST;
IRTT;GHOU,HIPU,HOOP,LLOO,MOOR,OORT
IRTW;ABCO,ACDY,BNNO,CHIK,DMOO
IRTZ;AACZ,AAEP,AAET,AATZ,ABEP,AEEL,AEIP,AEIV,AELX,AGGU,BEIK,EEEN,EEIM,EEPP,EETT,EGIL,EILU,EINU,EKLU,ETUW
IRWY;ABNO,ACDT,ADHN,ADRZ,AORT,CEHT,DHOS,DMOS,EHKS,EHPS,ELOV,ETTT,FLOZ
ISSS;ABHR,AIIR,BHIP,BLOU,CDIO,CFKO,CGIN,CINO,CMMO,FINO,FNOR,GHIN,ILOP,INOP,IOPR,NOPU
ISST;
ISSW;ADKY,ADOO,ADOV,BDOR
ISTT;CEET,CEEZ,EEGV,EEQU,EETX
ISTU;
ISTW;CKOU
ISTZ;
ISWY;AAHT,AATX,ABEK,ABLL,ADNW,AEHR,AERW,AGHH,AHOT,AKLN,BLLO,DDHO,DDMO,DHOR,DMOR
ISWZ;
ISYZ;ADEL,AELL,AGLY,CCEL,CIMO,CMOT,DGOU,EGSY,GOTY,HPUZ
ITTW;
ITVY;AGIL,AILR,AILT,CIIL,CIIN,DIIL,DIIN,DIIR,DIIV,IILR
ITZZ;BEOT
IVYZ;
IZZZ;
JJUU;
JKNU;AIKO,ANOO
JKOO;ANNU
JKOU;ABEL,AIKN,ANNO
JKOY;
JKUU;
JLLO;ACKR,AIOR
JLOS;AAFR,ABMO,INQU,OUYY
JLOT;EGNU
JLOW;
JMOO;ABDR,ABER
JMPU;ABEL,ACKP,GLNO
JNXY;
JORS;AAEP,AAFL,ACEL,ADEP,AENZ,EOVY,GOTT
JORU;AACC,DEFG,EGLN
JOSS;CEOT,EGTT,HNNO
JOST;CEOS,GORT
JOSU;FFMP,ILNQ
JOSW;ABEN,ABEX
JOSY;CIKT,CIOT,IKLL
JRUY;ADKN,AMST,AORT,EGGL,EIST,ELSS
JSTU;AACP,ACPU,CDIN,CINN,IINN,IMPU
KKNO;ABBO,AEMO,EILO,EILT,GGIR,ILRW,ORTW
KKOO;AAHR,AAMM,ABBN,ABCR,ABMR,AEMN,AIMR,BCOO,BORW,CFFN,CNTU,CRRW,EEHH,FLRW,FRTW,IMOR,MMOO,NRTW,OOTT
KKUU;EENN
KLNU;DEEE,EENN
KLOO;ACCL,ADRW,AMNW,CCCD,CDNW,CELV,DGRW,DIMW,DNOW,ORWW
KLOP;CCIK,CIIT,EEIM,EEIP,EEIR,EIRW
KLOS;
KLOU;ABCT,ABDI,ABEJ,ABIM,BCCT,BERV,BHRW,CCFH,CDEM,CEIT
KLOV;ACEG,ACEH,AEIN,AERT,AERW,BERU,CELO,CEOR,DEEI,DEGI,EEIL,EEIN,EILR,EIMR,EOOR,ILOT
KLOY;AACW,ABRW,AGIR,INTT
KLPU;
KLRU;AADT,AEFF,BHOW,DIUU,EIOP,EITZ,IIQY
KLSU;
KMNO;ACEO,AEIK,AEKO,ALOW,AMOR,AOOT,AOPU,BEGI,BGII,BHOY,CDII,COOR,DHOO,DOOR,EEOR,HRRU
KMOO;AAKM,ACEN,ADRR,AEKN,AHRR,ALNW,AMNR,ANOT,ANPU,BDEL,BHNY,BRUZ,DHNO,DILW,EEIV,EENR,EHRW,EILL,FRRW,KMOO
KMOS;
KMRU;ACCM,BOOZ,CCMO,CMOW,HNOR
KMSU;AALP,AHPT,LLNU
KNOO;ABBK,ACEM,ACHT,AEKM,ALMW,AMOT,AMPU,BBIL,BIIT,CFFK,CIIT,EHLT,FLTW,GITW
KNOP;
KNOR;
KNOS;
KNOT;BIIO,CDIW,CIIO,FLOW
KNOW;ADHR,ALMO,CDLO,DLOO,FLOT,GIOT,HORR,KORT
KNOZ;AOUY
KNPU;
KNRU;GIIQ
KNSU;
KNTU;
KOOP;BCOY,CCRT,DORW,ENRW,ERRW,HIRZ,HKYY
KOOR;FKLW,FKTW,FLWW,FMRW,FOTW,HRUW,LOWW
KOOS;
KOOT;ABCC,ABCJ,ABHO,ACCO,ACHN,AMNO,BIIN,CCFL,CCPR,CDFU,CIIN,GLOY,KOOT
KOPR;ACKM,ARTW,CCOT,CDIK,CILL,DOOW,HIIZ,HIOZ
KOPS;
KOPU;AMNO,DFMM
KOPY;HKOY,INNS,INSS
KORS;
KORU;BELV,BEOT,BETW,BHLW,BMOZ,CCMM,CITT,CMMW,EILP,EOPT,HORW
KORW;BDOO,BHLU,BKOO,BMOO,BOOT,CCCO,CDOO,CKOR,CMMU,DGLO,DOOP,DOOW,FKLO,FKOT,FLOW,FMOR,FOOT,GILR,HMOO,HNOR,HORU,ILLM,ILMT,KNOT,LOOW,MOOR
KORY;AGIL,AGMM,AIIT,HILT
KOSS;
KOSU;CFFF,CMMM
KOSW;ABLO,ADOO,AIKO,ELOP
KOSY;
KOTU;BCCL,BEOR,BERW,CCEH,CCHP,CDFO,CEIL,CIRT
KOUY;AHNT,ANOZ
KOUZ;AAMR,ANOY,BIOU,BMOR
KPUU;AITT,CENR
KPUY;
KRSU;
KRSY;
KRTU;BEOO,BEOW,EERZ,EFIL,EILZ,EOOP
KRUU;CENP,DILU,DNOT
KSST;
KSSU;EIJK,EPPU
KSTU;
KSUY;AIIK
KTUU;DNOR
KUUZ;
KUYY;
LLLO;AABC,AABG,AACO,AACU,AADI,AAHO,ACIP,AEIM,AGNW,BDFI,CEFI,EEHH,EEHW,EFOW,EHIM,FHIK,FHTU
LLLU;AACH,AACO,AAEI,AAIV,ABBE,ABEG,AEGM,AIIV,APPY,APRY,BBEE,BBEI,BEGI,BELP,BGIY,EEFN,EIPV,FHOT,IIMX,IIPT,IIPV,IMPP
LLMO;BERT,BERU,BIIR,BORW,CINR,DDEE,DINP,DRRU,FGOU,HIIM,HNOU,IKRW,IPRW,PRUU
LLMU;BEEU,BFIR,DORR,FGOO,HNOO,ILPP,OPRU
LLNO;BFWY,CIMR,DHIW,DIMP,EMUW,FGIW,FOUW,GHIO,GHIU,HMOU,IIOR
LLNU;BBNU,BCEK,BEEI,BEIT,CEEO,CETY,EEEQ,EEFL,EEPR,EFIL,EFTY,EIKY,EIOT,EOVY,FOOW,HIOY,HMOO,IIIM
LLOP;AAHT,AEHM,CEII,DIMN,EGHU,EHIM,EHOO,EIKO,FFIP,FIIM,FOUW,IIQU,IIUV
LLOR;BFGU,BMOW,CFOU,CIMN,IINO,IKMW
LLOT;BEGU,BEHO,CDIU,CHIO,CIOO,CLOP,DFIO,FHIO,FHLU,GHIW,IKOV
LLOZ;ACEI,AEGO,AEMN,AEMY,BDEU,BIWY
LLPU;AGHM,BELL,EGHO,FOOW
LLUU;ABCH,ACRT,AFFT,AFGH,AFGR,AIMV,AMTY,ARVY,BEEM,BOTY,EFGI,EFRY,FINW,GGPY,IIMV,MOPR
LLUW;ABDN,ABGN,AHNO,AIIW,AIKM,AMOY,AORT,BCER,BEET,BHIP,EFOR,FNOO,FOOP
LLUZ;ABFZ,BDEO,BIKZ
LMOO;CCPU,DDHO,EHRW,HLNU
LMOS;
LMOT;IINR,IKRW
LMOY;BGIR
LMPU;
LMRU;CIOX,DLOR,FHIT,FHOU,FNOU,GNTU,HIPT,IILT,LOPU
LMSU;
LMSY;HRTU
LNOO;AENP,AENX,AFLV,AILL,AIMM,ANNT,BBIK,BENN,BIIV,BILU,DKOW,EMOP,ENNV,IMPU
LNOR;BHIL,BIIU,CFSU,CIIT,CIKS,CILM,CILS,DIMW,FMUU,GHSU,GMUW,GPSU,GSTY,GTUW,IILT,IIMT,IKKW,ITXY,KSTY
LNOU;AARV,ABIR,AFPR,AHLW,AILV,BCHX,BIIR,FFTU,FJUY,HLMO
LNOW;GMOR,GMRU,GRTU,HHIP,IKKR,IORT
LNOY;CDJU,CDUU
LNRU;BIIO,CIOO,COOT,GHOO,GMOW,GMTU,GOTW
LNSU;BIIQ,BMPU,CCIY
LNTU;AAMU,AANU,AHLR,ARRU,CCHU,FFOU,FGOU,FKRU,FOOW,GMRU,GORW
LNUV;AAOR,ADHL,AFTU,AGRU,CIMU,DIIO,GIMO
LNUY;BCHI,BCIO,BDOO,BIIT,BSTU,CCHI,CCIS,CDJO,CELT,CEMO,CEOP,CIOS,COST,DFNO,DIIT,DIKN,DIOW,DIRS,EEJJ,EEMS,EEMT,EENV,EFLT,EGHR,EGNT,EGRT,ELLS,ELMP,ELOV,EOSV,FJOU,FLOS,IOSV,JSTU
LNXY;CEOV,EIKL,IORT
LOOP;DPUW,EHLO,FLUW,FOTT
LOOR;AALW,ASUV,ATYZ,EEGG,EEVV,EGHO,EHVY,ELRV,GMWW,GSUU,KOWW,MSWW
LOOS;JUYY
LOOT;AABD,AADU,ABBE,ABBF,ABDF,ABEY,ABFL,AFFL,AFFO,ANNN,APRU,ARYZ,BDHO,DFHO,DFIL,DIUV,FGNO,FKNW,GLPY,GPYY
LOOW;AALR,ACKP,FKKR,FKRW,FMOR,GGIL,GILP,GMNR,GMRW,ILPR,INRT,KORW
LOPP;AAHI,AANN,BEIW,CDII,CIIT,DDIO,DIIM,FFIL,IIOR,ILLO
LOPS;
LOPT;CCEM,FOOT,GLOY,GOOY,GOYY,NOOR
LOPU;CFHU
LOPW;ABCK,ACKO,ADNY,AENT,AGGN,DOPU,EEEH,GLOY
LOPY;AHMM
LORT;FHTU,FHUW,FHUY,FTUU,GHUU,GNUW,MOPU
LORU;ANNR,BHKW,BIIN,DDGR,DLMR,GHNO,GHTU,GNTW
LORY;BEMO,KNST
LOSS;
LOST;
LOSU;LUVV
LOSV;LUUV
LOSW;ILQU
LOSY;
LOSZ;BEEI,CCOO,CIKP,DEII,EELR,EEPP,EMYY,GGIN,GINZ,HIOT,IILN
LOTT;BIUU,CHIR,FHRU,FRUU,GHII,IIMY,IKNY,IMNU
LOTU;AADO
LOTV;
LOTW;AADF,ADNN,ADRY,FKNO,GNRU,IKMR,ILPR,INOR
LOWY;AACK
LPPU;
LPRU;AACI,AFKN,AHIT,DITY,HIMT
LPSU;
LPUU;DELN,ENRY,ENZZ,GGLY,IMPT,IOPT,LMOR
LPUY;CENO
LRSU;
LRUY;ADPW,IIKQ
LSTU;FRTU
LSUU;BBDF,BBEH,BBEK,BDFI,BDIN,BHOT,BNTY,BOTU,DGMN,DIIQ,EIMV,EIQR,EIRX,ERTV,FHOT,FINN,GMNU,GOOR,HIOR,JNTY,NRTV
LSUV;BDEH,CIRY,IITU,IITV,IMOT,LOUV
LTUZ;AEIL,AEIR,GINO,GINY
LUUZ;AEVV,EMNZ,ENPZ
MMMU;ENOT
MMOS;BIIZ,DFIL,HHIS,IIPT,NNOY,NOOY
MMPU;AINT,ANTY,DFKO,HIOR
MMSU;CEHI,EEGL
MMUU;ADNT,ALNR,DEGN
MNOO;AEKK,AKPU,BCLO,EEMP,ELOP,ENNU,ENOT,HLLU
MNOR;
MNOS;
MNOU;AHNN,AKOP,BBCE,CMNO,EHLY,ELLW,ENNO,HLLO
MNOW;CHIR,CORR,DILR,DILS,DISU,DLOS,GLRU,HORR
MNOY;CIIV,DIMR
MNSU;KLLU
MNTU;ACDH
MOOP;ADPP,AKNU,EEMN,FPTU,GLOY,ILNU,LNOY,LNYY
MOOR;ACUU,AIKK,DOWW
MOOS;AGOU
MOOT;ADNO,AEEG,AEGN,AGVY,AKNO,ANXY,CEEY,CEHI,CIOZ,DHNO,DNNO,EHOZ,EHPY,ENNO,FFFU,FPPU,HNOY,HPYY,NNOY
MOOV;AGTY
MOOZ;AAIN,ACNY,AINO,BKRU,CEIU,CINO,CIOT,EIRT,ERTY,GLYY
MOPP;AALR,ADHI,ADOP,AHOT,DHOU,DIIL,DPUU,EEEL,FOTU,IRRU
MOPR;ACKK,ADFL,ADLW,AFLN
MOPS;AADH,AALX,AIIX,ALLX,DGII,GIIN
MOPU;AKNO,BHTT,CDNO,DFKM,DHOP,DPPU,DPPY,DPYY,EGHY,FOPT
MOPY;AGHO,AGHR,AHLT,DNOO,FIRR,GLOO,LNOO
MORS;
MORT;CFII,GILN,IILN,IINT,IKLW
MORU;
MORW;BGRU,BKOO,BNOO,CHIN,CKMU,DIOT,DOOW,FLOO,GLOW,HIPW,HKOO,NOOT
MOSS;
MOST;
MOSU;
MOSV;AFIR,AGIN
MOSW;DFLU,DGOU,DLNO
MOSY;CIIZ,FIIT
MOTT;AAIN,AHRW,BHPU,GIIN,GILN,HIVZ,IINR,PRUU
MOTU;AAGY,AEMM,AOTY,EEQT,FFFO,FOPP
MOUV;AIRR
MOXY;ANOT,CETY,EIRT,GILO,LOTY,NOOR
MOZZ;GILN
MPPU;ACJK,AIRU,DHOO,DOPU,DOPY,DOYY,DPUY,FOOT,IORR
MPRU;AALL,AIPU,ALLU
MPSU;
MPTU;AAGI,AAIN,AIKL,AILN,AIMN,EELL,FOOP,ILPU
MPTY;AACI,AHLO,AHOY,HOOY,LOPR
MPUY;
MRRU;
MRSU;
MRTU;GLNU
MSSU;
MSTU;
MSUU;AALQ,ADEN,AELQ,AOQS,BDIN,BEEQ,DIIN,EERR,EILV,EJJN,ELLP,ELNP,ENOR,ENOY,EOSX,ILNO,ILST,INNO,KLLN,STTU
MSUV;DIRU,EHRT,EOOT,IIRT
MSUW;BDHO,BDOR,BNOR,CORT,DEEG,DEEP,DFLO,DGOO,DINO,DORT,EHLM,EORV,GLOR,GMPU,GORT,IIST
MSUY;BILL,EGGR
MTTU;ACFO,ACHO,AOOY,BHNU,BHOP,DIIY,EEOQ,EHIP,EIJL,EILY,OPRU
MUZZ;
NNOO;AABM,AAGG,AAGL,ACGT,AELP,AETZ,AFGL,AJMR,ALLY,ALNT,AMTT,AQTU,BEET,BELN,BETU,CDFU,CJTU,CNTU,DOWY,EEHT,ELNV,EMNU,EMNY,EMOT,ENVW,EOTZ,GHOZ,JRRU,MOTY,RTTU
NNOU;ACEN,ACHR,AGQT,AHMN,AJKO,AMTT,AOQT,BTTU,CEHN,CGMR,CMMO,CNOT,ELMT,EMMT,EMNO,JORR
NNOW;ACMO,ADDL,ADLS,AEMP,AGSS,CEEH,CEMO,DOOY,EEMP,EILS,ENOV
NNSU;CCII,CGGI,CGII,DFGI,DGGI,DIIM,FGII,FILU,GGGI
NNWY;ALOT,DOOO
NOOP;BDTU,DEIW,DIIU,EEMM,ELMO,ILMU
NOOR;
NOOS;AIIV
NOOT;AKMO,ALNN,ANQU,EEHN,EFOT,EMNO,ENOZ,FGLO,FKLW,GLMO
NOOW;ACMN,BBER,BEEG,BFRT,CDKL,CDLO,CEMN,DDIW,DDPR,DDRT,DIOR,DKLO,DNOY,DPRU,EKPR,ENNR,ENNV,ERRV,FORT,IKRR,ILRT,KKRT
NOOZ;AAIM,AAPR,ACMY,ADFR,AIMO,AINT,AKUY,IOTX,LOPY
NOPR;
NOPS;
NOPT;
NOPU;AFLR,AKMO,CILM,FORR,ILMO
NOPW;CEET,EEMN,EKOR
NOPY;DMOO
NORS;
NORT;GLUW
NORU;AALV,AFLP,AIQR,ALNR,GLTW
NORW;HKOR,HMOR,ILOT,KKOT,MOOT
NORZ;AAAP,AAOP,ADFI,ADFO,AILT,DGII,GIIT,GIIV
NOSS;AAHN,AFHI,HJNO,MNOO
NOST;
NOSU;
NOSW;
NOSY;
NOTT;CIIY,EFOO,EMOY,EMXY,HIKU,HNRU,IMNO,STUU
NOTU;BENN
NOTW;AABM,ABEM,ADRU,ADRW,AELP,AERW,AHLL,BFOR,BMRU,CDIK,DDOR,FKLO,FOOR,GLRU,ILOR,KKOR
NOTY;BIIL,DLRU,GLTU,ILRX
NOWY;BFLL,CELR
NOXY;ACHR,AINO,ALOP,AMOT,CELV,EEPR,EILT,HIRT,ILRT,MOOR
NPSU;
NPSW;CEIL,DEEI,DHII,EILL,HIIT
NPTU;
NPUY;DDGI,DGIR,EFGI,ELLM,GIPP
NRRU;AAIQ,AFFU,AIOQ,AIOT,ALNO,ALTU,AOPT,ATTY,BMOO,BOUW,CHMO,CJOO,DNOU,FOOP,IPPU,JNOO
NRSU;
NRTU;
NSSU;ACLP,ADMM,ALMO,ALMP,COOP,DEFU,LOOP
NSTU;
NSWY;
NTUY;CELL,DEHL,EELM,EFLL
NUXY;FIIT
OOPP;CHIT,DHMU,DLUW,DNRU,ENNT,ILLL
OOPR;
OOPS;
OOPT;AEFG,BDNU,GLLY,GLYY
OOPY;ACDT,AHIN,AHTZ,CHIT,CITZ,DMNO,HKKY,HMTY
OORS;ISUV,IUUX
OORT;EEVV
OORZ;BKMU,DHIP,EENU,HIKP,HIOP,HMOP
OOST;
OOSW;ABTT,AIKK,AIKR,BCRS
OOSY;ACCM,ADNN,CDIN,DILU,HQSU
OOSZ;COPY,HILT
OOTT;ADIN,AINN,AINV,BEKX,BEZZ,CCUU,CIOX,EFNO,EQUU,KKOO
OOTW;ADEL,BDEN,BNOS,DEIS,DENO,DENV,DFOS,DNSW,EFIS,EFLL,EILS
OOTY;ACDP,AEMT,AGLM,AGLU,AGMV,AMTU,CCIX,CDIL,CDMM,CGLY,CLMO,EGIL,GLLP,GLPY,LMXY
OOTZ;ABLS,AINN,BETZ,CCEI,CENO,CIIL,CIIN,CIMO,CINO,CIOX,EHMO,ENNO,GINS,INOX
OOUZ;AKNY,BIKU,BKMR,CEIM,EENR
OOYZ;ACMN,AGHP,AKNU,CHOR,COPS,GLMY,HKSV,LNOP
OPPR;HRYY,IILO,IMRU
OPPS;AAIS,ADIT,AHNW,CIKT,KNTU
OPQU;
OPRS;
OPRT;ILLW
OPRU;FNOR
OPRW;CDHI,DDNO,DKOO,DNOU,DORT,HIMW
OPRY;CDHI
OPSS;
OPST;
OPSU;
OPSW;
OPSY;
OPTT;ACHL,ACRR
OPTU;AACR,AAHR,ACDH,BGHO,CCHK
OPTY;BCII,CHIK,CHIO,CIOZ,GLLO,GLOO,GLOY,HMOY
OPXY;ALNO
OPZZ;ALNO,DEII
ORRT;AABR,AANR
ORRY;BBIN,BDEG,BDEI,CEEV,DEIJ,DGHU,EGGG,HPPY
ORST;
ORSU;IOUX
ORSV;
ORSW;
ORSY;AAAW
ORTT;
ORTU;AAIZ
ORTV;AALU
ORTW;AFKL,AFLM,ALMM,BINN,BMNU,BNNU,DNNU,GLNU,IKLM,ILLP
ORTY;HIKL,ILNX
ORUV;AIMR
ORUX;ABDE,ACEM,ADEN,AELU,AENN,CEET,CILM,CINT,CMPS,DEIM,EEPS,EFLP,IOSU,IPSV,IQTY
ORUY;ABCK
ORVW;
ORXY;ABCL,ACHN,ADNS,AETV,BBER,BEFR,EIMT,HINT,ILNT,IQTU,MNOO
OSSS;AADP,AAGP,AAGR,AAQU,ACCK,ACHK,ADOW,ADPU,AHMO,ARRU,BBOY,BDMO,BGNU,BILU,BLMO,CDII,CFIK,CIIN,CIMM,FIIN,FINR,GNOO,IILP,IIMN,IINP,IIPR,INPU,LMOU,NNOP,NOPR,OPRU,PRUU
OSST;
OSSU;
OSSV;ACDT,BEIO,EIIM,EIMM,OPRT
OSSW;ADIO,ADIV,ADOS
OSSY;DEIK,HIRR,HKKO,IKKR
OSTT;
OSTU;
OSTW;CIKU
OSTY;
OSUY;
OSVW;GILN
OSWW;AATY,ADEY,ADOP,AKRR,AKRX,ALRT,AMRX,BDOO,BGIN,BLOR,CNOT,DEOO,DOPY,EILP,LMOR,LNOP
OSWY;AAAR,ACRS,DDIM
OTTU;BILU,FHLO
OTTW;AANN,ACHU,AEPR,ARRW,EHIP,EORU,GORU
OTWY;ADLR,AIRR,ALRU,AMOR,ILLT
PPSU;KNOT
PPTY;AANT,ENNU,EPRU
PPUU;AIMR,CERT,CIRR,DMOP,DMPY,ILMT,ILOT,INRR
PRRU;ACIU,ADTY,AHHM,CIPU,FNOO,IMOP,INPU
PRSU;
PRSY;
PRTY;
PSST;
PSSU;IKLL
PSTU;
PSUY;
PTTU;AACL
PTUZ;EENT,EIOR
PTYY;ADHS,AHMO,AHMS,ALLO,AMRS,AOTU,GLOO,HMOO,MNOO
QSSU;CEEI,EEEZ,EEIS,EIIL,EIZZ
RRTU;ADLY,ADPY,AILY,AINO,AJOY,ALNU,AMOY,ANOP,ANTY,AOPY,IIMV
RRUU;ACFL,ACIP,AELN,ALNT,BIMN,BNOW,CIPP,DENN,DENO,DNNO,EEPQ,EILN,ELMT,EOTV,EQTU,INPP
RSTU;
RSUU;CCUU,CFTU,CJUU,DNNO,DOOS,FITT,ILTX,IOOX,IOQT,IOTV,LNTV
RSUY;
RTUY;CCII
SSSU;AAIQ,AAMT,AAOQ,ABKT,ABNO,ADTW,AGMR,AINO,AINQ,AORR,BGNO,BILO,FKRY,INOP,LMOO,OOPR
SSUU;ACEN,ACPT,AEGP,AENO,AFOT,AMOQ,CEHT,CEJN,DEIN,DIOT,DOOR,EFGN,EGHP,EGOT,EHNO,EKPP,EMOX,FGIT,GIMR,GMOR,HOTT,IJJM,IJJT,JJTU,MTTU
SSUW;ABCK,ABZZ,ACOR,AHOT,AILT,CDMO,CDOR,GINP,IIMT,IMOT,INTT
STTU;EIIQ
STUU;AAPR,ABCE,ABDL,ABDN,ACEO,ACIO,ACOR,AELL,ALOP,BCES,BCZZ,BDEN,BDLL,BHLO,BLNY,BLOU,CFRU,CIOR,CNOU,DIMR,DIOS,EGOS,EHIP,EHOO,FFNY,FHLO,HMMR,IOQR,IORV,LLOP,LNRV
STXY;BEOO,EHLO,ENOO
SZZZ;AABE,ABEE,AVYY
TTUU;AEIN,AENO,AGHN,AGLR,ANOV,CCUU,EOOQ,FHLR,FIRY,FLOR,GGII
TUYZ;GILN
TUZZ;ABBI,EFNO
UUYZ;
