AAAADNP;ILOTT
AORRSWY;EEHMT
AORSSST;ABCNO,ACCLO,ACMOP,BCRTU
AORSSTT;
AORSSTU;
AORSSUV;DEEFN,EEGHT,EENNS
AORSSUY;ACCET,ANNRT,BILLU,CENTT,CHHIT,CHNNO,DDEHM,DELLN,EHNNT
AORSTUW;ACHIK
AORSTUY;ABCLN,ABLRR,ABMRT,AHLNR,BELRR,EEHMT,EELNX,EFLLT,ILLRT,ILNTV,ILORT
AORSUVY;
AORTUVY;CEIOQ,EIMRT,EIPRT
AORUVVY;
AOSSTTT;AIMNO,CGHHU,CIINO,GIINR
AOSSTUY;ACCER,ANNRR,CCEGZ,CCEMO,CDLNY
AOSTTTW;EHHIR
AOSTTUY;CDILR,CEEIR,CEMMO,CFIIL,CLNOR,DILRR,EEHMR,EFLLR,ILLRR,ILNRV,ILORR
APPRRUU;
APPRSTY;HLNOO
APPRSUW;
APPRSUY;ACCHO,CILOT,DEGHO
APRSSSU;ABCLU,AEEEM,AEOTT,BCEEY,BCEIY,BEENT,CEIMM,CEOOT,ENOOV,IINOT
APRSSWY;
APRSTTU;CIILU,HIILM
APRSTTY;ACLNY,AGHIR
APRSUWY;EGHHI
APSSTUY;DIIOT,EGOOT,EHIMN,EHLNO,EHNOO,HINOO
APSSUWY;
AQRTUYZ;
AQSTTUY;ACCOR,EELSU
ARSSSTU;AEEMQ,EEILQ,ELMMU,IILVV
ARSSTTU;
ARSSTTY;AGHIW,CIILL,EEIMS,EEIMZ,IIILN
ASSTTUY;CEIMN,EELQU
AVYYZZZ;
BBBDELO;
BBBDELU;
BBBEILS;
BBBEIOS;CLMRU
BBBEIRS;ACLSU,CGILN,CLMOU,EGLNU
BBBEIRY;
BBBEISU;
BBBELOS;ACHPY,CIMRU
BBBELRU;AHMOT
BBBELSU;
BBBEORS;CILMU
BBBEORY;ACLNN
BBBGIIN;
BBBGINO;
BBBHIOS;
BBBHSUU;
BBBINOS;EEGLR
BBBIOTT;
BBCCIKO;
BBCDEHI;GLNTU
BBCDEIR;
BBCDELO;ENOST
BBCDELU;DENRU,GHINT
BBCEEHO;ABLNT,AIILT
BBCEEIR;ADKLR,AKLRS,ANOSS,ANSSS,HNRSU,LLSUY,LMNST
BBCEHIN;ACGMO,DGLTU,GLRTU
BBCEILR;
BBCEIOR;AALST,AANSS,AENSS,BLMSU
BBCEIRR;
BBCEIRU;
BBCEISU;BLMOR,ELLRY
BBCEKKO;
BBCEKKU;
BBCELOR;AOORR
BBCELOS;ABHPY,AHIIT,LLOWY
BBCELRU;DDENU
BBCEORS;AAGMW,ACEHM,AEINS,AHIPY,BEEIW,NORTU
BBCEOSW;AAGMR,AAGNT,BEEIR,LLLOY
BBCGINO;ACEHM,JKOST
BBCGINU;
BBCHISU;EENRR
BBCINOU;EGLRV,GKLST
BBCRSUY;
BBDDEIL;
BBDDEIR;
BBDDERU;AACNS
BBDEEIR;ACKLR,AERRS,ANSSS
BBDEEIS;ACFKO,ADLNS,AERRR,ANRSS
BBDEELP;
BBDEENO;
BBDEENS;ADILS,AIRSS,ATTUU,EMNSU
BBDEEOR;AADDR
BBDEFLO;
BBDEFLU;
BBDEGIL;AANST,CHNTU
BBDEGLO;EGKOO,GKOOY
BBDEGRU;
BBDEGSU;
BBDEHLO;
BBDEIIM;
BBDEIKL;
BBDEILN;CGHTU
BBDEILO;
BBDEILR;AHIYZ
BBDEILS;AAGNT,ADENS,ADIUV,AISSU,AISUZ,IISUV,LMOOO
BBDEILW;
BBDEINS;AAGLT,ADELS,CRSUU
BBDEIOS;ACEFK,ADGRR,ALRTU,LLMOO
BBDEIRR;
BBDEIRS;
BBDEKNO;
BBDELMO;
BBDELMU;AESSS
BBDELNO;CEOST
BBDELNU;AEGIR,CDERU,CGHIT
BBDELOO;EGGKO,GGKOY
BBDELOS;AIRTU,DIRUY
BBDELOW;
BBDELRU;CDENU
BBDELSU;ADIIV,AEMSS,AIISS,AIISZ,IIISV
BBDEMSU;AELSS,EENNS
BBDENSU;AACDR,AETTU,AIRSU,AIRUZ,CIRSU,EEMNS
BBDEORS;DILUY
BBDEOST;AILRU,CELNO
BBDEOSW;
BBDERRU;
BBDERSU;
BBDESSU;AELMS,AIILS,AIILZ,AINRU,EEMNN,IIILV
BBDESTU;AENTU,CHIRR
BBDFLUU;
BBDGIIN;
BBDGINO;ADORY,AILLR,AILTU,DILUY
BBDGINU;AILOT,CEHLT,DILOY
BBDIKSU;
BBDILRY;AEHIS,AEHIZ
BBDINOS;GIKNO
BBDINSU;AALMO,AERSU,AERUZ,CERSU
BBDIOOR;ADGNY
BBDIRUY;
BBDKSUY;
BBEEEES;ALPVW
BBEEERR;AELMM,ALMMY,CDKNU,CKNRU
BBEEERU;ALNTT,CDKNR,CKNRR
BBEEIKS;ACDFO,ACLRR,NNOSS
BBEEIRS;BGLNU,CLLUY,CLMNT,GILLN,GNSSU,LLNSU,NNNOO
BBEEIRW;AENNT
BBEEISW;BCEOR,LNOSS
BBEEKLS;ACIRR,ACNOS,CCHOR
BBEELPS;AEEVW,GIIIO
BBEELSS;AADRT,AAENR,ACKNO,ADDIN,ADEHP,AFINS,AINSS,BHHOU,CNOOT,ILNRU,INOSW
BBEENSS;AAELR,AALLM,ACIRS,ACISS,ACKLO,ADDIL,ADIRS,AFILS,AILSS,CLOOT,DEMNU,GIRSU,ILLRU,ILOSW
BBEERRS;AACKK,AGORV
BBEFILR;
BBEFIRS;AHIST
BBEFIRU;
BBEFIRY;
BBEFLRU;AFORY
BBEFRUY;AFLOR
BBEGIKN;
BBEGILR;CHNTU
BBEGINN;AIOTT
BBEGINW;
BBEGIOR;
BBEGIOS;ADDRR,EIILP,FIMNR,IILLO
BBEGIRS;ADDOR,FIMNO
BBEGIST;
BBEGLOR;
BBEGLOS;EIIIP,IIILO
BBEGLRU;CHINT,CINOV
BBEGNSU;
BBEGOST;AACNW
BBEGRRU;
BBEHIKS;
BBEHINS;FIORS,GGILO,LOSSS,NOSSS
BBEHIOS;ACILT,ACPRY,FINRS,IILLP,LNSSS,NNSSS
BBEHISU;
BBEHLOR;AAITX,ABMTU
BBEHLOS;ABCPY,ACIIT,DEHOY,IIILP,INSSS
BBEHMTU;ABLOR
BBEHORS;ACCEM,ACIPY,FIINS
BBEIIKL;
BBEIILR;ADHYZ
BBEIILS;ACHOT,ADDUV,ADSSU,ADSUZ,EGIOP,GILOO,GIOPT,HILOP
BBEIIMR;
BBEIIMS;
BBEIIRR;
BBEIIRS;
BBEIJOS;
BBEIJRS;
BBEIKLS;ACDRR,ACERR
BBEILNR;
BBEILNS;AADGT,ADDES,HOSSS,OSSUU
BBEILOS;DLMOO,EGIIP,GIILO,HIILP,HNSSS,NSSUU
BBEILOT;
BBEILPR;
BBEILQU;
BBEILRS;
BBEILRT;AAHOX,AATTU,AERTU,CGHNU,EHMRY
BBEILSS;DDGNO,ELNRU,HNOSS,NOSUU
BBEILST;
BBEILSW;
BBEILSY;ADHIR,CELRU,DDORU,GLNRU
BBEIMOS;BCLRU,DLLOO
BBEINOR;
BBEINRU;
BBEIOOS;DLLMO,ENNNR,GIILL
BBEIOOT;
BBEIORY;AARTV
BBEIRRS;
BBEIRRY;AAOTV
BBEIRSU;
BBEIRTU;AAERV,AALTT,AELRT,CGHLN
BBEISSU;ELLNR,LNOSU
BBEISTU;
BBEJORS;
BBEJORY;CKOST
BBEKLNO;AAENR
BBEKLNU;
BBEKLOS;ACCKR,CCEHR
BBEKLUU;
BBEKNOR;
BBEKNSU;
BBELLOY;
BBELLSU;CEIRY,EINRS,GINRY
BBELLTU;
BBELMOS;ALORR,BCIRU,DILOO
BBELMOT;ABHRU
BBELMRU;AALTT,ABHOT
BBELMSU;
BBELNOR;AAEKN,ABCNY
BBELNOS;GGHII,HISSS,LTTUY
BBELNSU;EILRS,LOTTY
BBELNSY;GILRU,LOTTU
BBELORS;
BBELORU;CGINV
BBELORW;
BBELORY;AFFRU
BBELOST;LNTUY
BBELOSW;CLLOY
BBELRRU;AFFOY
BBELRSU;
BBELSTU;
BBEMNSU;DEENS
BBEMORS;AACGW,ACCEH,BCILU
BBENOTW;
BBENRSU;AACDD
BBENSSU;DEEMN
BBEOOSY;CJKRT,CLLLW,DEHHL
BBEORRS;
BBEORRY;AAITV,AFFLU
BBEORSS;CJKOT,FHIIN,HMOTU,NNSTU
BBEORSW;AACGM,BCEEI
BBEORYY;
BBEPRUW;
BBERRSU;AAITT
BBERRUY;AFFLO
BBERSTU;NNOSS
BBFGIIN;
BBFGINO;AOPRY,MOOPR
BBFGINU;
BBFILSU;AIIOT
BBGGIIN;
BBGGINO;
BBGGINU;
BBGHINO;ACCEM,HORSY,MOOPT
BBGIIJN;
BBGIILN;
BBGIINN;AEOTT
BBGIINR;
BBGIJNO;
BBGILLU;
BBGILNO;
BBGILNU;DDIOY
BBGIMNO;ACCEH,FOOPR,HOOPT
BBGINNU;
BBGINOO;ADDRY,AFPRY,CJKST,FMOPR,HHRSY,HMOPT,HRTTU
BBGINOR;ADDOY,ADILL,AFOPY,FMOOP,HHOSY
BBGINOS;DIKNO,HHORY
BBGINPU;
BBGINRU;HOOTT
BBGINSU;
BBGINTU;ADILO,AILNO,CDEHL,CEHLR,HOORT
BBGIOSU;CKLNT
BBGIOSW;
BBHHIOS;AAOPT,GNORY
BBHIMOS;AFGLN,GILNO
BBHIOOS;AAHPT
BBHIOST;ACEIL
BBHIOSY;ACEPR
BBHIRSU;
BBHISTU;
BBHJOOS;
BBHKOOS;
BBHNOOS;GHIRY
BBHOOUW;
BBHRSUY;
BBIIILM;AINOT
BBIIKTZ;
BBIILST;ACEHO,ACFOR,ACLOP,AELOR,AFIOU,AGLNU,AHRUY,AMNOO,EGIOP,GILOO,ILOOP
BBIIRST;ACFLO,AHLUY
BBIISUU;
BBIJMOO;
BBIJNOS;
BBIKOSS;AAHUZ
BBIKTUZ;
BBILLSU;CEERY,EENRS
BBILLUU;
BBILNOY;
BBIMMOS;
BBIMOSY;
BBINNSU;
BBINORS;GHHOY
BBINORY;ADDGO,AFGOP,GHHOS
BBIORTU;AINOT,GHNOT
BBIRTUY;AHILS
BBJLOOW;
BBKLNOY;
BBKLNUY;
BBKLOOU;
BBKNOOT;
BBKOOOO;
BBKOOSS;CEJRT
BBLLSUU;
BBLOSUU;
BBLOSWY;CELLO
BBLSTUY;ELNOT
BBMOOOX;
BBMOSUY;
BBNNOOS;AENRT,AIIMT,DGIIK,EEINR
BBNOOOS;
BBNOORU;AIITT,GHITT
BBNRUUY;
BBOOOOS;HMPRU
BBOOSSY;
BBOOSUU;
BBORSTU;
BBOSSUY;DGINY
BBRSSUU;AELLM
BCCEEHS;ABMOR,BKLOR,HLORT,LORTU
BCCEIIS;ALNSY,CMRRU,EMNNU
BCCEILO;AALMV,AAMNR,AMMNU,ANRTT
BCCEILU;AALLN,AMMNO
BCCEILY;
BCCEIOS;
BCCEMOR;AAILN,AAITY,AKNTU,EHKLO,ILOTY
BCCILOU;
BCCILUY;AMMNO
BCCINOO;AERSS,EERRT,EGHNR,EHHPT,SSSUU
BCCISUU;NOOSS
BCCMOOX;
BCCMSUU;
BCCNOOR;EEIRT,EGHIN
BCDEEHL;
BCDEEHN;
BCDEEIL;FINTY
BCDEEKS;AADDL,AEHHS,AEORR,AIKTY,EORRT
BCDEENU;BEKRR,OORRT
BCDEHIR;
BCDEHIT;ACKST,ACKSW,BGLNU
BCDEHNU;BGILT
BCDEHOR;
BCDEHOT;AARRY,AGRRU,ANRSY
BCDEHOU;ACILR
BCDEIIO;AEGNT,EJTVZ
BCDEIKR;AOOSW,MNSTU
BCDEIKS;
BCDEIKT;
BCDEILM;AGNRS,AORST
BCDEILO;AARUV,ACHRU,AEMST,ASSUV,ASUVZ,ERRSU,IIIST,OSSSU
BCDEIOS;AANTU,ABEFK,AELMT,AKORW,ALSUV,ALUVZ,EGNRV,ELRRU,LOSSU,NSSTU
BCDEIRS;
BCDEKLO;EENTT
BCDEKLU;AADGR,AHSSW
BCDEKOR;ACEHR,ADGNU,AGNRU
BCDEKOS;ABEFI,AMNOW
BCDEKOY;
BCDEKSU;AHLSW,IMNRT
BCDELOU;AAIRV,ACHIR,AEMNT,AFNNO,AMNOP,IINRT
BCDEMOR;AAHNR,AKNSW
BCDEMRU;
BCDENOU;ADGKR,AFLNO,AGKRR,EORRT
BCDEORU;AAILV,ACHIL,ADGKN,AEHQR,AGHRT,AGKNR,ENORT
BCDEORW;
BCDEOSU;
BCDESUU;ELORT,IILNP
BCDHIOR;ACELU,AEMNY
BCDHIRU;ACELO
BCDHOOU;
BCDIIRU;ANNOU,EGMNS,EILTY,ELNOT
BCDILOO;AGKNR,IINPT
BCDINOW;
BCDIORW;
BCDIOSU;AAHNR,AELSV,AELVZ,ANNRY,ENSST,GKLNO,INORX
BCDIRSY;AAADR,AAMNO,AEPPT,ANNOU
BCDKORU;
BCDNOSU;AAHIR,AINRY,EEHMT,EISST,ENORT,GIKLO,IIORX
BCDSTUU;ENORT
BCEEEHN;AAGLX,ALRRT
BCEEEHS;ADHKS,AHKSS
BCEEFIN;AORST
BCEEFKL;DIIRR
BCEEGIR;AAALR,AANTX,ACNNU,ALNOZ,EELLN,ELLNY
BCEEHIP;ADELR,RSSTU
BCEEHIT;
BCEEHLR;CKMOO
BCEEHLS;
BCEEHNR;AMMNT,FNORT
BCEEHNS;BISSU,HNOUY,INSSU
BCEEHOS;ADLOR,AELRV,ARRRT,INSST
BCEEHOU;
BCEEIMR;
BCEEIPS;AGKNR,AHKLU,ANRTU,LLOOU
BCEEIRS;ACHNU,AENUX,ALORR,ANNOV,BBEOW,BHNRU,ERRVY
BCEEIRT;AAFPR,AAGNX,BLMNS,CNOOR,DILPS,EGINO,GJNSU
BCEEKNS;ABLOS,ILOSS
BCEEKNU;ALNOR
BCEEKRS;AABKR,AAHLT,ABCHN,ADEOR,ALRTY,BCHLO,DEORT
BCEEKST;ADIKY,ALRRY,DEORR
BCEEKSZ;
BCEEKUY;
BCEELOS;ABKNS,ACINO,ADIRV,AEHRV,AIMMR,AINSS,AIRRR,BCHKR,CIINV,EENNV,FINRS,GIIOO,IKNSS
BCEELOU;AAMNT,ADMNT,AENNR,AINNT,AKNNR,DIPRR,MMORT
BCEEMOS;ABCHR,ADLOP,CENTU,DHNTU,DIIIN,DOPRS,GINNS,GRSSU,ILLOU,ILPRS,INOSU,IRRRW,PRRRU
BCEENOS;AADTU,ABKLS,ACNTT,CELOS,CEMTU,DHMTU,DIIIM,EELNV,GIMNS,HHNUY,IKLSS,INSSU,KKLNU
BCEENRU;AALLL,ADELT,AELNO,AKLNO,BDDLU
BCEEQSU;AAEMR,AAILN
BCEERSU;
BCEFIIS;AALLS,AALNT,AEENT,DEJTU,EJSTU,NNORT
BCEGIKN;AADLL,AADLP,ACCHK,AGGLL,CDHOY
BCEGLOS;EIIOO,IIOOT,IKNTU
BCEHINR;ADMOY,AKSSS,CGNOO,GMOOS,IOSST
BCEHINT;AAALP,BDGLU,CHOOP,IOSTY
BCEHIOR;AACNP,ACDLU,CGNNO
BCEHIOT;CHNOP
BCEHIRS;AAPRY,AKNSS
BCEHIST;
BCEHITW;ACDKS
BCEHLRU;AIMNU,BGINT
BCEHNRU;
BCEHNSU;ALOTU,EHNOY,KLOOT
BCEHORS;
BCEHORT;EFNNR
BCEHORW;
BCEHOSS;ENOPT,IIITT,IKLNS
BCEHOST;DEMNU
BCEHOSU;CRTTT,MORSS
BCEHRSU;EEEGR,MOOSS
BCEHRTU;AAILN
BCEHSTU;ALNOU,KLNOO
BCEIIKR;
BCEIIKS;
BCEIISV;AANPU,AIOPR,CELNO,DILSU,DILUZ,EJSTU,EJTUZ,ELNNS,JMSTU,JSTTU,JTTUY,PRSTU
BCEIKLM;
BCEIKLO;
BCEIKLR;
BCEIKNR;AACDR,AAEMT,AHSSS,APSTU,DMSTU
BCEIKRS;AABGN,AEGMN,AHNSS,DMNTU
BCEIKST;
BCEIKSU;AEHLP,AGJLN,ANPRT,DMNRT
BCEILMO;AACLV,AACNR,AARVW,AEMRS,BBRSU,EPRSS,GGORR,PRSSY
BCEILMR;AHNUU,GGOOR
BCEILMS;ELOOU
BCEILNO;EMPTT,ENRTY
BCEILOR;ENNTY,GGMOR,OPTUU
BCEILOS;DIIIT,EGIOO,GIOOT,HIITY
BCEILOU;AADRV,AFNNN
BCEILRS;DEIIT,DETTU,EHTTU,EILTT,INTTU
BCEILSY;AAMNR,AGHLN,AGHOR,AGNOR,BELRU,EEGHN,EJTUV,HIIOT,LOOPU,MOPRS
BCEIMNO;AINOZ,ELPTT
BCEIMOR;AALVW,GGLOR
BCEIMOS;ACHIL,ELLOU
BCEINOR;ACELL,ACLLY,ALOPR,CEORT,CGHNO,DILOR,EEGIT,ELNTY,FGIIN
BCEINOS;
BCEINOZ;AIMNO
BCEINRU;
BCEIORS;BBEEW,PSSUY
BCEIRRS;AAHPY,AALLR,CCIMU,EERVY
BCEIRSS;HLOPU,IKLLT,IPTUV,LMOPY
BCEIRSU;AALOV,CCIMR
BCEIRTU;DIILY,LOOPU,LRTUY
BCEISST;BLMOU,DEENU,EEIRR,EFIJU,EHPRU,EIJOV,EINRR,EIOSU,HIIOT,IJMOV,IJMUV,IJOTV,IJTUV,IPRUV
BCEJOST;
BCEJSTU;IITVY
BCEKLLO;
BCEKLOR;CEHMO
BCEKLRU;AADDG,AENNO
BCEKLSU;EKNNO
BCEKMOS;ADNOW,ADNRW
BCEKNOS;ADMOW,ADMRW,EKLNU,HLOTU
BCEKORT;
BCEKORU;ADDGN,ADGNR,AELNN
BCEKOSU;EKLNN,GILNT
BCEKOTY;
BCEKRSU;AAQRT,AINPT,DIMNT
BCEKSTU;AAQRR,AINPR,HLNOO
BCELLOW;
BCELLSU;EIMOO,EIOOP,ENORT,IOOPY,LMOOO
BCELMNU;ADEOT,ADOOP,AGRUU
BCELMOS;BBIRU,EILOU,EMRUY,LLOOU,PRUUU
BCELMRU;AGNUU,AHINU,EMOOT
BCELMSU;EILOO,LLOOO
BCELNOW;
BCELORS;CEHHT,MPUUU,NOTUW
BCELOSU;AHNNR,LLMOO,MPRUU,NORTW
BCELRSU;DEOOR,IINTT,NOOTW
BCELSSU;DIIIV,TTTTU
BCEMNTU;AILMO,AILOP,CEEOS,DIKRS,NOOPS
BCEMOOS;DEPRS,EILLU,EINSU,INNPT,LLLOU,NNPTU
BCEMORS;DEOPS,EPRRU,LPUUU,NSSUU
BCEMRRU;
BCEMRSU;AAEEQ
BCENOOS;AACRU,ACILN,ACIRS,ADIPR,ADKMW,AFHPR,AHIPR,ALMPU,BRRTU,CEELS,CHOPR,DNRTU,ERRTU,GHIMR,HKLTU,IILRR,IMNPT,LRTUW,MNPTU
BCENORU;ACERT,ACKMT,ADDGK,ADGKR,AEELN,AEKLN,AEPRT,ALPRU,APRTY
BCENOSU;CEEMT,DEHMT,EHHNY,EKKLN,HKLOT,MNOPT
BCEORSS;BJKOT,EFILN,ILMPY,KKORT
BCEORSU;BBILM,CHTTT,LMPUU
BCERRSU;DEINP,EEEFN,EEEGH,STTUU
BCERSTU;
BCESSTU;BILMO,DEEIN
BCFKMUU;
BCFSSUU;
BCGIKNO;ACRSS,ADPPR,AKRST,AOPRS,APPST,BJOST,CDEHY,KORST,OORSS
BCGIKNU;AHMTT
BCGIMNO;IOPTU
BCGINNU;EILSS,EJSTU
BCGINRU;
BCGORSU;AHLOY,AIMMR
BCGORSY;AEHIL,AEILN,AHLOU
BCHHORS;AEMOT,ALNOP,CEELT,EIIOP,EMOOP,IIMTY
BCHIIOP;AAHMO,ALNOT,BIILL,OORTT
BCHIIOT;AAMRT,AANOT,OOPRT
BCHIIRR;AGLNO
BCHIIRS;
BCHIKOU;
BCHIKOY;
BCHIKSU;AEELP,AGHNW
BCHILMY;OORTT
BCHILOS;ABEIT,AEGRY,AEHPR,AILTU,CHOOP,EIITY,HOOSY
BCHIMOR;HOORT
BCHINOR;
BCHIOPR;AACEN,IOOTT
BCHIOPS;AHLOO,CHLOO
BCHLOTY;
BCHLSSU;AIMNP,DEIOR
BCHNOOR;AAEHP,AAETY,AAFIP
BCHOORS;AGLUY
BCHORST;AACDR,HIIMY
BCIIKLN;AAGLM,ABDGR,AFGPP,AGGHT,DGGOR
BCIILMU;
BCIILOR;ACDXY,AETVY,AGHNR,AGLOT,ALOTY,ARTUY,DENOR,DENTU,DGGKN,FMMRU,GMOOY
BCIILSY;AHKOT,AIKTT,EHIOT,GOOOO,OOOTU
BCIINOS;AADNN,ACEHM,ADOPR,AEGIR,DDEEE,DEEEN,DEEIM,DGKMR,DORUX,EGHMR,ELORR,GHLPU
BCIINOT;DILOP,GMOPU
BCIIOPS;ADNOR,DEEIT,NRSTU
BCIIOPT;AELMN,AHLNO,DILNO,GMNOU,NRSSU
BCIIOST;ACOSU,DEEIP,DEIIL,EESSU,EGLOO,LOOUY
BCIISTU;AADQR,AAERR,AEILT,AHLLO,ALNNU,DEEFJ,DLMOR,EEJVZ,EJNNO,ELNRT
BCIKKOX;
BCIKNOS;AADDM,ACGRS,ACLMR,AGOPR,AGPPT,BGJOT,DGIMR,GOORS
BCIKORT;AGKNS,GKNOS
BCIKOTT;
BCILMPU;AENOT,ANOTY
BCILOOR;GHNTW,HMTTY
BCILPSU;AEEHK,AOOST,EELOO,ELOOY
BCIMNOU;ACLMY,AIILT,AILNS,ALMTY,ALNSY,ALPTY,ALSTT,CGRRY,GIOPT,LMSUU,MSTUY
BCIMSSU;EENOO,EIJTV
BCINOOR;AADGN,AAEIT,AAFHP,ACESS,ADEPS,ADGKL,ADIPS,AEERT,AELPR,AGKPS,AILMN,CEERT,DEILR,EILRS,GKKST,GKOSS,GLLUY,INTTU
BCINOOS;AADRR,AANRT,ACELN,ACERS,ACLNY,ADEPR,ADHPR,ADIPR,AEHPR,AGKPR,ALLNY,BGJKT,CSSUU,DIRUX,EGHMR,EILRR,EMNPT,GIKLT,GIOTT,GKKRT,GKORS,PRTTY
BCINORS;DGIKM,GKKOT,GKOOS,OPTTY
BCINORU;INOTT
BCINRSU;AACTT,AILPP
BCINSUU;
BCIOORT;AEGLY,AGILL,CEENR,ELPUU,GHLNW,INNTU
BCIORSS;ACGKN,ADERV,ADGNN,AGNRR,AHNRY,DEEER,DEHLU,EEFLN,EHLPU,ELMPY,EPSUY,GKNOO
BCIORST;AAFLU,AGKKN,MNUUU
BCIOSTY;ACLLO,AHIKL,AILRS,EHIIL,EOPRS,HIIPS,ILOOU,IOPRS,MMNUU,NOPRT
BCIRRSU;AALUU,CCEIM,DEENP
BCIRTUY;AAHLN,ELRTU,NOORT
BCISSTU;ADENR,AEELL,AEENN,AGNRT,DEEEN,DEORR,EORTV
BCISTUU;ELMOR
BCJKMUU;
BCKLLOO;
BCKLLOU;
BCKLNOU;AEENR
BCKLOOX;
BCKMMOU;
BCKMOSU;
BCKNNOO;
BCKNSUU;
BCKOTTU;
BCKOTUX;
BCLMOOU;ADENP
BCLMRUY;EEMOS
BCLOOSU;AGHRY,EEILP,EILPY,IIOTY
BCLORTU;DEIIN,EFFNU
BCLSTUU;AEHNO,AIINN,AINOR,EIMOR,GINRU
BCMMRUU;
BCMOOST;AEILM,AIINN,EHRTY,EINNP,ENNPU
BCMORSY;EELMU,EHIIT,EILPS,HHIIT
BCMOSTU;CEEEN,ENNOP,IMNUY,INRUU
BCNOORS;AAINT,ADEIP,ADIIP,AGIKP,BERTU,DENTU,DIIUX,EERTU,EIILR,ELTUW,GIKKT,GIKOS,IPTTY
BCNOSTU;AADEE,AEHLU,AESUU,CEEEM,DEEHM,EHKLO,EMNOP
BCNRSUU;AAIOT,AIIOT,AILOT,AIMOT,EFFOT,EMOSS,GILTU,GISTT,IMOTU,IOSTT
BCOOOOS;GIILY
BCOOPYY;
BCOOSWY;BELLL
BCOOTTU;IINNR
BCOOTTY;CHIMR,HILMR,INRRU
BCTUUZZ;
BDDDEIU;
BDDDELU;
BDDDEOR;AABER
BDDEEER;ACERT,AHLOU,AKORY,CEIRZ,NORUV
BDDEEES;ABHLP,CIINO
BDDEEEW;
BDDEEIL;DMORW,EEFMN,ENNRT,MOORT
BDDEEIR;
BDDEEIS;AELTY,AILTZ,AMNNT,CEINO
BDDEEIT;
BDDEELN;AEHYZ,EEFIM,EFMTU,IMSSU
BDDEENO;CEIIS
BDDEERS;
BDDEESU;
BDDEETU;AIRTT,EFLMN
BDDEGIN;
BDDEGIR;
BDDEGLU;AACKR
BDDEIIR;ANTTU,CEMSS,EFINS,EFINZ
BDDEIIS;ACNTU,AELRT,AELST,AELTZ,CEENO,CEMRS,EFINR,GMNOY,GNNRU,GNORV,HIINT
BDDEILN;AAMTU,AOOST,EEEFM,EMSSU
BDDEILR;AAELO,AEITZ,EMOOT
BDDEILU;EMNSS
BDDEINR;
BDDEINU;AALMT,ACIST,ELMSS,ISSSU,ISSUZ
BDDEIOO;
BDDEIRR;
BDDEIRS;AGLNT
BDDEIRU;AETTT
BDDEISU;
BDDELNU;AAIMT,EEFMT,EIMSS
BDDELOO;AALNW
BDDELOR;AAEIL,AELLR
BDDELOS;
BDDELOU;
BDDELSU;BIORY
BDDENOU;
BDDEOOR;ARSTY,ENTUU
BDDEORU;
BDDEOTU;
BDDERSU;AABCN,BILOY
BDDESUU;IINSS,IINSZ
BDDGIIN;BLOUY,FLLNO
BDDGINU;FMNOU
BDDGIOR;
BDDISSU;
BDDOOUW;
BDEEEFL;DMNTU
BDEEEIS;ABRRR,ACHRU,ADLTY,ARTVV,DLMOW
BDEEELL;
BDEEELP;
BDEEELR;ACHOR,ACHOV,ADHOU,GIINN,IMNTW
BDEEELT;AAFNU,AIMMS,AIMMZ,AIMNS,AMNTT,AMNZZ,CKNOT,DFMNU,DINNR,IMNRW
BDEEELV;ACHOR
BDEEEMN;DEFIL,DFLTU,FOORT,ILRTW,IRTTU
BDEEEMT;AILMS,AILMZ,AILNR,ALNZZ,DFLNU,FNOOR,HORRU,ILNRW,LNORU
BDEEENS;AALRS,AKLTW,ARRRU,OSSTT
BDEEEPS;ABDHL,ACCLT,AIILN,AINRR
BDEEERR;ACHLO,ADKOY,AEILM,AIILM,AILMY,BCKNU,HMOTU
BDEEERV;
BDEEERZ;
BDEEEST;ACCLP,ACERR,AILMM,AIRVV,AKLNW,AORRT,CINSU,CKORR,DIMNR,DINNS,ILMNV,IMNNZ,NOSST
BDEEFIR;
BDEEFOX;
BDEEGOR;LOTTT
BDEEGOY;
BDEEGSU;DINRR,IILNT
BDEEHOV;ACELR
BDEEHRT;
BDEEIKL;CFIRR
BDEEIKN;
BDEEILL;AACPS
BDEEILS;EERRR,INNYZ
BDEEILV;
BDEEIMR;
BDEEIMT;ILNTW
BDEEIMX;
BDEEINR;
BDEEINZ;AEILP
BDEEIRR;CFIKL,GHNNO
BDEEIRS;GGHIW
BDEEIRT;CLUUZ
BDEEISS;FIINR,LLNPR
BDEEIST;
BDEEIVV;
BDEEJLS;AARTU
BDEEJMS;
BDEEKMO;ANNTU
BDEEKRU;
BDEELLS;AACLY,FNORU,HIIMS,OORTT
BDEELMR;
BDEELMS;
BDEELMU;
BDEELNR;
BDEELNS;IINYZ
BDEELNT;CEFII,CEIIT,CEKOT,CFIIY,EIMRW,IIIRV,IIMTW
BDEELOV;AACNR,ACEHR,AIRRU
BDEELOW;DDIMR
BDEELRT;
BDEELSS;ABEHP,ILNPR,MNOOY
BDEELTT;CEKNO
BDEELZZ;
BDEEMOS;ACLOP
BDEEMOW;
BDEEMOX;
BDEEMRU;
BDEEMSU;
BDEENOR;EFMOT,EGIRV
BDEENOS;AACTU,ESSTT
BDEENPR;
BDEENRR;GHINO
BDEENRS;
BDEEORR;GHINN
BDEEORS;
