AAAARR;8,24,33
DEGPRU;
DEGPSU;17530
DEGRSU;
DEGRSY;9773,9782,10131,18166
DEGRTU;
DEGSTU;
DEGTTU;2936
DEHHIS;9789,15532,18083
DEHHSU;4947,10242
DEHIIM;9346,9532,10107,10257,14035,17344,17717,17802,17821,18168,18189
DEHIKO;2940,17720
DEHIKT;
DEHILL;10041
DEHILS;14102
DEHILT;2937,2938,10258
DEHILW;17344,17669
DEHIMN;2807,2808,9532,9803,10279,15559,15560,17538,18069,18172
DEHIMO;
DEHIMR;
DEHINO;2807,18188,18189
DEHINR;
DEHINS;
DEHINT;935,1747,2807,2808,2938,17360,18049,18189,18196
DEHINW;10046
DEHIOO;5816
DEHIOR;
DEHIOS;
DEHIOW;
DEHIOX;1334,2895,6591,9666,18201
DEHIPP;17703,17852
DEHIPS;14535
DEHIPT;17541,17804,17805,17807,17808,17809,17810,18169,18195,18196,18200,18201
DEHIRS;
DEHIRT;
DEHISS;17801,17807
DEHIST;
DEHISW;
DEHITT;2808,9548,9703,10286,17354,17717,17810,17852,18049,18224
DEHITW;
DEHIZZ;
DEHJOS;
DEHKLO;2940
DEHKLU;
DEHKNO;9802,13635,15542,17720
DEHKOO;
DEHKOR;15542
DEHKOW;17720
DEHKSU;
DEHKTY;15542
DEHLLU;6573,6618,6619,6863,9821,10242
DEHLNO;1760,18086,18189
DEHLOR;9702,10101,10259
DEHLOS;
DEHLOT;17547
DEHLOW;936,17669
DEHLPS;17403,17532
DEHLPU;9292
DEHLRU;
DEHLSU;
DEHMMU;9824
DEHMNO;17360,17538,18172,18231
DEHMNU;
DEHMNY;1749,4434,9829
DEHMOS;
DEHMOT;10251,17812
DEHMPU;9809,9810
DEHMRY;2814,9829,15239,17501,18100
DEHMSU;
DEHNOO;17355
DEHNOP;
DEHNOR;
DEHNOS;
DEHNOY;1350,17425
DEHNRU;
DEHNSS;
DEHNSU;
DEHNSY;17402,17551
DEHNTU;17360,18189
DEHNYY;17425,18024
DEHOOP;18176,18177,18207
DEHOOS;15188
DEHOOT;9402,9425,14078,14107,17812
DEHOOV;
DEHOPP;10103,17703,17852
DEHOPS;14535,17804,17805,17807,17808,17809,18099,18200,18228
DEHOPY;10104,10131,10248,10288,10302,10303,10304,10305,14036,14037,15534,17807,17808,17809,17810,17852,18190
DEHORS;
DEHORT;10251,14107
DEHORW;
DEHORX;2895,9666
DEHOSS;10269,10303,10304,17807,18202
DEHOST;
DEHOSU;10321
DEHOSV;
DEHOSW;
DEHOTT;6594,17810,18086,18172
DEHOTU;
DEHOWW;
DEHPPU;1765,10242,18204
DEHPPY;10131,17852,18190,18204
DEHPST;14535,15533,17804,17805,17807,17808,17809,18169,18181,18195,18200
DEHPSU;15363
DEHPSY;10131,10248,10305,17808,17809
DEHRSS;13714,18051,18236
DEHRST;17504
DEHRSU;10321
DEHRSW;
DEHSSU;
DEHSTU;
DEHTTU;17717,18049
DEHTTY;2817,6594,9830,9835,10041,10303,10305,15571,15574,17808,17810,17852,18049
DEIIKN;18188
DEIIKR;
DEIIKT;17874
DEIILL;2956,5825,9271
DEIILP;1354,4839,15595
DEIIMS;
DEIINO;4821,6963,17431,18188
DEIINS;
DEIINT;
DEIINV;
DEIINY;6558,9878,15251,15309
DEIIOS;
DEIIOZ;13692
DEIIPR;18134,18137
DEIIPT;15533,17426,17704,18081,18196,18200,18201
DEIIRS;
DEIIRT;
DEIISS;13591
DEIIST;18200
DEIISV;
DEIISX;
DEIIVZ;6807,13692,17890
DEIJKN;
DEIJLT;2978,6974
DEIJNO;
DEIJNX;
DEIJOS;
DEIJRR;
DEIJRS;15580
DEIJRU;15580
DEIJSU;15580
DEIKKN;
DEIKKR;
DEIKLL;
DEIKLM;2940
DEIKLN;
DEIKLO;
DEIKLR;
DEIKLS;
DEIKLT;
DEIKNO;9802,15542,18188
DEIKNP;
DEIKNR;
DEIKNT;2913,15542
DEIKNV;
DEIKNW;
DEIKNY;13635,15542
DEIKNZ;
DEIKPP;14615
DEIKPS;6891,6918,14535
DEIKRS;
DEIKRU;
DEIKRY;937,2733,2940,6460,15542
DEIKSS;
DEIKST;
DEIKSV;
DEIKTT;
DEILLL;17571,18026,18248
DEILLM;2827,2830,17572
DEILLN;2827,2830,17573,18122,18188
DEILLO;
DEILLP;
DEILLR;
DEILLT;14093,14108,17394,17571
DEILLU;18188
DEILLW;2914
DEILLY;17572,17687,17929,18251
DEILMN;
DEILMO;18172
DEILMP;
DEILMR;6893
DEILMS;
DEILMT;15262,17571,18172
DEILMW;2943,17937
DEILNN;15559,17672
DEILNO;
DEILNR;6893
DEILNS;
DEILNT;15583
DEILNW;
DEILOO;10217,17743
DEILOP;
DEILOR;
DEILOS;
DEILOT;
DEILOV;17434,18175
DEILPP;
DEILPS;
DEILPX;15313,15408
DEILRS;
DEILRT;
DEILRV;18175
DEILRW;
DEILRY;
DEILSS;
DEILST;
DEILSV;
DEILSW;
DEILSY;
DEILTT;
DEILTU;
DEILTW;
DEILWY;10041
DEIMMN;
DEIMMR;
DEIMMU;
DEIMNO;
DEIMNP;15239
DEIMNR;
DEIMNS;
DEIMNT;
DEIMOR;
DEIMOW;17937
DEIMPP;17436
DEIMPR;
DEIMPU;
DEIMPW;
DEIMRS;
DEIMRT;14530
DEIMRV;10452,15593
DEIMSS;
DEIMST;
DEIMSU;
DEIMTU;14530,17571,17717,17904
DEINNO;14633
DEINNP;15577,15581
DEINNR;15223,15309
DEINNS;
DEINNT;
DEINNU;
DEINNW;
DEINNY;4443,6715,6920,6935,7011,7021,9903,10288,10357,14043,15126,15251,15309,17672,17929,18214
DEINOP;
DEINOR;
DEINOS;
DEINOT;
DEINOV;
DEINPP;9593,17703
DEINPR;
DEINPS;
DEINPT;
DEINPU;15186
DEINRS;
DEINRT;
DEINRU;
DEINRV;
DEINRW;
DEINSS;
DEINST;
DEINSU;
DEINSV;
DEINSW;
DEINSY;2947,18220
DEINSZ;9514,9545,17524,17847,18220
DEINTT;14093,18172
DEINTU;
DEINTV;
DEINTW;
DEIOOR;10074,10355,10392,17319
DEIOOW;
DEIOOX;10123,15605,17319,17543,18058,18200,18201,18285
DEIOOZ;10217,17766,18091,18201
DEIOPP;1786,3000,6726,10385,17611,17703
DEIOPR;
DEIOPS;
DEIOPT;18201
DEIORS;
DEIORT;
DEIORV;18175
DEIORW;
DEIORZ;
DEIOST;
DEIOSV;
DEIOSX;14652
DEIOTT;4404,14093,18086
DEIPPP;9593
DEIPPR;
DEIPPS;
DEIPPT;
DEIPPY;
DEIPPZ;10247,18177,18258
DEIPQU;323,2907
DEIPRS;
DEIPRT;
DEIPRZ;10144,15631,17444,17845,18177
DEIPSS;
DEIPST;
DEIPSU;
DEIPSV;6466
DEIPSW;15533
DEIPTT;15531
DEIPTU;15186
DEIPUV;1819,10356,17611,17742
DEIQRU;18214
DEIQSU;2847,15592,17544,18252,18253
DEIQTU;
DEIRRS;
DEIRRT;
DEIRRU;14119
DEIRRV;
DEIRRY;6558,6563,9878,9893,14119,17685
DEIRSS;
DEIRST;
DEIRSU;
DEIRSV;
DEIRSW;
DEIRTT;
DEIRTU;14530
DEIRTV;
DEIRTW;17411
DEIRWY;15574,17433,18213
DEISSS;
DEISST;
DEISSU;18252
DEISSW;15448
DEISTU;
DEISTV;
DEISTW;
DEISTZ;1673,2849,6527,9514,9541,9545
DEISVW;
DEITTT;18285
DEITTU;2811,17904
DEITTW;10286
DEIZZZ;
DEJKNU;
DEJKOO;
DEJKOU;
DEJLLO;
DEJLOS;
DEJLOT;
DEJLOU;
DEJLOW;
DEJMPU;
DEJOTT;4404
DEJSTU;15580,18271
DEJTTU;
DEKKNO;
DEKKOO;
DEKKOS;15647
DEKKOY;
DEKKRY;
DEKKUY;
DEKLOO;6666,13588,13590,15516,17615
DEKLOP;
DEKLOS;
DEKLOY;2940,13590,18289
DEKLRU;
DEKLSU;18249
DEKMOS;
DEKMRU;13726,17406
DEKMSU;18248
DEKNNU;
DEKNOP;
DEKNOS;
DEKNOT;15542
DEKNOY;4957,13635,15542
DEKNOZ;17570
DEKNRU;
DEKNSU;
DEKNSY;
DEKOOR;
DEKOOS;15516
DEKOOT;14105
DEKOPR;
DEKOPS;6918,18148
DEKORS;10238
DEKORT;
DEKORW;
DEKORY;2940,5751,5818,15542,18289
DEKOST;
DEKOSU;14061,17990
DEKOTU;
DEKOUY;
DEKRSU;
DEKRSY;
DEKRUY;6460,18289
DEKSTU;6735,17928
DEKSTY;
DELLLO;6848,9609,9820,10422,14021
DELLLU;1364,4241,4807,9609,17571,18026,18248
DELLMU;
DELLNU;2857,15189,15650,18188
DELLOP;9609,14021
DELLOR;
DELLOT;9606,14093,17394,17733,18124
DELLOU;9990
DELLPU;2857,9609,9683,10242,18204
DELLRU;18079
DELLSW;
DELLUW;
DELLWY;4957,10041
DELMNO;10077
DELMOO;9650,10244,15482,18168
DELMOR;15201,15482
DELMOS;
DELMOT;10251
DELMOU;4939
DELMOY;2756
DELMPU;
DELMRU;
DELMSU;
DELNOO;17616
DELNOR;17431
DELNOS;
DELNOT;
DELNOU;
DELNOW;
DELNOZ;2863,17425
DELNRU;
DELNRY;14064,14126,15651,17325,17573,17627,18166,18230,18289
DELNSY;18166,18226,18229,18230,18290,18292
DELNTU;17994
DELNUV;17325,17627
DELNUY;6549,10237,14064,14072,14126,15287,17573,17627,17798,17995,18037,18166,18226,18289,18292
DELOOP;9650,9802,15174,15408,15651
DELOOS;
DELOOT;
DELOOW;
DELOPP;
DELOPR;
DELOPS;
DELOPT;17390
DELOPU;
DELOPW;
DELOPY;2756,7041,15651,18289
DELORR;640,2981,4959,10259,10438,10440,14610,15482
DELORS;
DELORT;
DELORU;
DELORW;
DELORY;2756,6822,6924,14069,15201,15651,18289
DELOSS;
DELOST;
DELOSU;
DELOSV;
DELOSW;
DELOSY;13589
DELOTT;18086
DELOTU;
DELOTV;18175
DELOTW;
DELOTX;10001,10433,14651,17547
DELOVV;
DELOVW;10488,18175
DELOWY;18227
DELOYY;6842,18071
DELPPU;
DELPRU;
DELPSS;
DELPSU;
DELPTU;
DELPUX;15287
DELRUY;17325,17402,17573,17627,18000,18260,18289
DELSSU;
DELSTU;
DELSTV;325
DELSTY;18290
DELUVV;
DEMMMU;
DEMMOS;10220,10449
DEMMOT;9824,10006,17630,17670
DEMMOV;
DEMMPU;3018,10239,10449
DEMMRY;2756,10449,15600
DEMMSU;
DEMMUV;
DEMNOO;3028
DEMNOR;
DEMNOS;
DEMNOU;
DEMNTU;
DEMOOP;15408,17736,18168
DEMOOR;15201
DEMOOS;
DEMOOT;17812
DEMOOV;
DEMOOZ;10374,17766,18091
DEMOPP;951,9783,10011
DEMOPR;
DEMOPS;
DEMOPU;10239,14118,17700,18228,18274
DEMOPY;6754
DEMORR;14098,15482
DEMORS;
DEMORU;
DEMORW;17937
DEMOSS;10098
DEMOST;
DEMOSU;
DEMOSW;
DEMOTT;
DEMPPU;17436
DEMPRU;
DEMPSU;
DEMPTU;
DEMPUY;6885,10010,10449,10498
DEMRRU;14119
DEMRSU;
DEMSSU;17631
DEMSTU;
DEMSTY;9289
DEMUZZ;
DENNOO;3028,10017,17276,17800,17812,18004,18006,18100,18290,18294
DENNOS;188,320
DENNOT;
DENNOU;188,10356,15203
DENNOW;9453
DENNPU;188,955,4805,9792,15203,15581,17952
DENNRU;
DENNSU;
DENNTU;9792
DENOOS;10393
DENOOW;881
DENOOZ;
DENOPR;
DENORR;15535,17276,17529
DENORS;
DENORT;
DENORU;
DENORV;959,10452,17684
DENORW;
DENORY;14126,15434,15465,17684,18214
DENOSS;
DENOST;
DENOSU;
DENOSV;17620,17622
DENOSW;
DENOSY;18292
DENOSZ;17524,17723,18220
DENOTU;10295
DENOTW;
DENOUW;
DENPRU;
DENPSS;
DENPSU;
DENPSY;17390,17409,17435,17551,17702,18125,18292
DENPTU;15186
DENRST;
DENRSU;
DENRSY;17325,17433,17551,17627
DENRTU;
DENRTY;14126,15465
DENRUU;10295
DENRUW;5811
DENRUY;14064,14072,17325,17402,17433,17573,17627,17943,18145,18166,18214,18289
DENSST;
DENSTU;
DENSTY;17551
DENSUU;10289,18293
DENSUV;18145
DENSUW;
DENTTU;
DEOOPP;
DEOOPR;
DEOOPS;
DEOOPT;
DEOOPX;15408,17319,18201
DEOORS;
DEOORT;
DEOORV;
DEOORZ;
DEOOSS;14661
DEOOST;
DEOOSX;15605,17543,18058,18101
DEOOTT;10502
DEOPPP;18181
DEOPPR;17611,17852
DEOPPS;
DEOPPT;14615
DEOPPU;5805,6726,18204
DEOPPW;
DEOPRR;15535
DEOPRS;
DEOPRT;
DEOPRU;17611
DEOPRV;
DEOPRW;
DEOPRY;10104,10131,13728,15534,15632,17852
DEOPSS;
DEOPST;
DEOPSU;
DEOPSW;
DEOPSY;5819,6754,6800,10131,10302,10303,10304,10305,15305,15445,15534,17807,17808,17809
DEOPTT;15244
DEOPTU;15186
DEOPUV;10356,17611
DEOQTU;
DEORRS;
DEORRT;
DEORRU;7004
DEORRV;
DEORRW;
DEORSS;
DEORST;
DEORSU;
DEORSV;
DEORSW;
DEORSZ;
DEORTT;
DEORTU;
DEORTW;
DEORTX;1655,3000,10502,14651
DEORUV;
DEORVY;15632,17434,18289
DEORWY;15574,18213,18227
DEOSSS;321,13725,13731,15305,15391,15473,17274,17919,18286
DEOSST;
DEOSSU;18135
DEOSSW;
DEOSTT;
DEOSTU;
DEOSTV;
DEOSTW;
DEOSUX;10321,15569
DEOSXY;9530,10321,14652,18101,18220
DEOTTT;
DEOTTU;15284
DEOTTW;9837,15574,18172
DEOTUV;6756
DEOTUX;9784,17547
DEOTUZ;17360
DEOTWZ;
DEPPPU;
DEPPSU;
DEPPTU;15405
DEPRRU;
DEPRRY;15534,18203
DEPRSS;
DEPRSU;
DEPRSY;17403
DEPRUU;15151
DEPRUW;14127,18219
DEPRUY;14127,15632,15651,17434,18289
DEPSSU;
DEPSTU;
DEPSUY;15305,15445
DEPTTU;
DEPTUY;9792,10010,14127,15287,15477,15632,17435,17687,18046,18259,18260,18282,18292
DEPTUZ;14118
DEQTUY;3030,17929,17943
DERRSY;18229
DERRUY;9778,14119
DERSSU;
DERSSY;9773,14094,15454,15600,18000
DERSTU;
DERSTY;15600
DERSUU;15113
DERTTU;18049
DESSSU;15305,15473
DESTTU;
DESTTY;6754,9965,9966,10303,10305,17808
DESTUV;17544
DETTTU;17775
DETTUU;935,960,1367,4233,5005,7002,7007,7061,10219,10490,17928
DFGGOO;10505
DFGIIR;15310,15659,18302,18303,18307
DFGILU;10504
DFGOOX;
DFIINY;4864,6558,9457,10514,14019,15309,15663
DFIIRT;332,333,7070,9455,10517
DFIKRU;
DFILNO;15663
DFILNU;10504
DFILOR;13985,15663
DFILSU;10512
DFILUV;
DFIMOY;15663,18301
DFINSU;10512
DFIORS;
DFIRST;
DFIRTY;7070,9455
DFJORS;
DFLNOU;18303
DFLNOY;2884,9317,13985,14069,15663
DFLOOS;10055
DFLOPU;
DFNNOU;4941,18068
DFNORS;332,7064,14587,17483,17668,18053,18302,18305
DFNOSU;
DFNSUU;5018,10519
DFOORX;
DFOOSU;
DGGNOU;4831,18313
DGGRUY;4831
DGHIIN;9704,10107,18081,18319
DGHINY;13635,15659,18024,18301,18318,18319
DGHIST;10506,15670,18300
DGHOOP;14073
DGHOOT;1840,9402,10103,10118,10507,14073,14078,14132,15669,18091
DGHOSU;17438
DGHOTU;
DGHOUY;10131
DGIIKN;
DGIILN;
DGIILR;2907
DGIINN;
DGIINO;18081
DGIINP;15328,18081
DGIINR;14537
DGIINS;
DGIINT;18326
DGIINV;
DGIIRS;18333
DGIIST;17744,18333
DGIJOU;
DGIKNU;
DGIKNY;1658,13635
DGILNO;
DGILNU;
DGILOT;15334,15669,17743,17766,17767,17775,18038,18086,18091
DGILSU;
DGIMNO;
DGIMOO;10567,15498,18337
DGIMTU;17516,17717,17735,18154
DGINNO;
DGINOP;649
DGINOR;
DGINOS;
DGINOT;
DGINOU;
DGINOV;10112
DGINOW;7071
DGINOX;5019
DGINOZ;18081
DGINPU;
DGINRS;
DGINRU;18303
DGINRY;18301
DGINSU;
DGINSY;
DGIOTW;7071,7079,17411,17503
DGIOYZ;5859,6798,17766,18091,18319
DGIPRU;
DGIRTU;3070,9661,14024,14132,17775
DGKLUY;652
DGLNOP;649,10533
DGLOOS;18074
DGLOOU;10217
DGLOOY;13590,15669,17797,17798
DGLSUY;10534,10574,14140,17348,17402,17798,18166,18309,18316,18335
DGMSUY;10536
DGNOOR;
DGNOOS;15206,18325,18338
DGNOOW;
DGNORU;
DGNOSU;326,18099
DGOORS;646,10031,18333
DGORSU;
DGORUY;9778,10131,10573,15530,18156,18164,18166
DGOSTY;1861,6797,6800,6838,9530,9727,10125,17797,18333
DGOTUU;1743
DHIIMM;6849
DHIIPS;14538,18341
DHIISW;10273,14023,18199
DHIKRS;
DHILOS;18341
DHILPU;
DHIMOS;15701
DHINSY;1753,7111,10589,14634,15573,18220,18318
DHIOOT;5033,10584,10590,14132,15669
DHIOPY;14037
DHIORR;6794,6865,7073,7093,9717,10259,10584,14025,14132,14145,15692,17853,18203,18207,18301,18355
DHIOST;
DHIOSV;9464
DHIOSY;15572,15573,15696,18220
DHIRST;2761,4311,10580,10593,18356,18357
DHIRSU;971,18357
DHIRSY;3052,10535,15572,15573,17501,18220
DHISTU;1756,2897,4311,13560,18357
DHISTW;10528
DHLLOS;10594
DHLOOY;5863,7107,10590,14666,15208,15669,15691,17833,18090,18091,18226,18227,18359
DHLOPU;
DHLOSU;
DHNOOU;7112,18189
DHNOSU;17438
DHOOOO;5033,10595,10596,18361
DHOORS;13980,15188,17553,18347
DHOORT;9402,10584,14078,14107,14132,18179
DHOOSY;4476,5028,6800,10579,10591,13589,13980,14643,15188,18090,18101,18226,18343,18345,18346,18353,18355
DHORSU;
DHORSW;3032
DHORSY;17548
DHORTU;10584,14002,14107,15187,15705
DHOSSW;18350
DHOSVZ;
DIIJNN;
DIIKLT;5035
DIILLS;14149,14153,15710
DIILMP;7128,10582
DIILOP;980
DIILOS;
DIILPS;
DIILQU;2907,2960,6809,9866,10632
DIILST;
DIILTY;83,975,980
DIIMNU;3094,7128,10582,10630,10632,14129,14537
DIIMOS;
DIIMOU;3094,10582,10584,14118,17877,17878,17904,18189,18295
DIIMRS;
DIIMTW;14042,17344
DIIMTY;5029,9455,9878,15209,15600,15689,17426
DIINNW;
DIINOS;9464
DIINOX;316
DIINRS;
DIINRT;5035,14670
DIIOOP;5869,6815,6963,10358,17736,17743,18201,18307
DIIORV;15720
DIIOST;5691,7124,10647,14151,18296,18333,18363,18374
DIIOTT;344,980,1331,1374,3109,5691,7077,7124,10600,10607,10610,10640,10647,14151,14671,15718,17354,17904
DIIOTV;9867,13692,14671,15401,15622,15720
DIISTX;3108,17719,18200
DIITTT;2973,10340,10388,10621,17874
DIJMSU;2978
DIJNNS;10549
DIJNNY;
DIKKLU;
DIKKOP;14615
DIKLNY;
DIKLTU;18089
DIKMNU;17406
DIKNNU;
DIKNRS;
DIKOOS;6666,13738,15404
DILLMY;10649,17572
DILLRS;10624,10626,10629,10650,17761,18020,18375
DILLSY;17572,18309
DILLVY;
DILLWY;10041
DILMOR;15663,15723
DILMOU;15723,18189,18274
DILMPY;17577
DILNNU;
DILNOO;981,3092,15691
DILNOP;649,15408
DILNOS;
DILNSU;17582
DILNTU;5873,7162
DILOPU;7130,7155,7158,18342
DILOPY;980
DILORS;14146
DILOSS;
DILOST;
DILOTU;
DILOXY;4312
DILOYZ;5859,17766,18091
DIMNOO;17694
DIMNOR;18301
DIMNSU;
DIMOOR;10584,18301,18337,18347
DIMOPU;15429,15723
DIMOSS;
DIMOST;
DIMOSU;
DIMOSW;
DIMOSY;14124
DIMOTU;5041,10584,15723,17360,17904,18189,18274
DIMOXY;10381
DIMOYZ;9804,17766,18091
DIMPSY;15603
DIMRSU;
DIMSST;
DIMSSY;14094,15600
DINNOS;
DINNUW;
DINOOR;15434,15691,17319,17694
DINOOZ;3092,18326,18331
DINOPS;
DINOPU;1869,7103,7112,10619,15186
DINORS;
DINORU;1869,3094,7103,7112,10582,18303
DINOSW;
DINOWW;
DINPTU;10619,15186
DINPUW;
DINRSU;
DINSTU;
DINTUY;10589,14671,18046,18049,18282
DIOOPP;5816,6963,10358,10436,17743,18284
DIOOPS;9815,17805
DIOORT;10584,14132
DIOOST;5691
DIOOSU;3067,7155,10216,10655,13738,15635,17436,18194,18252,18253,18287,18357,18374
DIOOSV;7090,7151,15412,15433,17987
DIOOSZ;971
DIOOTX;7095,18201,18285
DIOPRT;15723
DIOPSS;
DIORRT;10584,14132,15727,18376
DIORST;
DIOSST;972
DIOSTT;3108,10607,10640,10647,18320
DIOSTU;18357
DIOSTV;
DIOSWW;
DIPPRY;17852,17945
DIPRTU;15723
DIPSTU;
DIQSSU;1902,6731,18363,18370
DIRSSU;
DIRSTU;2770,3070,18357
DIRSUZ;971,1807,1821,4240,9602,9896,10165,10225,10271,10415,15415
DJLMOY;
DJLOSS;10307
DJNNOO;
DKLSUY;15359
DKNOOP;
DKNOOS;
DKNOPU;
DKNOSY;
DKNRSU;
DKOOOO;
DKOORS;
DKORSU;10238,17990,17991
DKORSY;
DKOSUU;10238
DKSUUZ;
DLLOOP;
DLLORS;18375
DLLORY;1378,1758,10622,15201,15208,15558,18375
DLLOUY;1903,5041,7041,10484,10574,10594,10651,15650,18226,18375
DLMNOU;3122,10485,14013,18189,18274
DLMOOU;18274
DLMOSU;
DLMOUY;954,3122,5041,6471,9824,10310,10485,15530,15722
DLMRUY;954,15530
DLNORU;
DLNOSU;
DLNOSW;
DLNOTU;17994
DLNUUY;9994,10566,10574,14126,14142,17412,17435,17943,18230,18292,18310
DLOOPS;7171,18335,18341,18342
DLOOPZ;
DLOORS;7171,17993,18337
DLOORU;5873
DLOORY;1378,3117,7159,10480,10633,14666,15201,15208,15651,15691,18289,18337
DLOOSW;
DLOPSU;
DLORSW;
DLORTY;10251
DLORUY;7164,9778,10651,10653,10654,15662,18375
DLOSSY;6454,10594,14153,15454,17888,17945,18065,18209
DLOSUW;6880,18099
DLSTUY;15652
DMMRUU;10630
DMMRUY;10449
DMNOOR;18301
DMNOOS;
DMNOOY;7108,14124,15169,18293
DMNOSU;
DMOORS;15695,18337,18347
DMOOSS;10641
DMOOSU;5050,15569,17436,18293,18353
DMOOSY;15202,15722,17765,17996,18090,18293,18337,18353,18358
DMORSU;
DMOSUU;3124,17436,18293
DMRSUU;3029,10493,10496
DNNOOT;17812
DNNTUU;18313
DNOORS;18006,18345
DNOOSS;10641,15721
DNOOST;18345
DNOOSU;3067,6405,6458,15470,15715
DNOOUV;15523,17860
DNOPSU;
DNOPSW;6743,10011
DNORST;18345
DNORSU;
DNORSW;
DNORTU;
DNOSST;15708
DNOSSU;
DNOSSW;
DNOSSY;7150,13594,13989,14063,14121,14123,14153,15665,17523,18339
DNOSTU;
DNOSTW;
DNOSUV;10413,10511
DNOSUW;
DNOSUZ;3086,6941,10225,15419,17850,17878,18060
DNOSWW;
DNOUWY;3122,10485,10598
DNRSUY;3125,4480,14064,17325,17627,17702,17995,18145
DOOOOV;
DOOOPW;
DOOPRS;
DOOPRU;
DOOPRY;3076,10538,14127,15651,18289
DOORRS;7151,15701,17993
DOORSU;5050,7151
DOOSUV;15474,15476
DOOSWY;
DOOUUV;
DOPRSS;
DOPRSU;
DOPRSY;
DORSSU;
DORSSW;
DORSSY;7150,7156,9428,14094,15454,15561,15572,17888,17945,18339,18370,18375
DORSTU;
DORSUY;4480,10449,15477,17702,17988,18335,18370,18375
DORSWY;
DORUVY;15632,15720,17434,18289
DPSTUU;14659,15298,18271
DRSTUY;18346
DRSUYY;10321,10536,17424,18346
EEEEPT;9486,15748,15750,17461,18402,18420,18443,18449
EEEEPV;
EEEEPW;9486,15215,15750
EEEETV;9475,10666,17283,18410,18423
EEEEWW;
EEEFFR;
EEEFFT;
EEEFIR;
EEEFLR;
EEEFNR;5056,14158,18461
EEEFRR;
EEEFRZ;
EEEFSS;10690,10707,15778,18459,18482,18484,18494
EEEFSZ;9279
EEEGLS;990,10763,14695,15811,18463,18470
EEEGMR;
EEEGNP;
EEEGNR;
EEEGRS;
EEEGRT;18534,18549,18582
EEEGRZ;18534
EEEGTV;3129,17503,18525,18581
EEEHIZ;10804,18516
EEEHLR;667,4802,9277,9281,15834,15840,18619
EEEHLT;519,1631,15834,15840,15856,18520
EEEHNT;1906,1908,5068,7221,10783,10825,14181,15244,15834,15856
EEEHNX;666,9505,9542,10783,15814
EEEHPR;10782,10804,18402,18601,18620
EEEHPS;
EEEHPZ;10804,14187
EEEHST;
EEEHSV;10822,10836,17544,17553
EEEHSZ;
EEEHTT;10783,15856
EEEHWZ;
EEEIJL;
EEEIKL;14676,15820
EEEIKR;5894,7246,10694,15750,15886,15888,18615
EEEILN;15794,18708
EEEILR;5057,5882,10787,13746,14193,14196,17576,18550
EEEILS;14180
EEEIMM;6413,7259,9580,14204,15907,18601,18708
EEEINW;
EEEIPR;10804,18402
EEEIPW;
EEEIRR;
EEEJRR;
EEEJST;5092
EEEKKR;15750
EEEKLR;10682
EEEKLU;18701,18707
EEEKMN;
EEEKMR;
EEEKNR;7202,13557,13562,15868
EEEKNT;15279
EEEKPR;15750
EEEKRR;991,4804,13557,13562,13638,15280,17466
EEEKRS;7187
EEEKSV;
EEEKSW;10916
EEELLT;7203,14213,14720,15787,15840,17571,18649,18667,18708,18712
EEELMS;7275,10763,14682
EEELMX;
EEELNS;520,997,10667,13640,14682,14695,15811,18500,18807,18819
EEELNV;1913,15869,15949
EEELPR;15949,18588
EEELPS;4246,18707,18796,18820,18821
EEELRR;667,1382,4245,4250,5891,7214,17466
EEELRV;
EEELSS;5070,10667,18707,18796
EEELSV;4246
EEELTY;1631,4490,4493,4842,7203,7257,7258,9494,9577,10744,10787,13748,14213,17577,18722
EEEMMS;10719,10763
EEEMNR;18656
EEEMNT;5068,14746
EEEMRS;
EEEMRT;
EEEMSS;18540
EEEMST;
EEEMSX;
EEEMTU;5068,7221,13952,14002,17571,18708
EEENNV;15779,15919,18525
EEENPS;15833,18602,18807
EEENRS;
EEENRT;
EEENRV;
EEENSS;997,1003,5075,18459,18772
EEENST;14540,18399
EEENSV;3133,15848,18459
EEENSZ;5071,10712,10873,18631
EEENTT;5068,5095,7247,10783,10951,14192,15869,18708,18839,18840
EEENTW;
EEENVW;5085
EEEOPP;10795,17611
EEEPPR;201,10804
EEEPPS;10880,18614,18820
EEEPRV;
EEEPRW;
EEEPST;
EEEPSV;7272
EEEPSW;
EEERRT;
EEERRV;
EEERSS;
EEERSV;
EEERTT;15985,18443
EEERTW;15750,18606
EEERVW;
EEESTT;4500,7272
EEESTV;
EEESTW;
EEETWZ;
EEFFIO;1917,7305,14224,15779,15990,18457,18460,18856
EEFFIR;4506
EEFFKL;
EEFFOT;1917,7305,15779
EEFFSU;14224
EEFGIN;5907,10959
EEFGIT;10959
EEFGRU;
EEFHIR;9666,14158,17337,18384
EEFHOR;14158
EEFHRT;
EEFIIR;15791,16030,18864,18913
EEFILN;7325,10994,15794
EEFILR;
EEFILS;
EEFILT;7325,7326
EEFINR;
EEFIPR;15310
EEFIRR;
EEFIRS;
EEFIRZ;15800,18870
EEFKLS;9663
EEFLLO;5770,6560,14021,18461
EEFLLR;18461
EEFLMS;14761,16050,18956
EEFLNN;10994,14156,17672,18469,18934,18959
EEFLNS;
EEFLRR;10962
EEFLRS;
EEFLRT;
EEFLRU;
EEFLRW;
EEFLRX;
EEFLRY;18857,18863,18896,18952
EEFLST;
EEFLSX;14168,14169,15802,16020
EEFLTT;
EEFLUY;6549,7304
EEFMMS;10704
