AAABC;CR,HT,IR,MR,OR,TW
DEELS;CK,CO,HL,KP,LP,OO,OP
DEELU;AQ,AV,CP,HN,LQ,NP
DEELV;BO,KL,OP,OT,OW,XY
DEELW;BO,EH,EJ,HP,IY,OV
DEELY;DO,OR,VX
DEEMN;BE,EW,UW
DEEMR;
DEEMS;
DEEMT;
DEEMV;AC
DEEMW;AT,AY,EM,EN,GU,IK,IM,NU
DEEMY;AB,AN,AW,NO
DEENO;DL,DW,DZ,HY,IL,JY
DEENP;LU
DEENR;
DEENS;BB,KN,PX
DEENT;
DEENU;BC,EJ,EQ,HL,IN,LP,MO,MW
DEENW;CH,GI,IP,IR,IV,IZ,MU,OR
DEENY;CC,DI,GI,HO,JO,MO
DEEOP;AT,CR,IT,IX,RR,RW,TU,XY
DEEOR;AW,BB,BG,BR,BW,EW,FF,GR,KY,LP,LU,LW,LY,PR,PW,RR,XX
DEEOX;BF,BM,DT,IP,LP,MR,PY,RT,RX
DEEPR;OR,OW
DEEPS;CC,CK,CT,DL,DN,GL,KL,KP,LL,LT,MU,NX,PT,PU,TU
DEERR;CI,CU,FI,GO,GU,IT,IV,LU,MU,OP,OR,OV,PU,UV
DEERS;
DEERT;BH,BL,CH,CK,CU,HW,KK,KW,PU,PY
DEERU;AG,AQ,BK,BW,DD,DT,EQ,FG,FT,GJ,GR,JQ,OV,RV,TT,TX
DEERW;HT,KT,NO,OP,OT
DEERY;AC,AL,CO,IL,LL,LO,OV
DEESS;BL,DE,EX
DEEST;CF,CH,CI,CO,CP,EG,EH,EK,EP,FF,FI,GI,HI,II,IP,PP
DEESU;PP
DEESV;NU
DEESW;AE,AX
DEESX;CE,DE,EF,ES,NP
DEESY;AH,AJ,AV,GO,HO,HY,IL
DEETU;AC,AI,AQ,AX,CR,FR,GO,IQ,IR,OW,RT,RX
DEETW;AK,AM,AR,KR,OR,OU
DEEUX;AT,HM,NV,RT
DEEVX;IN,LY,NU
DEEWX;AD,AR,AS,AW
DEEWY;AK,AM,DE,ER,IL
DEEXY;LV,OP
DEFFI;CL,HW,KS,LP,LS,PS,QU,SU
DEFFO;AL,EF,HU,HW,KS,PU,SW
DEFGI;EN,EP,NN,NU,NY
DEFGO;AC,AT,AU,NU
DEFGU;AE,AO,ER,FR,IN,IR,NO,RT
DEFIK;CL
DEFIL;CF,CH,CK,FP,IN,NU,PP,PU,ZZ
DEFIN;CH,GY,IL,IX,LT
DEFIR;DO,DU,HS,OU,PY
DEFIS;AA,AF,AR,DU,FO,FP,FR,FU,OO
DEFIT;CI,EN
DEFIW;FH,IM,LO,MO,ST
DEFIX;AF,AT,EN,ER,IN,NU
DEFIY;DL,ER,GN,GT,LT,LX,NR,NS,NU,PR
DEFJL;
DEFKY;
DEFLS;DU,FU,HU,MO,NO,OR,OS,OU
DEFLT;AB,AT
DEFLU;BB,HS,IN,IP,IS,ZZ
DEFMR;PU
DEFMU;AN,NU,PR
DEFNS;AE,AG,AR,AU,DE,DU,EE,EL,ER,FO,FU,LO,OT,OU,RU,UU
DEFNU;FS,MU,SU
DEFNY;GI,IR,IS,IU
DEFOS;AB,AM,AO,AR,CF,CU,DR,FI,FK,FN,FR,IO,LM,LN,LR,LU,MR,NU,OP,OR
DEFOX;BE
DEFSU;AN,CF,CO,CU,DI,DL,DN,FI,FL,FN,HL,IL,IN,LO,NO,NU
DEFUZ;AN
DEGGI;
DEGGU;
DEGHY;
DEGIK;ER,LO
DEGIL;AO,AT,AV,HT,KO,OP,TZ
DEGIM;DO,EV
DEGIN;FU,UX
DEGIO;AL,AT,DM,DN,DR,FR,HN,HT,KL,LL,LN,LP,LR,LU,MN,NP,NR,NT,NW,PR,RR,RT
DEGIR;AZ,OO
DEGIU;AG,AV,AZ,CN,FN,MP,NN,NX
DEGIV;AL,AN,AS,AU,EM,EN,ER,LN,LU,NN
DEGJU;AH,LN
DEGKY;LU
DEGLO;EY,HL,IK,IL,IU,MM,MU,TU
DEGLS;
DEGLU;AH,AM,MO,OT,TT,ZZ
DEGLY;
DEGMO;AH,AP,EK,LM,LO,LU
DEGMU;EL,EW,LO
DEGNU;CI,FI,FO,IT,IX,OT,VY
DEGOP;AG,AM
DEGOR;IO
DEGOS;CU,HU
DEGOT;BI,HI
DEGOW;EH
DEGOY;AV,BE,BO,DR,EL,GR
DEGPU;
DEGRS;
DEGRU;EF,ER,FF
DEGRY;IN
DEGSU;AS,CO,CW
DEGSY;IN,IP
DEGUY;AR,NV
DEGVY;AO,NU
DEGWY;
DEHHO;AP,AT,CT,GU,OS
DEHIK;AS,AV,CN,CR,EV,RS,SW
DEHIO;CL,GT,LL,LT,TU
DEHIR;LP,LW,RU,RW
DEHIS;MM,VV
DEHIV;AK,EK,ET,NU,OS,RS,RT,SV
DEHKO;AT
DEHLO;CI,EL,EV,FO,GL,GO,IL,LO,LU,MU,PP
DEHLP;AI,AL,AR,CI,IN,IR,OP
DEHMO;AG,AP,AR,ER,LU,PR,PW,RU
DEHNO;CC,CT,GT,TZ
DEHNS;EE,EM,ER
DEHNY;CL,EU
DEHOO;CM,GL,LL
DEHOP;AC,AH,AM,AT,AX,CM,CR,CT,CU,IM,MR,MW
DEHOR;BY,EM,EV,GR,GU,MP,MU
DEHOS;AX,EY,GG
DEHOT;AC,AH,AK,AP,AW,CH,CK,CN,CP,GI,GN,NZ
DEHOV;BE,CU,EL,ER
DEHOX;
DEHOY;BR,ES
DEHPT;CO,MU,OO,TU
DEHPY;MN
DEHRS;DY
DEHRT;BE,CE,EW,LU,NU,RU
DEHSS;EG,PY
DEIIM;AN,CR,FL,FW,JM,LN,LP,LT,MX,NO,RT,VW
DEIIN;AM,AR,AZ,CR,DL,FL,FU,FX,HN,LM,RR,RU,RW
DEIIT;LM
DEIIV;BV,CH,CO,CR,LR,MW,OR,RV
DEIIX;DO,FN,MM,OZ,RT
DEIJO;LL,RY
DEIJR;AM,BL,NO,OY
DEIJS;AH,CT,EG
DEIJV;
DEIKL;IK
DEIKM;BO,ES,EW,MS,PS,RS
DEIKN;AS,BE,ES,NS
DEIKP;LO
DEIKR;EG,OR
DEIKS;AH,AN,EM,EN,GN,HW,IN,KN,MM,NN,NO,NW,NY,NZ,OY
DEIKT;AB,AR
DEIKY;AL,OS,ST,SV
DEILM;XY,ZZ
DEILN;CE,CU,EF,EV,EY,FI,FU,HP,PP,PU,UV
DEILO;GU,IZ
DEILP;ER,FF,FU,GN,HN,HR,KN,NU,RT,RU,TY
DEILR;HP,PP,PU,RU,ZZ
DEILS;IL,LU,ZZ
DEILT;BZ,EV,GZ,PP,PY
DEILV;GN,GU,NU,TT
DEILW;BB,FO,GG
DEILY;DD,DF,DT,FT,FX,HT,MO,MX,PT
DEIMM;EJ,EO,ES,EW,HS,HW,IJ,IX,KS,LP,LS,OT,ST
DEIMN;NU,UX
DEIMO;AB,AU,BK,BS,DG,DO,DS,EM,FF,MT,OS,PS,SS,ST,TT,TV
DEIMP;AV,HO,KS,OS
DEIMR;BU,DU,UU
DEIMS;HM,HO,KM,KP,OO,OP,OW
DEIMT;AC,AM,AY,CH,CO,HO,MO,OT,OV
DEIMX;AD,AS,BE,ER,HU,IM,LY,NU
DEINN;CH,HI
DEINP;CH,HL
DEINR;IR
DEINS;BB,CK,CX,KK
DEINT;
DEINU;AL,AM,GL,GX,HM,HV,KL,LM,LO,LV,MX,OQ,VW
DEINV;GL,GN,HU,LU,UW
DEINW;EP,EV,EZ,PU,UV
DEINX;AL,AO,CS,DE,EF,ER,ES,EV,FI,FU,GU,MU,RT
DEINZ;BE,DE,EN,EW,IO,OO
DEIOS;AS,AZ,FF,FO,KY,MO,MS,MW,OS,OW,OZ
DEIOV;AV,AW,MT,OV,PT,TU
DEIOW;AV,AW,DN,DS,DW,FL,GN,NS,ST,TU
DEIOX;AN,AR,AT,BL,DI,EP,IZ,PR
DEIPP;AU,QU
DEIPR;FY,HL,LL,LU
DEIPS;AA,AD,FF,GI,GY,XY
DEIPT;AL,EM,LY
DEIPW;EG,EN,HP,NU
DEIPZ;SU
DEIQU;AL,CH,CL,DL,FF,FO,LL,NO,ZZ
DEIRR;CE,CH,CK,EE,EF,EH,EN,EW,HW,IN,KN,KO,LL,MO,NO,OW,PP
DEIRS;DD,FF
DEIRT;BY
DEIRU;CL,CO,DD,DF,DM,DP,FL,FO,HM,LL,LP,MM,MO,MP,MU
DEIRV;DI,IV
DEIRW;CK,HR
DEISS;CO,CY,OO
DEIST;AD,AE,DE,ET,EX
DEISV;HV
DEISW;CK,DI,DO,DU,GG,GI,MO,OO,ZZ
DEISZ;IM,IO,IZ,LZ,OO,OR,PU,WZ
DEITW;OU
DEITY;AC,AM,AR,AW,BR,BU,DL,FG,FL,HL,HR,KS,LP,LR,LS,MS,NR,NS
DEIVW;IM,NU
DEJKO;
DEJKU;
DEJLO;AC,GG
DEJOW;
DEJOY;EN,IR,OR
DEKKO;DE,GR
DEKNO;AU,LL,QU
DEKNU;AO,AW,HT,IL,LP,OQ,OT,OY
DEKNY;
DEKOP;
DEKOR;DU,EM,EV,IL,IR
DEKOS;DI,FF,GG,IY,VY
DEKOT;AH
DEKOY;EV,IS,SV
DEKPU;ER,LN,NS,RS
DEKRS;EE,EG,EL,EM,ER
DEKRY;
DEKSS;AN,NU,OU,TU
DEKST;EE,ET
DEKSU;GG
DEKSY;AL,AP,CI,IO,IV,OV
DEKUY;GL
DEKYY;
DELLS;BE,CU,EH,EI,EM,EN,EP,ET,HI,II,IK,IO,IP,IS,IT,IU,KO,KU,OU,TU
DELLW;OO,OV
DELLY;AA,AO
DELMO;CP,GM,ZZ
DELMS;
DELMU;IN,TY,ZZ
DELNO;KL,KP,NY
DELNS;GU,RU,SU
DELNU;EF,EH,EP,FI,FK,IK,IM,IN,IP,KP,SS,ZZ
DELNY;BI,CH,CO,NO,OT,OW
DELOO;HL
DELOP;CM,FN
DELOR;EV
DELOS;DD,ZZ
DELOT;AG,GG
DELOU;AI,CC,CD,CY,GI
DELOV;BE,EH,EP,ER,MU,NU,RU
DELOW;AL,DE
DELOX;BI,EP
DELOY;AL,AN,EG,NN,NT
DELPS;DE,EE,EG,EK,EL,ER,ET
DELPU;CE,CI,CK,EN,FF,FI,IN,KN,ZZ
DELRU;IR,IT,RS,ST,TT
DELRY;EF,EL,EP,LW
DELSS;BE,EG,EN,ER,ET,EW
DELST;
DELSU;DF,DR,FF,FI,IL,IV,NR,RR
DELSV;
DELSW;BY
DELSY;BW,EM,PU
DELTU;AA,AV,AX,GT,HR,MY,RT
DELTV;AE,AU,EI,IT
DELTW;AD,AN,AP,AR,AT,AZ
DELTY;AA,AD,AG,AH,AP,AR,DI,HI,IP,IR,MU,NO
DELUX;AT
DELWY;BS,NU
DEMMO;AB,CN,CO,DE,EI,GL,NY
DEMMU;DR,RR
DEMNO;BN,BY,CM,CN,CP,DT,MY
DEMNS;HU,TU
DEMOO;
DEMOP;HI,HW,IL,IN
DEMOR;
DEMOS;AE,AF,AV,AY,CI,DI,EY
DEMOT;CI,CP,DN,IV,NR,NU,PR
DEMOU;AI,CH,DK,HT,OT
DEMOV;IT,LU,NU
DEMOW;HP,LO,NO
DEMOZ;AL,LZ
DEMPT;CO,IR,OR,OS
DEMPU;
DEMRS;
DEMRU;HI,IM,IN,IU
DEMSU;
DEMSY;AN,AO,IR,LO
DEMTU;AR,AT,BH,BL,CH,CL,HO,LO,LY,OO
DEMUX;EH,HI,IN
DENNO;AG,AY,BM,GL,LY
DENOO;AP,AT,BK,CC,CP,CR,DP,ER,FR,TU
DENOR;
DENOS;FF,GG,GP
DENOT;DM,HZ,PY
DENOV;AG,AT,LU,MU
DENOW;AM
DENOY;CL,EJ,EM,EN,LN,LT,LW,MM,PT
DENOZ;AI,AT,BR,CE,CI,DE,EN,ER,HT,II,NU
DENPS;DE,DO,EE,EO,ER,EX,GO,OO,OR
DENPU;AG,AV,EL,GL,HO,KL,OP,OX
DENPW;DO,EI,IU
DENPY;AL,CU,HM,OR,OT
DENRS;
DENRT;
DENRU;
DENRY;BI,CI,FI,GI
DENSS;BU,DU,GU,KU,LU,NU,RU,RY,UW
DENST;
DENSU;FF,LS
DENSV;EE,ER
DENSW;
DENSY;
DENTU;CF,VY
DENTY;LO,OP,UV
DENUU;EF,FM,GL,NT
DENUV;AC,AP,AT,GY,HI,IW,MO,TY
DENUW;EM,IP,IV,LY
DEOOP;AN,DN
DEOOR;CL,CN,CR,EN,HN,JY,LW
DEOOW;HP,HS,HT,KT,PS,RT
DEOOZ;FL,ST
DEOPR;AJ,CE,CH,DD
DEOPS;DN
DEOPT;AC,AD,AE,AH,AN,CH,CM,EN,NY
DEOPU;AQ,DN,HN,NX
DEOPX;AH,EI,EL,ES,EY,IR,NU
DEOPY;EP,EX,NT,TT
DEORR;ER,IK
DEORS;FF
DEORT;
DEORU;DK,DO,FI
DEORV;AB,AF
DEORW;EE
DEORX;AI,EM,ES,EX,IP
DEORZ;AR,AY,BN
DEOSS;AI,CI,II,YY
DEOST;AB,BB,EX
DEOSU;IV
DEOSV;KY
DEOSW;IO
DEOSX;AH,HR
DEOSZ;AI,CY,II,IO,IT,LZ,OT
DEOTT;AG,AN,KN
DEOTU;EW,IW,MO
DEOTV;CO,IM,IP
DEOTW;AH,EU,HO,IU,KO
DEOTX;AI,BO,DE,ES,IS
DEOTY;LN,MS,NP,PT,RS,TU
DEOTZ;ER,HN,IR,IS,LP,OS
DEOVW;
DEOWW;AI,AY,DI,IO,IR
DEOWY;AM,AW,DO
DEOXY;EP
DEPPU;AI,AY,IQ
DEPRS;
DEPRU;AT
DEPRY;CT,FI
DEPSU;DD
DEPSY;GI,IX
DEPTY;AL,CR,ER,IL,NO,OT
DEPXY;EO,IS
DERRU;AG,AH,AJ,AL,EG,EL,EN,EV,GG,GT,HL,HT,KN,LS,ST
DERRY;LO,OV
DERSS;AB,AD,AG,AL,AN,AW
DERST;
DERSU;LR
DERSV;AB,AC,AT,AW
DERSY;BU,DH,IL,IM,LO,OV
DERTU;AA,AM,AP,DE,EP,EX,HL,HR,MP
DERTY;AB,AG,AH,AI,AL,BI,CP,EP,HI,IL
DERUX;ET,IR
DESST;BU,GU,KU,LU,RU
DESSU;AG,AJ,AN,AT,GN,GT,KN,KT,NN,NW
DESTU;
DESTY;CH,CO
DESUX;
DETTU;CL,DE
DETUV;NY
DETWY;AI
DFFIS;AE,AT,EK,EL,EN,EO,EP,ER,ET,EU
DFFOS;AR,CE,EI,EK,EN,ER,EW,TU
DFFSU;CE,EE,EI,EL,EN,ER,ET,OT
DFGUY;
DFILU;CI,CY,EP,ER,LY,OR,TU
DFINS;AG,AR,LO
DFINU;FG,GG,GN,GO,MY,OT
DFIOR;AZ,CJ,EG,EM,EU,FM,GN,OO,OW
DFIOS;BL,CH,CU,EF,EO,ET,GH,LM,LN,LX,MO
DFIRT;LO
DFJOR;CI
DFLOO;AF,AM,FU,MU,RU,TU,TW
DFLOS;BI,EM,EN,ER,ES,EU,IM,IN,IX,NU,PU
DFNOR;GI,UY
DFNOS;EF,EL,ET,IL
DFNOU;CO,GI,IT,RY
DFNSU;AE,DE,EF,ER
DFNUY;EI,IM,OR
DFOOR;AF,IO,IW,LU
DFOOS;AE,AH,EI,EP,ER,GG,IM,RX
DFOOY;ER,GM
DFORS;AE,AF,AR,DE,EF,EL,EM,EO,ET,OX
DFOSU;AM,CE,CI,EL,FT,LP
DFRSY;AE
DFSUU;CE,ES
DGGOO;EL,EN
DGGOY;ER
DGHIT;BE,DE,EG,EH,EL,EN,EO,EP,ER,EW,NU
DGHOU;BE,CE,EH,ER
DGIIR;AA,AD,OT
DGIIT;AL,OR
DGILS;AN,AO,HO,IN,IR,OT
DGILU;AY,PY,RY
DGIMY;OP
DGINO;DD,DE,DG,DH,EH,FF,GG,HO,KO
DGINR;
DGINS;AD,AF,AH,AL,AN,AP,AT,AW
DGINU;BB,BG,BM,BN,CE,CT,EF,EN,ET,EX,FF,FG,FN,GI,GJ,GM,GN,HT,IN,NN,NT,NW,NY
DGINY;AW,FI,IL,IT,IV,LO,LY,NU
DGIRS;AH,AU,PU
DGIRY;AL,IL,LU,OP
DGISU;AR,JO,MT,PR,QY,ST
DGJUY;
DGLOO;AN,BI,BT,OW
DGLOS;AI,AP,HI,IT,PY,YY
DGLOY;EE,IL,IN,IP,NU,PS,SY
DGNOS;DE,EG,EL,EP
DGNOU;DE,EF,EL,EN,ET,LY
DGNRU;
DGNSU;AR
DGNUU;AR,EL,ER
DGNUY;EV,IN,LO
DGOOR;AH,EI,EM,EV,TT
DGOOS;AD,AP,BY,CY,DM,FG,HI,HP,HT,HW
DGOOY;FM
DGOPY;IL,IM,IR,LS
DGORU;AT,HT,MP,MU,PR
DGORY;AN,DE,EG,IP
DGOSW;AR,HO,IN,IT,NO
DGPUY;DI,IL
DGRSU;IN,IP
DGRUY;AE,IL
DHIKR;CE
DHIMU;EN,ER,EX,FS,LY,OR,PS,RS
DHINS;BI,CU,DO,GI,GU,IL,NO,NU,OP,OR,RU,TU
DHIOT;AN,CU,EG,EL,EM,ER,EU,IL,PY,RY
DHIOY;AL,CR,DR,EN,RT
DHIRT;CY,LY,OY
DHISW;OR
DHISY;AL,LP
DHITU;CO,EO,GN
DHITW;
DHKSU;AH,AI,AK,AO,CI,DI,IS
DHLLO;AE,AL,AN,EE,EG,EI,EO,EU
DHLOS;
DHNOS;DI,IN,IP,IR,OO
DHNOU;DE,EP,ER
DHNSU;CI,GI,IN,IR,IT
DHNUZ;DE,ES
DHOOR;CI,CK,EI,EN,GN,PU
DHOOS;AD,AF,AI,AN,GI,GP,GT,GW,IT,NO,NU,OO
DHOOY;BO
DHORY;AM,BE,CI,DI,IT,TU,XY
DHOSW;GO
DHOSY;AB,AW,EE,EN
DHOSZ;
DHOVZ;
DHOWY;AS
DHRSU;AB,AG,AN,AP,AR
DHSTU;OR
DIILL;CY,GN,VY
DIILP;CI
DIILV;AA,AN,AU,ER,LY,VY
DIIMO;CH,CL,EN,GP,HN,LO,NR
DIIMR;CE,EG,ET,FF,IU,NO
DIIMS;AH,AL,AM,AN,AS,BL,BN,BU,GN,HL,HM,HP,IV,LN,LT,NU,SS,TW,UV
DIIMT;EL,ER,ES,LS
DIINO;AA,AB,AC,AL,BK,CR,CT,CV,CZ,HM,KT,LT,MR,NT,QU,RT
DIINR;AA,AC,AE,AI,AP,CE,CO,EK,ER,EU,EV,EW,HU,MO
DIINT;AS,KO,LO,NO
DIIOT;AK,CI,CN,CP,CY,EN,ER,GR,HL,KN,LN,NN,NR,RX
DIIRS;AC,AP,AT,CO,CU,LU,OP,OV,TX
DIIRV;CE,DE,EL,EN,EV,GN
DIISV;AN,DK,GN,IM,MU,OR,OT
DIITX;ER,OR
DIIVV;BE,DE,ER,ES,LY
DIJNN;AE
DIJNS;AO,EU,IO
DIJRS;
DIKNR;AG,BO,CO,GI,LO,OV
DIKNS;AE,AH,AO,AP,BO,CE,DO,EE,EG,EI,EK,EL,EN,EO,EP,ET,EW,EY,EZ,GI,GO,GU,IK,IL,MU,NO,NU
DIKNU;CP,EL
DIKNY;
DIKRS;AB,AP,FU
DIKSS;AM,AT,AU,HU,OO
DILLR;AY,UY
DILLS;AE,EE,EH,EK,EO,EP,ES,ET,EU,EW,HO,HU,MU
DILLY;BN,CH,CI,CU,FU,GO,HP,RU
DILMS;BI,FO,HI,IN,IO,IT,LU,OR,OS,OT,OU,OY
DILMY;DU,EO,EW,EX,HU,IT,OO,OS,TU
DILNO;IT,KR,QU,RT,WY,XY
DILNS;DR,GI,HI,IK,IM,PY
DILNU;BU,CE,CH,EK,EM,EO,EP,EV,MR,OQ
DILNY;AD,AH,AR,BE,BL,CI,EE,ES,GH,GI,GO,GY,IW,IX,OW,OX,PS
DILOR;BI,CH,GN,KN,NT,TU,WY
DILOS;AG,AK,AM,AZ,BF,BO,FM,FX,LY,MU,MY
DILOT;AB,AC,AR,CY,FR,FW,HI,IN,NP,NR,TY
DILOV;AG,AO
DILOY;AH,AM,CC,CT,DS,DW,EM,ES,GL,GN,LS,MO,MS,NW,RW,ST,TT
DILRS;DN,GI,IU
DILRT;AA,AC,AO,AY,FO,HY,IY,NO,OU
DILRU;AE,AN,BE,BY,CE,DY,EF,EG,EL,EP,ER,ET,FO,GY,IS,LY,MN,OT
DILRY;BB,BU,DU,GI,GU,HT,IT,LU,OW,ZZ
DILSS;FU,IT
DILSW;HI
DILSY;AA,AH,AM,AP,AT,DO,HP,IT,KU,MO,NP,OT,TU
DIMNS;BI,GI,IL,NO,OO,OR
DIMOS;AK,AL,AN,AO,DE,DO,EL,EN,EO,EP,ER,FL,FO,FR,LR,NN,NO,NR
DIMOU;AE,AK,ER,HR
DIMOY;EL,GP,LO
DIMPS;AH,AL,EE,EK,EL,EN,EO,EU,HI,HO,HU,OU
DIMRU;BE,EH,EM,EN,EO,EP,EU,HO,II,LN,TU,UV
DIMST;CU,GU,IL,IW
DIMSU;BI,FH,GT,HP,IV,LL
DIMSY;ER,ET
DIMTU;AS,LY,RU
DINOP;AN,AO,AP,AR,AT,BH,HY,NR,NW
DINOR;BK,IT,KL,KV,LT,NP,WW
DINOS;CO,CY,DH,DK,DT,MO,OT,OZ
DINOT;AB,AH,AJ,AP,AR,AX,CI,CO,CU,DS,FU,IK,IL,IN,IR,LP,LR,MN,MW,NO,OR,OS,RU,UW
DINOW;BC,BO,CK,DE,ER,KO,LY,MT,MX,NP,NU,TU
DINRS;DL
DINRU;HI,LM
DINRY;AD,AL,AN,BE,CE,EF,ET
DINSS;AH,AL,AM,CY,GI,GO,GU,HY,MU,NO,OW,RU,TU
DINST;CI,DO,GI,GO,IR,OO
DINSU;BB,BN,BO,BP,CD,CH,HN,KN,NW,OP,PW
DINSW;IN,NU,PU
DINWY;AG,AW,IL,LO,OW
DIOOT;CF,CN,CT,NN
DIOOV;AL,BO,EV
DIOOZ;AL,BM
DIOPS;AR,AU,GH,HM,HY,IL,IR,KK,MU,RT
DIOPY;GM,GR,RT
DIORR;AC,AM,AN,AP,BE,CP,EG,EK,EM,EN,EW,GN
DIORS;BM,BW,HK,HW,IM,IP,IV,MW,OP
DIORT;DU,FL,GI,GN,HY,IN,IX,KU,LN,LU,NU
DIOST;DN,GN,GW
DIOSV;CI,CR,IR,UU
DIOSX;DI,FL,IN,OT
DIOTT;AM,GN,LY,OR
DIOTV;CU,EM,EP,EU
DIOWW;AE,DE,EO,ER
DIPPY;
DIPRS;CY,GU,HU,HY,IO,OO,OT,TU
DIPRT;AS
DIPTU;AL,LO
DIQSU;AL,AM,AT,GY,IL
DIRST;IN,IX
DIRSU;CI,CY,FK,GP,IL
DIRSY;BC,CP,CU,EL,EM,EP,GN,TU
DIRTY;AB,AE,AI,AL,AS,BE,CH,CU,EH,EL,EN,HL,HO,IL,OP,SU
DIRUZ;
DIRVY;EL
DISSU;AK,AM,AT,BD,BY,DM,FL,GN,GT,HK,JM,LO,MN,MO,NT,OT,PT
DISTT;AK,AN,AY,BI,EE,EH,EI,EL,EM,EN,EP,EW
DISTU;CM,GM,GS,KL,LY
DISTY;AL,AR,AT,EK,EL,EM,EN,IL,LO,LU,RU
DITTY;LO
DITYZ;
DIVVY;IL
DIYZZ;IL,LR
DJLOS;
DJOOS;NN
DJOSU;AK,ET,GI,IT
DKMUY;
DKNOO;AB,BE,BU,CR,GI,IW
DKNOY;
DKNRU;NU
DKNSU;CO,GI,IM,IN,OP
DKNSY;
DKOOR;CH,CN,IT
DKOOS;BL,OO,OZ
DKORS;HI
DKORU;BC,CD,CM,DE,IT
DKORY;AW
DKOSU;AH,AJ,AP,CN,NP
DKOSY;EI,EV
DKSSU;AI,EN,EO,ET,HI,OU
DKSTY;
DKSUU;
DKSUY;BB,ER
DKUUZ;
DLLOR;
DLLOS;EI,EK,EU,IY,OP
DLLOY;AE,AM,AN,GI,IS
DLLSU;AE,CE,EI,EK,EO,ET,HI,IM
DLLUY;CI,FI,IR
DLMOS;FI,II,IR,IS,IT,IY
DLMOU;AR,FW
DLMOY;AH,AI,AL,AN,IO,IS,NO
DLNOU;CU,GY,IQ
DLNOW;AG,AL,IY,OW
DLOOR;AM,AN,BE,CE,DE,EF,ET,EW
DLOOS;AD,AN,IN,TU
DLOOW;FT,GO,NW,OT,PY
DLOOY;CP,IM,MN,PP,PT,PU,PW
DLOPS;AG,AL,GY,II,IN,NY
DLORS;NU,TY
DLORW;AR,IY,LY
DLORY;AB,FP,IW
DLOSS;OP
DLOST;AN,CU,GO,OU,RY,UW
DLOSU;GO,IS,IT,OR,OT
DLOSW;
DLOSY;AN,DI,GP,GY,IL,IM,IT,NP,NU,RT
DLOUW;FM
DLOWY;AC,AG,DI,FT,IN,IR,LR,OP
DLOYY;AB,AH,GS
DLPUY;ES,GI,IM,OO,OR
DLRYY;AB
DMMUY;
DMNOO;AG,AH,AW,AZ,GO,OP,TW
DMNOU;AQ,IP
DMOOS;AD,AI,CI,CT,DG,DI,FI
DMOOU;ET,GW,HK,MR,OQ
DMOOY;AR,FG,IL
DMORS;AN,AR,AT,BI,FI,II,IL,IN,IW
DMORY;AH,AN,AO,EN
DMOSU;CW
DMPSU;AC,HI,IO
DMPUY;IL
DMRSU;
DMRUU;EI,GO,IT,IV
DNNOU;BI,BU,CK,CT,GI,GR,HO,IW,RU,RW,SU,SW,UW
DNNOY;AE,AO,BO,EE,EL
DNNUY;AH,EE,GI
DNOOR;BU,EE,EF,EH,NW,TU
DNOOS;HO,IL,IZ,JN
DNOOT;AA,AE,AR,CI,EU,GW,IR,MW,RU,UW
DNOPS;AE,AG,AR,AT,DE,EE,EG,EO,ER,KO,LY
DNOPU;AL,AR,BU,CE,DE,EH,EP,ER,EX,LR,RU,TW,UW
DNOPW;AY,DE,IN,TU,UU
DNORU;BO,BW,FY,NU,NW,PU
DNORW;BU,CY,GI,IW,NO,NU
DNORY;CW,FU,LU
DNOSS;AL,AM,GI,IN
DNOST;AF,AL,AN,AP,AT,DI,GI
DNOSU;CK,NU
DNOSW;AO,GO
DNOSY;AB,AL,AM,CI,LP,LU
DNOTU;AH,AN,CC,CI,CN,CW,FI,GI,IW,OW,PW
DNOUV;EL,EM
DNOUW;BR,CT,IN,IT,NR,NU,OT,PT,PU
DNOUY;EK,FR,GL,LR,LS
DNOWY;AP,AR,CR,EL,IL,IW
DNRSU;
DNRSY;AH,GI
DNRUY;AH,AL,FO,LO
DNSSY;CI,EE,EH,EI,ER,ET,HI
DNSTU;NU
DNSWY;AE
DOOPR;AI,AN,PT
DOOPS;AG,AU,AW,CT,GH,KN,OW,TU
DOORS;CT,FX,IT
DOORU;BI,BN,DE,ET,MM,NT,OT,RT
DOOST;AT,CM,CO,CP,CR,GH,GL,HR,LU,PU
DOOSW;AI,AN,AP,EH,EI,EN,EP,GH,GN,OP
DOOTU;CW,EM,EN,ER,ES,FL,HL,LP,LS,LT,NR,NW,OR,PR,PS,RR
DOOUV;
DOOWY;AB,AR,DE,LP
DOOYZ;
DOPRS;AA,AI,AN,II,IT
DOPRT;AA,AH,CU,OP,OU
DOPRU;AH,AL,AN,CT,GM,GR,HJ,LN,LY,NU
DOPSS;LO
DOPSU;AA,AI,AK,AO,IM,OT
DOPSW;AO,OO
DOQSU;
DORRS;IT
DORSS;NT,OR
DORST;CO,DY,HO,LY
DORSU;
DORSW;BI,IM
DORTY;AN,DS,ES,HI,HU,IP
DORUY;FN,HT
DORWY;IL,LL
DOSTU;AD,CL,CY,FF,GU,LO,LW,OP
DOSTW;AR,GI,LU
DOTTY;EP,EU,IL
DPPUY;AE
DPRUY;LO
DPSSU;AL,CI,IT,TU
DPSUU;AH,ER
DPSUY;
DRRSU;BE,CE,DE,EI,EL,EM,EO,EP,ET
DRRUY;DI
DRSSU;AB,AN,AW
